FIELD,CALIB,ZP_U,ZP_F378,ZP_F395,ZP_F410,ZP_F430,ZP_G,ZP_F515,ZP_R,ZP_F660,ZP_I,ZP_F861,ZP_Z
SPLUS-n03s44,Calibration_XPSP_GAIA3,20.69217,20.08427,20.07687,21.00097,21.14887,23.47697,21.44467,23.56137,21.03747,23.32497,21.47427,22.76157
SPLUS-n03s44,Calibration_iDR5_3_Main,20.6948,20.0869,20.0795,21.0036,21.1515,23.4796,21.4473,23.564,21.0401,23.3276,21.4769,22.7642
SPLUS-n04n01,Calibration_iDR5_3_Main,20.6304,19.9649,19.869,20.8959,21.0133,23.278,21.2349,23.3929,20.8801,23.2238,21.5183,22.6412
SPLUS-n04n51,Calibration_XPSP_GAIA3,20.46813,19.84023,19.83123,20.67783,20.78013,23.15043,21.11473,23.34493,20.84693,23.17563,21.47193,22.63583
SPLUS-n04n51,Calibration_iDR5_3_Main,20.4733,19.8454,19.8364,20.683,20.7853,23.1556,21.1199,23.3501,20.8521,23.1808,21.4771,22.641
SPLUS-n04n52,Calibration_XPSP_GAIA3,20.48103,19.85583,19.85523,20.71323,20.81433,23.19833,21.16823,23.38213,20.88603,23.20933,21.49643,22.65333
SPLUS-n04n52,Calibration_iDR5_3_Main,20.4802,19.855,19.8544,20.7124,20.8135,23.1975,21.1674,23.3813,20.8852,23.2085,21.4956,22.6525
SPLUS-n04n53,Calibration_iDR5_3_Main,20.4633,19.8333,19.8162,20.6853,20.7951,23.1687,21.1516,23.3557,20.8694,23.1848,21.4837,22.6448
SPLUS-n04n54,Calibration_XPSP_GAIA3,20.65263,20.07143,20.17503,21.14593,21.32803,23.56933,21.48033,23.48883,20.97063,23.22793,21.51493,22.65073
SPLUS-n04n54,Calibration_iDR5_3_Main,20.6544,20.0732,20.1768,21.1477,21.3298,23.5711,21.4821,23.4906,20.9724,23.2297,21.5167,22.6525
SPLUS-n04n55,Calibration_XPSP_GAIA3,20.6326,20.0589,20.176,21.143,21.3336,23.5689,21.4804,23.49,20.9707,23.2367,21.516,22.679
SPLUS-n04n55,Calibration_iDR5_3_Main,20.6364,20.0627,20.1798,21.1468,21.3374,23.5727,21.4842,23.4938,20.9745,23.2405,21.5198,22.6828
SPLUS-n04s01,Calibration_XPSP_GAIA3,19.77673,19.17483,19.19173,20.05043,20.16933,22.51763,20.47153,22.65183,20.14863,22.45933,20.73783,21.91383
SPLUS-n04s01,Calibration_iDR5_3_Main,19.782,19.1801,19.197,20.0557,20.1746,22.5229,20.4768,22.6571,20.1539,22.4646,20.7431,21.9191
SPLUS-n04s02,Calibration_XPSP_GAIA3,19.7834,19.1856,19.1814,20.0496,20.1616,22.5273,20.4858,22.6732,20.1701,22.4672,20.7469,21.896
SPLUS-n04s02,Calibration_iDR5_3_Main,19.7884,19.1906,19.1864,20.0546,20.1666,22.5323,20.4908,22.6782,20.1751,22.4722,20.7519,21.901
SPLUS-n04s03,Calibration_iDR5_3_Main,20.57,19.9583,19.9688,20.8246,20.9358,23.3035,21.2568,23.4489,20.9566,23.2451,21.5314,22.6702
SPLUS-n04s04,Calibration_XPSP_GAIA3,19.589,18.9977,19.0095,19.859,19.9668,22.3393,20.3029,22.543,20.0602,22.3729,20.6853,21.7988
SPLUS-n04s04,Calibration_iDR5_3_Main,19.5908,18.9995,19.0113,19.8608,19.9686,22.3411,20.3047,22.5448,20.062,22.3747,20.6871,21.8006
SPLUS-n04s05,Calibration_XPSP_GAIA3,19.6164,19.0179,19.0406,19.9055,20.0073,22.3906,20.3529,22.5797,20.0854,22.4018,20.6902,21.8343
SPLUS-n04s05,Calibration_iDR5_3_Main,19.6199,19.0214,19.0441,19.909,20.0108,22.3941,20.3564,22.5832,20.0889,22.4053,20.6937,21.8378
SPLUS-n04s06,Calibration_XPSP_GAIA3,19.60123,18.97863,18.99633,19.83673,19.92763,22.29343,20.25843,22.51973,20.03813,22.36033,20.65603,21.79103
SPLUS-n04s06,Calibration_iDR5_3_Main,19.6107,18.9881,19.0058,19.8462,19.9371,22.3029,20.2679,22.5292,20.0476,22.3698,20.6655,21.8005
SPLUS-n04s07,Calibration_XPSP_GAIA3,19.60367,18.98407,18.98877,19.86557,19.97687,22.35387,20.31437,22.53987,20.04567,22.37377,20.67037,21.82007
SPLUS-n04s07,Calibration_iDR5_3_Main,19.6091,18.9895,18.9942,19.871,19.9823,22.3593,20.3198,22.5453,20.0511,22.3792,20.6758,21.8255
SPLUS-n04s08,Calibration_iDR5_3_Main,20.4577,19.8326,19.8413,20.7089,20.8303,23.2057,21.1657,23.3718,20.8709,23.1936,21.4806,22.6441
SPLUS-n04s09,Calibration_iDR5_3_Main,20.4241,19.8038,19.7997,20.657,20.7438,23.1211,21.0825,23.3262,20.8346,23.163,21.4685,22.5939
SPLUS-n04s10,Calibration_iDR5_3_Main,20.4276,19.804,19.8006,20.6603,20.752,23.1257,21.0872,23.3218,20.8329,23.1499,21.4546,22.5893
SPLUS-n04s23,Calibration_iDR5_3_Main,20.7503,20.1925,20.3264,21.3182,21.5006,23.6946,21.5956,23.5744,21.034,23.292,21.5679,22.7462
SPLUS-n04s41,Calibration_XPSP_GAIA3,20.6995,20.0757,20.0768,20.9628,21.1027,23.453,21.4188,23.5592,21.0386,23.3357,21.6201,22.771
SPLUS-n04s41,Calibration_iDR5_3_Main,20.6998,20.076,20.0771,20.9631,21.103,23.4533,21.4191,23.5595,21.0389,23.336,21.6204,22.7713
SPLUS-n04s42,Calibration_XPSP_GAIA3,20.68707,20.04307,20.09347,20.98557,21.14427,23.48567,21.45697,23.57517,21.05307,23.32807,21.62777,22.73167
SPLUS-n04s42,Calibration_XPSP,20.69043,20.04403,20.09443,20.98653,21.14523,23.48663,21.45793,23.57613,21.05403,23.32903,21.62873,22.73263
SPLUS-n04s42,Calibration_iDR5_3_Main,20.6891,20.0451,20.0955,20.9876,21.1463,23.4877,21.459,23.5772,21.0551,23.3301,21.6298,22.7337
SPLUS-n04s43,Calibration_XPSP_GAIA3,20.69477,20.07327,20.07807,20.97947,21.12437,23.46357,21.42537,23.55357,21.03697,23.32557,21.61207,22.75447
SPLUS-n04s43,Calibration_XPSP,20.69673,20.07493,20.07973,20.98113,21.12603,23.46523,21.42703,23.55523,21.03863,23.32723,21.61373,22.75613
SPLUS-n04s43,Calibration_iDR5_3_Main,20.6971,20.0756,20.0804,20.9818,21.1267,23.4659,21.4277,23.5559,21.0393,23.3279,21.6144,22.7568
SPLUS-n04s44,Calibration_XPSP_GAIA3,20.7265,20.1017,20.1117,21.0132,21.1544,23.4905,21.4492,23.5643,21.0433,23.3296,21.6115,22.7504
SPLUS-n04s44,Calibration_XPSP,20.73213,20.10273,20.11273,21.01423,21.15543,23.49153,21.45023,23.56533,21.04433,23.33063,21.61253,22.75143
SPLUS-n04s44,Calibration_iDR5_3_Main,20.7291,20.1043,20.1143,21.0158,21.157,23.4931,21.4518,23.5669,21.0459,23.3322,21.6141,22.753
SPLUS-n05n50,Calibration_XPSP_GAIA3,20.74617,20.12777,20.14447,21.03547,21.17317,23.50557,21.45967,23.58047,21.06987,23.35097,21.62487,22.77997
SPLUS-n05n50,Calibration_XPSP,20.74873,20.12843,20.14513,21.03613,21.17383,23.50623,21.46033,23.58113,21.07053,23.35163,21.62553,22.78063
SPLUS-n05n50,Calibration_iDR5_3_Main,20.749,20.1306,20.1473,21.0383,21.176,23.5084,21.4625,23.5833,21.0727,23.3538,21.6277,22.7828
SPLUS-n05n51,Calibration_XPSP_GAIA3,20.62167,20.04867,20.15017,21.12377,21.30977,23.55287,21.46527,23.48217,20.95847,23.23187,21.51257,22.67307
SPLUS-n05n51,Calibration_iDR5_3_Main,20.6238,20.0508,20.1523,21.1259,21.3119,23.555,21.4674,23.4843,20.9606,23.234,21.5147,22.6752
SPLUS-n05n52,Calibration_XPSP_GAIA3,20.40147,19.76887,19.76257,20.62417,20.72207,23.10567,21.08187,23.31857,20.82247,23.16267,21.46047,22.62347
SPLUS-n05n52,Calibration_iDR5_3_Main,20.4038,19.7712,19.7649,20.6265,20.7244,23.108,21.0842,23.3209,20.8248,23.165,21.4628,22.6258
SPLUS-n05n53,Calibration_XPSP_GAIA3,20.67803,20.06073,20.07833,20.96503,21.10523,23.46053,21.43463,23.55793,21.04483,23.32323,21.60783,22.76223
SPLUS-n05n53,Calibration_XPSP,20.6848,20.0628,20.0804,20.9671,21.1073,23.4626,21.4367,23.56,21.0469,23.3253,21.6099,22.7643
SPLUS-n05n53,Calibration_iDR5_3_Main,20.6825,20.0652,20.0828,20.9695,21.1097,23.465,21.4391,23.5624,21.0493,23.3277,21.6123,22.7667
SPLUS-n05n54,Calibration_XPSP_GAIA3,20.70763,20.05413,20.09563,20.99943,21.13853,23.48793,21.44863,23.57123,21.04793,23.32713,21.61853,22.72873
SPLUS-n05n54,Calibration_XPSP,20.71187,20.05507,20.09657,21.00037,21.13947,23.48887,21.44957,23.57217,21.04887,23.32807,21.61947,22.72967
SPLUS-n05n54,Calibration_iDR5_3_Main,20.7091,20.0556,20.0971,21.0009,21.14,23.4894,21.4501,23.5727,21.0494,23.3286,21.62,22.7302
SPLUS-n05n55,Calibration_XPSP_GAIA3,20.69113,20.07503,20.08753,20.99273,21.14463,23.48563,21.45253,23.56763,21.04883,23.34773,21.61983,22.81203
SPLUS-n05n55,Calibration_XPSP,20.69417,20.07487,20.08737,20.99257,21.14447,23.48547,21.45237,23.56747,21.04867,23.34757,21.61967,22.81187
SPLUS-n05n55,Calibration_iDR5_3_Main,20.6891,20.073,20.0855,20.9907,21.1426,23.4836,21.4505,23.5656,21.0468,23.3457,21.6178,22.81
SPLUS-n05s01,Calibration_iDR5_3_Main,20.7937,20.1644,20.186,21.0824,21.2191,23.5156,21.4559,23.5578,21.0386,23.3164,21.589,22.751
SPLUS-n05s02,Calibration_XPSP_GAIA3,20.70723,20.11113,20.14243,21.05523,21.20313,23.51123,21.45763,23.57743,21.06103,23.32693,21.61713,22.73413
SPLUS-n05s02,Calibration_XPSP,20.707,20.1118,20.1431,21.0559,21.2038,23.5119,21.4583,23.5781,21.0617,23.3276,21.6178,22.7348
SPLUS-n05s02,Calibration_iDR5_3_Main,20.711,20.1149,20.1462,21.059,21.2069,23.515,21.4614,23.5812,21.0648,23.3307,21.6209,22.7379
SPLUS-n05s03,Calibration_iDR5_3_Main,20.8183,20.1905,20.2238,21.1169,21.2458,23.5552,21.4992,23.596,21.085,23.3545,21.6314,22.7754
SPLUS-n05s04,Calibration_XPSP_GAIA3,19.6795,19.0813,19.0705,19.9227,19.9893,22.3643,20.3259,22.5891,20.102,22.4228,20.7192,21.8629
SPLUS-n05s04,Calibration_iDR5_3_Main,19.681,19.0828,19.072,19.9242,19.9908,22.3658,20.3274,22.5906,20.1035,22.4243,20.7207,21.8644
SPLUS-n05s05,Calibration_iDR5_3_Main,20.564,19.9571,19.97,20.822,20.9318,23.2893,21.2581,23.4437,20.9493,23.241,21.5281,22.6565
SPLUS-n05s06,Calibration_XPSP_GAIA3,19.5912,18.9774,19.0036,19.8528,19.9649,22.341,20.3018,22.5445,20.0452,22.3712,20.6685,21.8138
SPLUS-n05s06,Calibration_iDR5_3_Main,19.5909,18.9771,19.0033,19.8525,19.9646,22.3407,20.3015,22.5442,20.0449,22.3709,20.6682,21.8135
SPLUS-n05s07,Calibration_XPSP_GAIA3,19.38337,18.79667,18.80157,19.67597,19.77797,22.15837,20.10657,22.40397,19.93047,22.22097,20.56867,21.62477
SPLUS-n05s07,Calibration_iDR5_3_Main,19.3845,18.7978,18.8027,19.6771,19.7791,22.1595,20.1077,22.4051,19.9316,22.2221,20.5698,21.6259
SPLUS-n05s08,Calibration_XPSP_GAIA3,19.4871,18.8794,18.9013,19.7555,19.8568,22.2438,20.2054,22.4603,19.9724,22.2821,20.6072,21.6944
SPLUS-n05s08,Calibration_iDR5_3_Main,19.4931,18.8854,18.9073,19.7615,19.8628,22.2498,20.2114,22.4663,19.9784,22.2881,20.6132,21.7004
SPLUS-n05s09,Calibration_XPSP_GAIA3,19.59463,18.98163,19.00423,19.86203,19.98643,22.37043,20.33073,22.54673,20.05053,22.36613,20.66213,21.80483
SPLUS-n05s09,Calibration_iDR5_3_Main,19.5998,18.9868,19.0094,19.8672,19.9916,22.3756,20.3359,22.5519,20.0557,22.3713,20.6673,21.81
SPLUS-n05s10,Calibration_iDR5_3_Main,20.4145,19.7877,19.7858,20.662,20.7984,23.1725,21.1442,23.3478,20.8543,23.1692,21.467,22.6134
SPLUS-n05s11,Calibration_iDR5_3_Main,20.4387,19.8194,19.7996,20.6876,20.7973,23.1699,21.1362,23.3457,20.8541,23.1646,21.4669,22.6
SPLUS-n05s43,Calibration_XPSP_GAIA3,20.72167,20.07657,19.94757,20.77637,20.79957,23.28647,21.09237,23.40227,20.97637,23.20767,21.60327,22.66727
SPLUS-n05s43,Calibration_XPSP,20.72487,20.07737,19.94837,20.77717,20.80037,23.28727,21.09317,23.40307,20.97717,23.20847,21.60407,22.66807
SPLUS-n05s43,Calibration_iDR5_3_Main,20.7228,20.0777,19.9487,20.7775,20.8007,23.2876,21.0935,23.4034,20.9775,23.2088,21.6044,22.6684
SPLUS-n05s44,Calibration_XPSP_GAIA3,20.75277,20.12427,20.12987,21.02027,21.15527,23.47777,21.43797,23.56187,21.03697,23.32237,21.60487,22.74157
SPLUS-n05s44,Calibration_XPSP,20.75337,20.12477,20.13037,21.02077,21.15577,23.47827,21.43847,23.56237,21.03747,23.32287,21.60537,22.74207
SPLUS-n05s44,Calibration_iDR5_3_Main,20.7546,20.1261,20.1317,21.0221,21.1571,23.4796,21.4398,23.5637,21.0388,23.3242,21.6067,22.7434
SPLUS-n05s45,Calibration_XPSP_GAIA3,20.92127,20.27927,20.31047,21.21047,21.35887,23.65227,21.59997,23.64987,21.11767,23.38657,21.66337,22.81447
SPLUS-n05s45,Calibration_XPSP,20.9278,20.2805,20.3117,21.2117,21.3601,23.6535,21.6012,23.6511,21.1189,23.3878,21.6646,22.8157
SPLUS-n05s45,Calibration_iDR5_3_Main,20.9241,20.2821,20.3133,21.2133,21.3617,23.6551,21.6028,23.6527,21.1205,23.3894,21.6662,22.8173
SPLUS-n06s01,Calibration_iDR5_3_Main,20.7425,20.1435,20.1857,21.0892,21.2264,23.5484,21.492,23.5961,21.0793,23.3532,21.6355,22.776
SPLUS-n06s02,Calibration_iDR5_3_Main,20.6528,20.0688,20.0871,20.9973,21.1262,23.4341,21.3871,23.5382,21.0348,23.3208,21.6131,22.7496
SPLUS-n06s03,Calibration_iDR5_3_Main,20.7713,20.1362,20.1592,21.0552,21.184,23.4889,21.435,23.5478,21.0248,23.3004,21.5813,22.713
SPLUS-n06s04,Calibration_XPSP_GAIA3,19.69213,19.09793,19.09323,19.95383,20.05633,22.41713,20.37763,22.59713,20.10283,22.40773,20.70913,21.81143
SPLUS-n06s04,Calibration_iDR5_3_Main,19.698,19.1038,19.0991,19.9597,20.0622,22.423,20.3835,22.603,20.1087,22.4136,20.715,21.8173
SPLUS-n06s05,Calibration_XPSP_GAIA3,19.7533,19.153,19.1463,20.0083,20.1102,22.4731,20.4345,22.6369,20.1434,22.4418,20.7318,21.8665
SPLUS-n06s05,Calibration_iDR5_3_Main,19.7555,19.1552,19.1485,20.0105,20.1124,22.4753,20.4367,22.6391,20.1456,22.444,20.734,21.8687
SPLUS-n06s06,Calibration_iDR5_3_Main,20.5372,19.9058,19.9424,20.7941,20.9186,23.2786,21.234,23.4381,20.94,23.2487,21.5305,22.6835
SPLUS-n06s07,Calibration_XPSP_GAIA3,19.54813,18.93473,18.94753,19.81603,19.92383,22.30543,20.26713,22.49353,19.99653,22.30563,20.61013,21.72183
SPLUS-n06s07,Calibration_iDR5_3_Main,19.5526,18.9392,18.952,19.8205,19.9283,22.3099,20.2716,22.498,20.001,22.3101,20.6146,21.7263
SPLUS-n06s08,Calibration_XPSP_GAIA3,19.43377,18.83837,18.86467,19.72317,19.83377,22.22437,20.18637,22.44737,19.96767,22.26907,20.60117,21.67017
SPLUS-n06s08,Calibration_iDR5_3_Main,19.4349,18.8395,18.8658,19.7243,19.8349,22.2255,20.1875,22.4485,19.9688,22.2702,20.6023,21.6713
SPLUS-n06s09,Calibration_XPSP_GAIA3,19.5889,18.969,18.9949,19.8412,19.9581,22.3262,20.2917,22.527,20.0376,22.3567,20.6701,21.7919
SPLUS-n06s09,Calibration_iDR5_3_Main,19.5922,18.9723,18.9982,19.8445,19.9614,22.3295,20.295,22.5303,20.0409,22.36,20.6734,21.7952
SPLUS-n06s10,Calibration_XPSP_GAIA3,19.59873,18.97523,18.99163,19.85183,19.97353,22.35393,20.30963,22.53203,20.04573,22.35343,20.66103,21.78793
SPLUS-n06s10,Calibration_iDR5_3_Main,19.6057,18.9822,18.9986,19.8588,19.9805,22.3609,20.3166,22.539,20.0527,22.3604,20.668,21.7949
SPLUS-n06s11,Calibration_iDR5_3_Main,19.6311,19.0227,19.0189,19.8884,20.0051,22.3685,20.3461,22.55,20.0571,22.3766,20.6647,21.8267
SPLUS-n06s12,Calibration_iDR5_3_Main,20.469,19.8302,19.8349,20.7044,20.8225,23.1946,21.1561,23.3611,20.8735,23.1774,21.4783,22.625
SPLUS-n06s13,Calibration_iDR5_3_Main,20.4442,19.8131,19.8245,20.688,20.7941,23.1705,21.1301,23.3521,20.8532,23.1643,21.4637,22.604
SPLUS-n06s40,Calibration_XPSP_GAIA3,20.73187,20.10477,20.10047,20.99157,21.12217,23.46347,21.42997,23.56777,21.04737,23.34477,21.61527,22.78737
SPLUS-n06s40,Calibration_XPSP,20.73663,20.10543,20.10113,20.99223,21.12283,23.46413,21.43063,23.56843,21.04803,23.34543,21.61593,22.78803
SPLUS-n06s40,Calibration_iDR5_3_Main,20.7346,20.1075,20.1032,20.9943,21.1249,23.4662,21.4327,23.5705,21.0501,23.3475,21.618,22.7901
SPLUS-n06s41,Calibration_XPSP_GAIA3,20.74113,20.10383,20.09423,21.00983,21.14163,23.45003,21.42353,23.53223,20.97563,23.31023,21.47613,22.75883
SPLUS-n06s41,Calibration_XPSP,20.74853,20.10493,20.09533,21.01093,21.14273,23.45113,21.42463,23.53333,20.97673,23.31133,21.47723,22.75993
SPLUS-n06s41,Calibration_iDR5_3_Main,20.7431,20.1058,20.0962,21.0118,21.1436,23.452,21.4255,23.5342,20.9776,23.3122,21.4781,22.7608
SPLUS-n06s42,Calibration_XPSP_GAIA3,20.79893,20.15953,20.16983,21.06653,21.20063,23.52263,21.47343,23.58403,21.06353,23.33923,21.61673,22.76743
SPLUS-n06s42,Calibration_iDR5_3_Main,20.801,20.1616,20.1719,21.0686,21.2027,23.5247,21.4755,23.5861,21.0656,23.3413,21.6188,22.7695
SPLUS-n06s43,Calibration_XPSP_GAIA3,20.78043,20.14203,20.13493,21.03793,21.17393,23.49963,21.46253,23.57683,21.05433,23.33033,21.61463,22.75123
SPLUS-n06s43,Calibration_iDR5_3_Main,20.7824,20.144,20.1369,21.0399,21.1759,23.5016,21.4645,23.5788,21.0563,23.3323,21.6166,22.7532
SPLUS-n06s44,Calibration_XPSP_GAIA3,20.7149,20.0912,20.1062,20.9849,21.1031,23.4259,21.3809,23.5404,21.0226,23.3173,21.6087,22.7268
SPLUS-n06s44,Calibration_iDR5_3_Main,20.7173,20.0936,20.1086,20.9873,21.1055,23.4283,21.3833,23.5428,21.025,23.3197,21.6111,22.7292
SPLUS-n06s45,Calibration_XPSP_GAIA3,20.7553,20.1244,20.1284,21.0195,21.1592,23.4892,21.4503,23.5849,21.0566,23.3606,21.6366,22.8128
SPLUS-n06s45,Calibration_iDR5_3_Main,20.7574,20.1265,20.1305,21.0216,21.1613,23.4913,21.4524,23.587,21.0587,23.3627,21.6387,22.8149
SPLUS-n07s01,Calibration_iDR5_3_Main,20.7003,20.1154,20.1466,21.0638,21.2,23.5079,21.4487,23.5555,21.0406,23.3112,21.5884,22.7378
SPLUS-n07s02,Calibration_XPSP_GAIA3,20.66533,20.09173,20.13623,21.04753,21.19753,23.51933,21.46473,23.57373,21.05763,23.32153,21.61153,22.73673
SPLUS-n07s02,Calibration_iDR5_3_Main,20.6692,20.0956,20.1401,21.0514,21.2014,23.5232,21.4686,23.5776,21.0615,23.3254,21.6154,22.7406
SPLUS-n07s03,Calibration_XPSP_GAIA3,20.82747,20.18817,20.21347,21.11167,21.25057,23.54547,21.48277,23.57437,21.04687,23.31987,21.59107,22.74667
SPLUS-n07s03,Calibration_iDR5_3_Main,20.8296,20.1903,20.2156,21.1138,21.2527,23.5476,21.4849,23.5765,21.049,23.322,21.5932,22.7488
SPLUS-n07s04,Calibration_XPSP_GAIA3,19.80797,19.19547,19.18247,20.04257,20.14367,22.50447,20.45897,22.66207,20.16447,22.47257,20.75327,21.91267
SPLUS-n07s04,Calibration_iDR5_3_Main,19.8111,19.1986,19.1856,20.0457,20.1468,22.5076,20.4621,22.6652,20.1676,22.4757,20.7564,21.9158
SPLUS-n07s05,Calibration_XPSP_GAIA3,19.58507,18.99277,19.00697,19.86157,19.96037,22.33457,20.29127,22.57167,20.10157,22.40107,20.71987,21.81197
SPLUS-n07s05,Calibration_XPSP,19.5893,18.9939,19.0081,19.8627,19.9615,22.3357,20.2924,22.5728,20.1027,22.4022,20.721,21.8131
SPLUS-n07s05,Calibration_iDR5_3_Main,19.5921,18.9998,19.014,19.8686,19.9674,22.3416,20.2983,22.5787,20.1086,22.4081,20.7269,21.819
SPLUS-n07s06,Calibration_iDR5_3_Main,20.5784,19.9802,19.9566,20.8237,20.918,23.2794,21.2361,23.4461,20.9476,23.2504,21.5292,22.6626
SPLUS-n07s07,Calibration_XPSP_GAIA3,19.61997,19.01047,19.01287,19.87577,19.97837,22.35707,20.32047,22.55027,20.05547,22.36007,20.67357,21.74787
SPLUS-n07s07,Calibration_iDR5_3_Main,19.6253,19.0158,19.0182,19.8811,19.9837,22.3624,20.3258,22.5556,20.0608,22.3654,20.6789,21.7532
SPLUS-n07s08,Calibration_XPSP_GAIA3,19.58597,18.97107,18.97687,19.83887,19.95447,22.32317,20.28447,22.50827,20.01327,22.33117,20.62427,21.77577
SPLUS-n07s08,Calibration_iDR5_3_Main,19.5866,18.9717,18.9775,19.8395,19.9551,22.3238,20.2851,22.5089,20.0139,22.3318,20.6249,21.7764
SPLUS-n07s09,Calibration_XPSP_GAIA3,19.5824,18.9643,18.9807,19.8266,19.9414,22.3182,20.2811,22.5008,20.009,22.3282,20.6313,21.7707
SPLUS-n07s09,Calibration_iDR5_3_Main,19.5859,18.9678,18.9842,19.8301,19.9449,22.3217,20.2846,22.5043,20.0125,22.3317,20.6348,21.7742
SPLUS-n07s10,Calibration_XPSP_GAIA3,19.53613,18.92573,18.95083,19.79763,19.91053,22.28593,20.25253,22.49583,20.00533,22.32653,20.64713,21.75643
SPLUS-n07s10,Calibration_iDR5_3_Main,19.5428,18.9324,18.9575,19.8043,19.9172,22.2926,20.2592,22.5025,20.012,22.3332,20.6538,21.7631
SPLUS-n07s11,Calibration_XPSP_GAIA3,19.63277,18.99717,19.00107,19.85897,19.97377,22.33547,20.31077,22.52477,20.04127,22.35597,20.64927,21.81927
SPLUS-n07s11,Calibration_iDR5_3_Main,19.6343,18.9987,19.0026,19.8605,19.9753,22.337,20.3123,22.5263,20.0428,22.3575,20.6508,21.8208
SPLUS-n07s12,Calibration_XPSP_GAIA3,19.53823,18.95753,18.96933,19.81643,19.93393,22.32633,20.27893,22.51693,20.02313,22.34333,20.65803,21.76903
SPLUS-n07s12,Calibration_iDR5_3_Main,19.5386,18.9579,18.9697,19.8168,19.9343,22.3267,20.2793,22.5173,20.0235,22.3437,20.6584,21.7694
SPLUS-n07s13,Calibration_iDR5_3_Main,19.6283,18.9864,18.9982,19.8463,19.9624,22.3321,20.302,22.5041,20.0093,22.324,20.6276,21.7742
SPLUS-n07s14,Calibration_iDR5_3_Main,20.4784,19.8308,19.8437,20.716,20.8348,23.1986,21.171,23.3653,20.8635,23.1848,21.4631,22.6527
SPLUS-n07s22,Calibration_XPSP_GAIA3,19.5467,18.9239,18.8909,19.7635,19.8854,22.2784,20.2614,22.4987,20.0036,22.3352,20.6371,21.772
SPLUS-n07s22,Calibration_iDR5_3_Main,19.5486,18.9258,18.8928,19.7654,19.8873,22.2803,20.2633,22.5006,20.0055,22.3371,20.639,21.7739
SPLUS-n07s38,Calibration_XPSP_GAIA3,20.791,20.1587,20.1455,21.0241,21.1402,23.472,21.4267,23.5806,21.0632,23.366,21.6287,22.8141
SPLUS-n07s38,Calibration_iDR5_3_Main,20.7946,20.1623,20.1491,21.0277,21.1438,23.4756,21.4303,23.5842,21.0668,23.3696,21.6323,22.8177
SPLUS-n07s39,Calibration_XPSP_GAIA3,20.80633,20.17973,20.18063,21.07763,21.20663,23.53153,21.47983,23.59553,21.07313,23.35893,21.62423,22.81223
SPLUS-n07s39,Calibration_iDR5_3_Main,20.8087,20.1821,20.183,21.08,21.209,23.5339,21.4822,23.5979,21.0755,23.3613,21.6266,22.8146
SPLUS-n07s40,Calibration_XPSP_GAIA3,20.74353,20.15043,20.17833,21.08963,21.23483,23.54643,21.49413,23.59583,21.07293,23.34183,21.62023,22.77583
SPLUS-n07s40,Calibration_iDR5_3_Main,20.7458,20.1527,20.1806,21.0919,21.2371,23.5487,21.4964,23.5981,21.0752,23.3441,21.6225,22.7781
SPLUS-n07s41,Calibration_XPSP_GAIA3,20.82877,20.18017,20.19807,21.08437,21.22157,23.54377,21.49217,23.60687,21.07727,23.36287,21.63667,22.79497
SPLUS-n07s41,Calibration_iDR5_3_Main,20.8317,20.1831,20.201,21.0873,21.2245,23.5467,21.4951,23.6098,21.0802,23.3658,21.6396,22.7979
SPLUS-n07s42,Calibration_XPSP_GAIA3,20.84017,20.19717,20.21217,21.11077,21.24807,23.56147,21.50507,23.61577,21.09037,23.36287,21.64407,22.79347
SPLUS-n07s42,Calibration_iDR5_3_Main,20.8431,20.2001,20.2151,21.1137,21.251,23.5644,21.508,23.6187,21.0933,23.3658,21.647,22.7964
SPLUS-n07s43,Calibration_iDR5_3_Main,20.8259,20.1834,20.1874,21.0841,21.2066,23.5273,21.4794,23.6016,21.0773,23.3603,21.6383,22.7896
SPLUS-n07s44,Calibration_XPSP_GAIA3,20.58277,19.96167,19.96567,20.83717,20.94177,23.25377,21.20487,23.43407,20.92477,23.25537,21.54817,22.67437
SPLUS-n07s44,Calibration_iDR5_3_Main,20.5852,19.9641,19.9681,20.8396,20.9442,23.2562,21.2073,23.4365,20.9272,23.2578,21.5506,22.6768
SPLUS-n07s55,Calibration_iDR5_3_Main,20.7167,20.1496,20.2841,21.2568,21.4432,23.6421,21.5485,23.5369,20.9945,23.2554,21.5468,22.6799
SPLUS-n08s01,Calibration_iDR5_3_Main,20.6078,20.039,20.0822,20.9892,21.1218,23.4489,21.3942,23.5305,21.0057,23.3033,21.6035,22.7051
SPLUS-n08s02,Calibration_iDR5_3_Main,20.7876,20.1621,20.178,21.0814,21.2132,23.5105,21.452,23.5559,21.0363,23.3048,21.5862,22.7224
SPLUS-n08s03,Calibration_XPSP_GAIA3,20.4536,20.021,20.1393,21.0098,21.1214,23.4112,21.3591,23.5247,21.0239,23.3032,21.6044,22.7045
SPLUS-n08s03,Calibration_iDR5_3_Main,20.4547,20.0221,20.1404,21.0109,21.1225,23.4123,21.3602,23.5258,21.025,23.3043,21.6055,22.7056
SPLUS-n08s04,Calibration_XPSP_GAIA3,19.7574,19.1634,19.1697,20.0325,20.1386,22.4972,20.4486,22.6552,20.155,22.4642,20.7438,21.9111
SPLUS-n08s04,Calibration_iDR5_3_Main,19.7629,19.1689,19.1752,20.038,20.1441,22.5027,20.4541,22.6607,20.1605,22.4697,20.7493,21.9166
