FIELD,CALIB,ZP_U,ZP_F378,ZP_F395,ZP_F410,ZP_F430,ZP_G,ZP_F515,ZP_R,ZP_F660,ZP_I,ZP_F861,ZP_Z
SPLUS-n08s05,Calibration_XPSP_GAIA3,19.65813,19.06263,19.08013,19.93473,20.03213,22.39703,20.35683,22.58643,20.08963,22.39163,20.70373,21.78853
SPLUS-n08s05,Calibration_XPSP,19.66043,19.06303,19.08053,19.93513,20.03253,22.39743,20.35723,22.58683,20.09003,22.39203,20.70413,21.78893
SPLUS-n08s05,Calibration_iDR5_3_Main,19.6638,19.0683,19.0858,19.9404,20.0378,22.4027,20.3625,22.5921,20.0953,22.3973,20.7094,21.7942
SPLUS-n08s06,Calibration_iDR5_3_Main,20.5661,19.9846,19.973,20.827,20.9076,23.2752,21.23,23.4472,20.9556,23.2573,21.5377,22.6779
SPLUS-n08s07,Calibration_iDR5_3_Main,20.5886,19.9703,19.9702,20.8323,20.9489,23.311,21.2667,23.4569,20.9642,23.2538,21.5345,22.6732
SPLUS-n08s08,Calibration_XPSP_GAIA3,19.62137,19.02037,19.03257,19.90427,20.02087,22.39977,20.36217,22.58197,20.09087,22.40467,20.69287,21.84037
SPLUS-n08s08,Calibration_iDR5_3_Main,19.6245,19.0235,19.0357,19.9074,20.024,22.4029,20.3653,22.5851,20.094,22.4078,20.696,21.8435
SPLUS-n08s09,Calibration_XPSP_GAIA3,19.64547,19.00657,19.01027,19.86077,19.96877,22.34637,20.30927,22.53267,20.03247,22.34707,20.64657,21.79367
SPLUS-n08s09,Calibration_iDR5_3_Main,19.6563,19.0174,19.0211,19.8716,19.9796,22.3572,20.3201,22.5435,20.0433,22.3579,20.6574,21.8045
SPLUS-n08s10,Calibration_XPSP_GAIA3,19.5852,18.9517,18.9411,19.7954,19.907,22.2952,20.2703,22.5073,20.0127,22.3387,20.6453,21.7963
SPLUS-n08s10,Calibration_iDR5_3_Main,19.5885,18.955,18.9444,19.7987,19.9103,22.2985,20.2736,22.5106,20.016,22.342,20.6486,21.7996
SPLUS-n08s11,Calibration_XPSP_GAIA3,19.59503,18.97323,18.96613,19.80073,19.88433,22.27163,20.22343,22.50663,20.01913,22.35243,20.64773,21.81143
SPLUS-n08s11,Calibration_iDR5_3_Main,19.5961,18.9743,18.9672,19.8018,19.8854,22.2727,20.2245,22.5077,20.0202,22.3535,20.6488,21.8125
SPLUS-n08s12,Calibration_XPSP_GAIA3,19.639,18.996,19.0191,19.8539,19.9544,22.3417,20.3024,22.54,20.0482,22.3608,20.6691,21.7907
SPLUS-n08s12,Calibration_iDR5_3_Main,19.6424,18.9994,19.0225,19.8573,19.9578,22.3451,20.3058,22.5434,20.0516,22.3642,20.6725,21.7941
SPLUS-n08s13,Calibration_XPSP_GAIA3,19.66177,19.02157,19.04187,19.89727,19.99067,22.36487,20.32627,22.55687,20.05447,22.37777,20.67447,21.82857
SPLUS-n08s13,Calibration_iDR5_3_Main,19.6579,19.0177,19.038,19.8934,19.9868,22.361,20.3224,22.553,20.0506,22.3739,20.6706,21.8247
SPLUS-n08s14,Calibration_iDR5_3_Main,19.6744,19.0387,19.0251,19.8806,19.9816,22.3533,20.3171,22.5395,20.0426,22.3666,20.6591,21.8184
SPLUS-n08s15,Calibration_XPSP_GAIA3,19.59937,18.97527,18.98337,19.83677,19.93527,22.31327,20.27337,22.53077,20.03427,22.36857,20.65987,21.84317
SPLUS-n08s15,Calibration_iDR5_3_Main,19.6054,18.9813,18.9894,19.8428,19.9413,22.3193,20.2794,22.5368,20.0403,22.3746,20.6659,21.8492
SPLUS-n08s16,Calibration_XPSP_GAIA3,19.58773,18.96443,18.93993,19.76933,19.86433,22.23253,20.21313,22.48743,19.97833,22.33653,20.64403,21.79223
SPLUS-n08s16,Calibration_iDR5_3_Main,19.5898,18.9665,18.942,19.7714,19.8664,22.2346,20.2152,22.4895,19.9804,22.3386,20.6461,21.7943
SPLUS-n08s37,Calibration_XPSP_GAIA3,20.82107,20.18907,20.17187,21.05957,21.18517,23.50887,21.46477,23.58527,21.06757,23.35187,21.62837,22.79347
SPLUS-n08s37,Calibration_XPSP,20.83137,20.18987,20.17267,21.06037,21.18597,23.50967,21.46557,23.58607,21.06837,23.35267,21.62917,22.79427
SPLUS-n08s37,Calibration_iDR5_3_Main,20.8243,20.1923,20.1751,21.0628,21.1884,23.5121,21.468,23.5885,21.0708,23.3551,21.6316,22.7967
SPLUS-n08s38,Calibration_iDR5_3_Main,20.3568,19.7152,19.6999,20.5854,20.7042,23.0468,20.9943,23.1559,20.6236,22.9435,21.0363,22.4004
SPLUS-n08s39,Calibration_XPSP_GAIA3,20.82613,20.19463,20.18643,21.09273,21.20553,23.52013,21.47053,23.58763,21.05973,23.34473,21.61693,22.77813
SPLUS-n08s39,Calibration_XPSP,20.83273,20.19543,20.18723,21.09353,21.20633,23.52093,21.47133,23.58843,21.06053,23.34553,21.61773,22.77893
SPLUS-n08s39,Calibration_iDR5_3_Main,20.8295,20.198,20.1898,21.0961,21.2089,23.5235,21.4739,23.591,21.0631,23.3481,21.6203,22.7815
SPLUS-n08s40,Calibration_XPSP_GAIA3,20.73597,20.10857,20.11617,21.02017,21.15187,23.49037,21.44887,23.57777,21.05827,23.35317,21.63167,22.79847
SPLUS-n08s40,Calibration_XPSP,20.73953,20.10843,20.11603,21.02003,21.15173,23.49023,21.44873,23.57763,21.05813,23.35303,21.63153,22.79833
SPLUS-n08s40,Calibration_iDR5_3_Main,20.7387,20.1113,20.1189,21.0229,21.1546,23.4931,21.4516,23.5805,21.061,23.3559,21.6344,22.8012
SPLUS-n08s41,Calibration_XPSP_GAIA3,20.63693,20.01413,20.03123,20.92543,21.06673,23.41183,21.37593,23.50783,20.97443,23.26733,21.61763,22.66593
SPLUS-n08s41,Calibration_XPSP,20.64433,20.01443,20.03153,20.92573,21.06703,23.41213,21.37623,23.50813,20.97473,23.26763,21.61793,22.66623
SPLUS-n08s41,Calibration_iDR5_3_Main,20.64,20.0172,20.0343,20.9285,21.0698,23.4149,21.379,23.5109,20.9775,23.2704,21.6207,22.669
SPLUS-n08s42,Calibration_XPSP_GAIA3,20.81287,20.17257,20.17877,21.08257,21.21837,23.52047,21.46967,23.57537,21.04737,23.32687,21.60297,22.74327
SPLUS-n08s42,Calibration_XPSP,20.82057,20.17307,20.17927,21.08307,21.21887,23.52097,21.47017,23.57587,21.04787,23.32737,21.60347,22.74377
SPLUS-n08s42,Calibration_iDR5_3_Main,20.8166,20.1763,20.1825,21.0863,21.2221,23.5242,21.4734,23.5791,21.0511,23.3306,21.6067,22.747
SPLUS-n08s43,Calibration_iDR5_3_Main,20.6848,20.0434,20.0635,20.9256,21.3175,23.6016,21.5546,23.601,21.0721,23.3431,21.6206,22.7639
SPLUS-n08s53,Calibration_iDR5_3_Main,20.6949,20.129,20.2573,21.2364,21.4254,23.6387,21.5533,23.5436,21.0007,23.2731,21.5505,22.7241
SPLUS-n09s01,Calibration_iDR5_3_Main,20.6448,20.0509,20.0588,20.951,21.0718,23.4241,21.3758,23.5259,21.0204,23.2995,21.597,22.7133
SPLUS-n09s02,Calibration_iDR5_3_Main,20.6121,20.0112,20.0244,20.9082,21.0413,23.3894,21.3471,23.498,20.9897,23.2767,21.5655,22.6957
SPLUS-n09s03,Calibration_iDR5_3_Main,20.6261,20.0163,20.0582,20.9318,21.0787,23.4166,21.3667,23.5114,21.0006,23.2857,21.5737,22.722
SPLUS-n09s04,Calibration_XPSP_GAIA3,19.6892,19.1049,19.0992,19.9676,20.0819,22.4458,20.4097,22.6062,20.113,22.3933,20.6979,21.7913
SPLUS-n09s04,Calibration_iDR5_3_Main,19.6923,19.108,19.1023,19.9707,20.085,22.4489,20.4128,22.6093,20.1161,22.3964,20.701,21.7944
SPLUS-n09s05,Calibration_XPSP_GAIA3,19.73953,19.15853,19.15773,20.02293,20.13213,22.48703,20.44133,22.65073,20.15303,22.46013,20.74163,21.89953
SPLUS-n09s05,Calibration_iDR5_3_Main,19.7452,19.1642,19.1634,20.0286,20.1378,22.4927,20.447,22.6564,20.1587,22.4658,20.7473,21.9052
SPLUS-n09s06,Calibration_XPSP_GAIA3,19.7305,19.1429,19.1527,20.0037,20.1004,22.4674,20.4164,22.6331,20.1363,22.4479,20.7356,21.8767
SPLUS-n09s06,Calibration_iDR5_3_Main,19.7367,19.1491,19.1589,20.0099,20.1066,22.4736,20.4226,22.6393,20.1425,22.4541,20.7418,21.8829
SPLUS-n09s07,Calibration_XPSP_GAIA3,19.6863,19.0845,19.0828,19.9472,20.0417,22.4119,20.3724,22.6069,20.1149,22.4249,20.7157,21.8335
SPLUS-n09s07,Calibration_XPSP,19.6858,19.0852,19.0835,19.9479,20.0424,22.4126,20.3731,22.6076,20.1156,22.4256,20.7164,21.8342
SPLUS-n09s07,Calibration_iDR5_3_Main,19.6905,19.0887,19.087,19.9514,20.0459,22.4161,20.3766,22.6111,20.1191,22.4291,20.7199,21.8377
SPLUS-n09s08,Calibration_iDR5_3_Main,20.5615,19.9447,19.9875,20.8154,20.9131,23.31,21.2729,23.4551,20.9639,23.2571,21.5304,22.684
SPLUS-n09s09,Calibration_XPSP_GAIA3,19.82547,19.19577,19.17337,20.02637,20.11857,22.47817,20.44127,22.63717,20.13797,22.44037,20.71237,21.86327
SPLUS-n09s09,Calibration_iDR5_3_Main,19.8304,19.2007,19.1783,20.0313,20.1235,22.4831,20.4462,22.6421,20.1429,22.4453,20.7173,21.8682
SPLUS-n09s10,Calibration_XPSP_GAIA3,19.678,19.055,19.0687,19.9235,20.0363,22.4105,20.3678,22.586,20.09,22.4004,20.6943,21.8368
SPLUS-n09s10,Calibration_iDR5_3_Main,19.6844,19.0614,19.0751,19.9299,20.0427,22.4169,20.3742,22.5924,20.0964,22.4068,20.7007,21.8432
SPLUS-n09s11,Calibration_XPSP_GAIA3,19.71483,19.06873,19.06323,19.94113,20.03293,22.40573,20.36323,22.58593,20.08403,22.40343,20.69653,21.85353
SPLUS-n09s11,Calibration_iDR5_3_Main,19.7159,19.0698,19.0643,19.9422,20.034,22.4068,20.3643,22.587,20.0851,22.4045,20.6976,21.8546
SPLUS-n09s12,Calibration_XPSP_GAIA3,19.67217,19.03697,19.03397,19.88127,19.96537,22.31627,20.29957,22.52907,19.98727,22.35687,20.64147,21.78937
SPLUS-n09s12,Calibration_iDR5_3_Main,19.6722,19.037,19.034,19.8813,19.9654,22.3163,20.2996,22.5291,19.9873,22.3569,20.6415,21.7894
SPLUS-n09s13,Calibration_XPSP_GAIA3,19.54207,18.92417,18.90647,19.74557,19.81297,22.19147,20.14617,22.46647,19.99607,22.32417,20.64167,21.75087
SPLUS-n09s13,Calibration_iDR5_3_Main,19.5408,18.9229,18.9052,19.7443,19.8117,22.1902,20.1449,22.4652,19.9948,22.3229,20.6404,21.7496
SPLUS-n09s14,Calibration_XPSP_GAIA3,19.66677,19.05017,19.03537,19.89917,20.01177,22.37637,20.34067,22.55667,20.05047,22.36657,20.67157,21.77567
SPLUS-n09s14,Calibration_iDR5_3_Main,19.675,19.0584,19.0436,19.9074,20.02,22.3846,20.3489,22.5649,20.0587,22.3748,20.6798,21.7839
SPLUS-n09s15,Calibration_XPSP_GAIA3,19.70047,19.05327,19.05397,19.91077,20.01757,22.38257,20.34557,22.56467,20.06697,22.37257,20.68197,21.79737
SPLUS-n09s15,Calibration_iDR5_3_Main,19.7042,19.057,19.0577,19.9145,20.0213,22.3863,20.3493,22.5684,20.0707,22.3763,20.6857,21.8011
SPLUS-n09s16,Calibration_XPSP_GAIA3,19.69453,19.05483,19.03833,19.91653,20.01283,22.38153,20.34293,22.56903,20.06743,22.38793,20.68913,21.81463
SPLUS-n09s16,Calibration_iDR5_3_Main,19.6983,19.0586,19.0421,19.9203,20.0166,22.3853,20.3467,22.5728,20.0712,22.3917,20.6929,21.8184
SPLUS-n09s17,Calibration_iDR5_3_Main,20.4688,19.8477,19.8411,20.7016,20.8189,23.1812,21.1441,23.3597,20.8615,23.1792,21.4692,22.6301
SPLUS-n09s18,Calibration_iDR5_3_Main,20.4192,19.8088,19.8119,20.6986,20.8109,23.1727,21.1364,23.3526,20.8606,23.1752,21.4711,22.6279
SPLUS-n09s20,Calibration_XPSP_GAIA3,19.66097,19.03397,19.01207,19.87197,19.97057,22.34827,20.31587,22.54337,20.04457,22.36437,20.66137,21.80487
SPLUS-n09s20,Calibration_iDR5_3_Main,19.6633,19.0363,19.0144,19.8743,19.9729,22.3506,20.3182,22.5457,20.0469,22.3667,20.6637,21.8072
SPLUS-n09s36,Calibration_iDR5_3_Main,20.7867,20.1586,20.1503,21.0433,21.1739,23.4986,21.4547,23.5807,21.0607,23.3516,21.6291,22.7903
SPLUS-n09s37,Calibration_XPSP_GAIA3,20.84107,20.19737,20.21537,21.09607,21.22707,23.54617,21.49467,23.61067,21.08787,23.37817,21.64697,22.84107
SPLUS-n09s37,Calibration_XPSP,20.84447,20.19767,20.21567,21.09637,21.22737,23.54647,21.49497,23.61097,21.08817,23.37847,21.64727,22.84137
SPLUS-n09s37,Calibration_iDR5_3_Main,20.8423,20.1986,20.2166,21.0973,21.2283,23.5474,21.4959,23.6119,21.0891,23.3794,21.6482,22.8423
SPLUS-n09s38,Calibration_XPSP_GAIA3,20.81083,20.19573,20.18743,21.08603,21.20383,23.44193,21.39003,23.58503,21.02553,23.31523,21.52383,22.75623
SPLUS-n09s38,Calibration_XPSP,20.82043,20.19593,20.18763,21.08623,21.20403,23.44213,21.39023,23.58523,21.02573,23.31543,21.52403,22.75643
SPLUS-n09s38,Calibration_iDR5_3_Main,20.8142,20.1991,20.1908,21.0894,21.2072,23.4453,21.3934,23.5884,21.0289,23.3186,21.5272,22.7596
SPLUS-n09s39,Calibration_iDR5_3_Main,20.8386,20.198,20.1908,21.0846,21.2185,23.5325,21.4852,23.5932,21.0679,23.3453,21.626,22.772
SPLUS-n09s40,Calibration_XPSP_GAIA3,20.82587,20.18447,20.17797,21.08527,21.21337,23.53477,21.48177,23.60227,21.07657,23.36567,21.63957,22.80237
SPLUS-n09s40,Calibration_XPSP,20.83027,20.18507,20.17857,21.08587,21.21397,23.53537,21.48237,23.60287,21.07717,23.36627,21.64017,22.80297
SPLUS-n09s40,Calibration_iDR5_3_Main,20.8289,20.1875,20.181,21.0883,21.2164,23.5378,21.4848,23.6053,21.0796,23.3687,21.6426,22.8054
SPLUS-n09s41,Calibration_XPSP_GAIA3,20.79177,20.15867,20.17837,21.06277,21.18797,23.49087,21.43717,23.56237,21.03887,23.31537,21.59537,22.72917
SPLUS-n09s41,Calibration_XPSP,20.79457,20.15867,20.17837,21.06277,21.18797,23.49087,21.43717,23.56237,21.03887,23.31537,21.59537,22.72917
SPLUS-n09s41,Calibration_iDR5_3_Main,20.795,20.1619,20.1816,21.066,21.1912,23.4941,21.4404,23.5656,21.0421,23.3186,21.5986,22.7324
SPLUS-n09s42,Calibration_XPSP_GAIA3,20.78813,20.15573,20.16073,21.04973,21.17773,23.49353,21.44333,23.55453,21.03113,23.29833,21.59323,22.69893
SPLUS-n09s42,Calibration_XPSP,20.79243,20.15623,20.16123,21.05023,21.17823,23.49403,21.44383,23.55503,21.03163,23.29883,21.59373,22.69943
SPLUS-n09s42,Calibration_iDR5_3_Main,20.7919,20.1595,20.1645,21.0535,21.1815,23.4973,21.4471,23.5583,21.0349,23.3021,21.597,22.7027
SPLUS-n09s43,Calibration_XPSP_GAIA3,20.82157,20.19687,20.23737,21.11947,21.27167,23.55647,21.50517,23.55817,21.02707,23.29647,21.58817,22.68697
SPLUS-n09s43,Calibration_XPSP,20.83023,20.19713,20.23763,21.11973,21.27193,23.55673,21.50543,23.55843,21.02733,23.29673,21.58843,22.68723
SPLUS-n09s43,Calibration_iDR5_3_Main,20.8272,20.2025,20.243,21.1251,21.2773,23.5621,21.5108,23.5638,21.0327,23.3021,21.5938,22.6926
SPLUS-n09s44,Calibration_XPSP_GAIA3,20.8266,20.1965,20.2351,21.1528,21.3114,23.6159,21.5599,23.6173,21.0931,23.3661,21.6528,22.7881
SPLUS-n09s44,Calibration_XPSP,20.83207,20.19717,20.23577,21.15347,21.31207,23.61657,21.56057,23.61797,21.09377,23.36677,21.65347,22.78877
SPLUS-n09s44,Calibration_iDR5_3_Main,20.8302,20.2001,20.2387,21.1564,21.315,23.6195,21.5635,23.6209,21.0967,23.3697,21.6564,22.7917
SPLUS-n09s53,Calibration_iDR5_3_Main,20.6998,20.1189,20.2505,21.237,21.4233,23.6345,21.5491,23.5391,20.9992,23.2674,21.5533,22.708
SPLUS-n09s54,Calibration_iDR5_3_Main,20.7147,20.1451,20.2768,21.2646,21.445,23.6502,21.5602,23.551,21.0116,23.2817,21.5605,22.7352
SPLUS-n09s55,Calibration_iDR5_3_Main,20.3791,19.7607,19.7449,20.5934,20.6818,23.0776,21.0587,23.3096,20.8188,23.1529,21.4682,22.575
SPLUS-n10s01,Calibration_iDR5_3_Main,20.6132,20.0205,20.0377,20.9225,21.0455,23.3958,21.3541,23.5057,20.9957,23.2801,21.5793,22.6925
SPLUS-n10s02,Calibration_iDR5_3_Main,20.5851,19.9866,20.0143,20.905,21.0359,23.379,21.3331,23.4847,20.9797,23.2696,21.566,22.685
SPLUS-n10s03,Calibration_iDR5_3_Main,20.6129,19.9947,20.0482,20.9343,21.0725,23.4097,21.3611,23.5024,20.9944,23.2809,21.5711,22.7131
SPLUS-n10s04,Calibration_XPSP_GAIA3,19.7048,19.1089,19.0951,19.9793,20.0842,22.4556,20.4122,22.617,20.1208,22.4164,20.7107,21.8292
SPLUS-n10s04,Calibration_iDR5_3_Main,19.7086,19.1127,19.0989,19.9831,20.088,22.4594,20.416,22.6208,20.1246,22.4202,20.7145,21.833
SPLUS-n10s05,Calibration_XPSP_GAIA3,19.68403,19.11123,19.09923,19.95243,20.05013,22.41023,20.36893,22.60213,20.08743,22.41533,20.71743,21.82093
SPLUS-n10s05,Calibration_iDR5_3_Main,19.6875,19.1147,19.1027,19.9559,20.0536,22.4137,20.3724,22.6056,20.0909,22.4188,20.7209,21.8244
SPLUS-n10s06,Calibration_XPSP_GAIA3,19.65553,19.05463,19.06393,19.93523,20.02823,22.41683,20.37213,22.60613,20.12213,22.42583,20.72383,21.85303
SPLUS-n10s06,Calibration_iDR5_3_Main,19.6602,19.0593,19.0686,19.9399,20.0329,22.4215,20.3768,22.6108,20.1268,22.4305,20.7285,21.8577
SPLUS-n10s07,Calibration_XPSP_GAIA3,19.55807,18.97537,18.96697,19.82357,19.91517,22.29777,20.24277,22.54107,20.07577,22.36877,20.70047,21.76487
SPLUS-n10s07,Calibration_iDR5_3_Main,19.5609,18.9782,18.9698,19.8264,19.918,22.3006,20.2456,22.5439,20.0786,22.3716,20.7033,21.7677
SPLUS-n10s08,Calibration_iDR5_3_Main,20.5734,19.9784,19.9712,20.8292,20.9376,23.2941,21.2517,23.4541,20.9585,23.2571,21.53,22.6794
SPLUS-n10s09,Calibration_iDR5_3_Main,20.5647,19.951,19.9656,20.8356,20.9464,23.294,21.2541,23.4524,20.9539,23.2425,21.5267,22.661
SPLUS-n10s10,Calibration_XPSP_GAIA3,19.62047,19.02577,19.03257,19.90607,20.01217,22.39997,20.35637,22.57907,20.08267,22.40107,20.69727,21.84937
SPLUS-n10s10,Calibration_iDR5_3_Main,19.6223,19.0276,19.0344,19.9079,20.014,22.4018,20.3582,22.5809,20.0845,22.4029,20.6991,21.8512
SPLUS-n10s11,Calibration_XPSP_GAIA3,19.7088,19.0961,19.0939,19.9289,20.0422,22.4007,20.3663,22.5807,20.0847,22.4017,20.6997,21.847
SPLUS-n10s11,Calibration_iDR5_3_Main,19.7065,19.0938,19.0916,19.9266,20.0399,22.3984,20.364,22.5784,20.0824,22.3994,20.6974,21.8447
SPLUS-n10s12,Calibration_XPSP_GAIA3,19.69303,19.05893,19.05263,19.91143,20.00343,22.36643,20.33023,22.56063,20.05633,22.37373,20.67633,21.80353
SPLUS-n10s12,Calibration_iDR5_3_Main,19.6961,19.062,19.0557,19.9145,20.0065,22.3695,20.3333,22.5637,20.0594,22.3768,20.6794,21.8066
SPLUS-n10s13,Calibration_XPSP_GAIA3,19.824,19.1751,19.1976,20.0286,20.1383,22.4874,20.4468,22.6241,20.1219,22.4209,20.7074,21.8344
SPLUS-n10s13,Calibration_iDR5_3_Main,19.8296,19.1807,19.2032,20.0342,20.1439,22.493,20.4524,22.6297,20.1275,22.4265,20.713,21.84
SPLUS-n10s14,Calibration_XPSP_GAIA3,19.674,19.0596,19.0599,19.9135,20.0062,22.3881,20.3398,22.5702,20.0723,22.3871,20.6832,21.8143
SPLUS-n10s14,Calibration_iDR5_3_Main,19.6819,19.0675,19.0678,19.9214,20.0141,22.396,20.3477,22.5781,20.0802,22.395,20.6911,21.8222
SPLUS-n10s15,Calibration_XPSP_GAIA3,19.71857,19.07717,19.07417,19.93107,20.03657,22.40447,20.35997,22.58687,20.08517,22.40377,20.69857,21.84507
SPLUS-n10s15,Calibration_iDR5_3_Main,19.7245,19.0831,19.0801,19.937,20.0425,22.4104,20.3659,22.5928,20.0911,22.4097,20.7045,21.851
SPLUS-n10s16,Calibration_XPSP_GAIA3,19.71693,19.07913,19.07453,19.93183,20.04133,22.40983,20.37043,22.58223,20.07823,22.39633,20.69023,21.83663
SPLUS-n10s16,Calibration_iDR5_3_Main,19.7203,19.0825,19.0779,19.9352,20.0447,22.4132,20.3738,22.5856,20.0816,22.3997,20.6936,21.84
SPLUS-n10s17,Calibration_iDR5_3_Main,20.6439,20.0627,20.0898,21.0018,21.1231,23.4427,21.3904,23.5371,21.0215,23.3104,21.6018,22.7181
SPLUS-n10s18,Calibration_XPSP_GAIA3,19.69917,19.06227,19.04587,19.89707,20.00627,22.37577,20.34097,22.55037,20.05367,22.36857,20.66687,21.80467
SPLUS-n10s18,Calibration_iDR5_3_Main,19.6999,19.063,19.0466,19.8978,20.007,22.3765,20.3417,22.5511,20.0544,22.3693,20.6676,21.8054
SPLUS-n10s25,Calibration_XPSP_GAIA3,20.5248,19.8895,19.8673,20.7285,20.8219,23.1923,21.1531,23.3731,20.8691,23.1938,21.4846,22.6387
SPLUS-n10s25,Calibration_iDR5_3_Main,20.5287,19.8934,19.8712,20.7324,20.8258,23.1962,21.157,23.377,20.873,23.1977,21.4885,22.6426
SPLUS-n10s26,Calibration_XPSP_GAIA3,20.5405,19.9062,19.8854,20.7373,20.8312,23.1291,21.0476,23.3076,19.7665,23.2007,19.2999,22.641
SPLUS-n10s26,Calibration_iDR5_3_Main,20.5434,19.9091,19.8883,20.7402,20.8341,23.132,21.0505,23.3105,19.7694,23.2036,19.3028,22.6439
SPLUS-n10s29,Calibration_XPSP_GAIA3,20.6931,20.1016,20.2176,21.1692,21.3431,23.5703,21.4734,23.4883,20.9677,23.2164,21.5055,22.6154
SPLUS-n10s29,Calibration_iDR5_3_Main,20.697,20.1055,20.2215,21.1731,21.347,23.5742,21.4773,23.4922,20.9716,23.2203,21.5094,22.6193
SPLUS-n10s30,Calibration_XPSP_GAIA3,20.69747,20.10067,20.22087,21.17697,21.36547,23.58397,21.49797,23.50797,20.98157,23.24627,21.51987,22.65767
SPLUS-n10s30,Calibration_iDR5_3_Main,20.7033,20.1065,20.2267,21.1828,21.3713,23.5898,21.5038,23.5138,20.9874,23.2521,21.5257,22.6635
SPLUS-n10s31,Calibration_XPSP_GAIA3,20.6055,20.0444,20.1628,21.1215,21.3221,23.557,21.46,23.4865,20.9733,23.2138,21.5224,22.6438
SPLUS-n10s31,Calibration_iDR5_3_Main,20.6078,20.0467,20.1651,21.1238,21.3244,23.5593,21.4623,23.4888,20.9756,23.2161,21.5247,22.6461
SPLUS-n10s32,Calibration_XPSP_GAIA3,20.6833,20.0922,20.1835,21.1363,21.3086,23.5441,21.4495,23.472,20.9508,23.2039,21.4982,22.6105
SPLUS-n10s32,Calibration_iDR5_3_Main,20.6868,20.0957,20.187,21.1398,21.3121,23.5476,21.453,23.4755,20.9543,23.2074,21.5017,22.614
SPLUS-n10s33,Calibration_XPSP_GAIA3,20.68783,20.09093,20.20553,21.17033,21.34213,23.56143,21.47253,23.48953,20.97113,23.21923,21.50783,22.63093
SPLUS-n10s33,Calibration_iDR5_3_Main,20.6885,20.0916,20.2062,21.171,21.3428,23.5621,21.4732,23.4902,20.9718,23.2199,21.5085,22.6316
SPLUS-n10s34,Calibration_XPSP_GAIA3,20.81417,20.17907,20.19427,21.09407,21.22567,23.54517,21.49287,23.59527,21.07147,23.36057,21.62907,22.81667
SPLUS-n10s34,Calibration_XPSP,20.81453,20.17983,20.19503,21.09483,21.22643,23.54593,21.49363,23.59603,21.07223,23.36133,21.62983,22.81743
SPLUS-n10s34,Calibration_iDR5_3_Main,20.817,20.1819,20.1971,21.0969,21.2285,23.548,21.4957,23.5981,21.0743,23.3634,21.6319,22.8195
SPLUS-n10s35,Calibration_XPSP_GAIA3,20.82503,20.18813,20.19053,21.08043,21.20873,23.52313,21.47843,23.59123,21.06563,23.35333,21.62113,22.79493
SPLUS-n10s35,Calibration_XPSP,20.83693,20.18803,20.19043,21.08033,21.20863,23.52303,21.47833,23.59113,21.06553,23.35323,21.62103,22.79483
SPLUS-n10s35,Calibration_iDR5_3_Main,20.827,20.1901,20.1925,21.0824,21.2107,23.5251,21.4804,23.5932,21.0676,23.3553,21.6231,22.7969
SPLUS-n10s36,Calibration_XPSP_GAIA3,20.7456,19.9974,20.1592,20.999,21.1915,23.5342,21.472,23.5852,21.0247,23.3365,21.4156,22.7555
SPLUS-n10s36,Calibration_XPSP,20.75757,19.99827,20.16007,20.99987,21.19237,23.53507,21.47287,23.58607,21.02557,23.33737,21.41647,22.75637
SPLUS-n10s36,Calibration_iDR5_3_Main,20.7479,19.9997,20.1615,21.0013,21.1938,23.5365,21.4743,23.5875,21.027,23.3388,21.4179,22.7578
SPLUS-n10s37,Calibration_XPSP_GAIA3,20.69063,20.05903,20.07783,20.99243,21.14453,23.47623,21.43743,23.53373,20.96383,23.29093,21.50113,22.70323
SPLUS-n10s37,Calibration_XPSP,20.6929,20.0609,20.0797,20.9943,21.1464,23.4781,21.4393,23.5356,20.9657,23.2928,21.503,22.7051
SPLUS-n10s37,Calibration_iDR5_3_Main,20.6926,20.061,20.0798,20.9944,21.1465,23.4782,21.4394,23.5357,20.9658,23.2929,21.5031,22.7052
SPLUS-n10s38,Calibration_XPSP_GAIA3,20.83687,20.19317,20.20287,21.09497,21.22847,23.54567,21.49967,23.60857,21.08257,23.36127,21.64127,22.79057
SPLUS-n10s38,Calibration_XPSP,20.8478,20.1945,20.2042,21.0963,21.2298,23.547,21.501,23.6099,21.0839,23.3626,21.6426,22.7919
SPLUS-n10s38,Calibration_iDR5_3_Main,20.8405,20.1968,20.2065,21.0986,21.2321,23.5493,21.5033,23.6122,21.0862,23.3649,21.6449,22.7942
SPLUS-n10s39,Calibration_XPSP_GAIA3,20.7015,20.0772,20.0788,20.9737,21.1038,23.4328,21.3941,23.5279,21.0064,23.2912,21.5808,22.6947
SPLUS-n10s39,Calibration_XPSP,20.7101,20.0779,20.0795,20.9744,21.1045,23.4335,21.3948,23.5286,21.0071,23.2919,21.5815,22.6954
SPLUS-n10s39,Calibration_iDR5_3_Main,20.7037,20.0794,20.081,20.9759,21.106,23.435,21.3963,23.5301,21.0086,23.2934,21.583,22.6969
SPLUS-n10s40,Calibration_XPSP_GAIA3,20.8292,20.187,20.2071,21.11,21.2497,23.5506,21.4995,23.5824,21.0585,23.3232,21.6043,22.7262
SPLUS-n10s40,Calibration_XPSP,20.8355,20.187,20.2071,21.11,21.2497,23.5506,21.4995,23.5824,21.0585,23.3232,21.6043,22.7262
