FIELD,CALIB,ZP_GAIA3_BP,ZP_GAIA3_G,ZP_GAIA3_RP
SPLUS-s23s34,Calibration_iDR5_3_Main,0.0034,0.003,0.0012
SPLUS-s23s35,Calibration_XPSP_GAIA3,0.0025,0.0027,0.0006
SPLUS-s23s35,Calibration_XPSP,0.0008,0.0004,0.0001
SPLUS-s23s35,Calibration_iDR5_3_Main,0.0025,0.0027,0.0006
SPLUS-s23s36,Calibration_iDR5_3_Main,0.0035,0.0041,0.0018
SPLUS-s23s37,Calibration_XPSP_GAIA3,0.0019,0.0024,0.0022
SPLUS-s23s37,Calibration_iDR5_3_Main,0.0019,0.0024,0.0022
SPLUS-s23s38,Calibration_iDR5_3_Main,0.0033,0.0023,0.001
SPLUS-s23s39,Calibration_XPSP_GAIA3,0.0024,0.0044,0.0027
SPLUS-s23s39,Calibration_XPSP,0.0016,0.0008,0.0008
SPLUS-s23s39,Calibration_iDR5_3_Main,0.0024,0.0044,0.0027
SPLUS-s23s40,Calibration_XPSP_GAIA3,0.004,0.0036,0.0022
SPLUS-s23s40,Calibration_iDR5_3_Main,0.004,0.0036,0.0022
SPLUS-s23s41,Calibration_iDR5_3_Main,0.0027,0.0034,0.0026
SPLUS-s23s42,Calibration_iDR5_3_Main,0.0042,0.0048,0.0021
SPLUS-s23s43,Calibration_XPSP_GAIA3,0.0033,0.0026,0.002
SPLUS-s23s43,Calibration_XPSP,0.0036,0.0009,0.0003
SPLUS-s23s43,Calibration_iDR5_3_Main,0.0033,0.0026,0.002
SPLUS-s23s44,Calibration_XPSP_GAIA3,0.0033,0.0019,0.0014
SPLUS-s23s44,Calibration_XPSP,0.0033,-0.0002,-0.0004
SPLUS-s23s44,Calibration_iDR5_3_Main,0.0033,0.0019,0.0014
SPLUS-s23s45,Calibration_iDR5_3_Main,0.0011,0.002,0.0023
SPLUS-s23s46,Calibration_iDR5_3_Main,0.0112,0.0119,0.0115
SPLUS-s23s47,Calibration_iDR5_3_Main,0.0009,0.0021,0.0018
SPLUS-s23s48,Calibration_iDR5_3_Main,0.0042,0.0041,0.0039
SPLUS-s23s49,Calibration_XPSP_GAIA3,0.0067,0.0044,0.0022
SPLUS-s23s49,Calibration_iDR5_3_Main,0.0067,0.0044,0.0022
SPLUS-s24s01,Calibration_XPSP_GAIA3,0.0053,0.0049,0.0022
SPLUS-s24s01,Calibration_XPSP,0.0038,0.0025,0.0005
SPLUS-s24s01,Calibration_iDR5_3_Main,0.0053,0.0049,0.0022
SPLUS-s24s02,Calibration_iDR5_3_Main,0.0061,0.0079,0.0062
SPLUS-s24s03,Calibration_XPSP_GAIA3,0.0043,0.0054,0.0032
SPLUS-s24s03,Calibration_XPSP,0.0052,0.0033,0.0013
SPLUS-s24s03,Calibration_iDR5_3_Main,0.0043,0.0054,0.0032
SPLUS-s24s04,Calibration_XPSP_GAIA3,-0.0001,0.0002,-0.002
SPLUS-s24s04,Calibration_XPSP,-0.0009,-0.0037,-0.0042
SPLUS-s24s04,Calibration_iDR5_3_Main,-0.0001,0.0002,-0.002
SPLUS-s24s05,Calibration_XPSP_GAIA3,-0.0005,0.0003,-0.0005
SPLUS-s24s05,Calibration_XPSP,0.0001,-0.0014,-0.0025
SPLUS-s24s05,Calibration_iDR5_3_Main,-0.0005,0.0003,-0.0005
SPLUS-s24s06,Calibration_XPSP_GAIA3,0.0029,0.0031,0.0023
SPLUS-s24s06,Calibration_iDR5_3_Main,0.0029,0.0031,0.0023
SPLUS-s24s07,Calibration_XPSP_GAIA3,0.0015,0.0024,0.0024
SPLUS-s24s07,Calibration_XPSP,0.0033,0.0019,0.0015
SPLUS-s24s07,Calibration_iDR5_3_Main,0.0015,0.0024,0.0024
SPLUS-s24s08,Calibration_XPSP_GAIA3,0.0028,0.0032,0.0032
SPLUS-s24s08,Calibration_XPSP,0.0047,0.0029,0.0014
SPLUS-s24s08,Calibration_iDR5_3_Main,0.0028,0.0032,0.0032
SPLUS-s24s09,Calibration_XPSP_GAIA3,0.003,0.0033,0.002
SPLUS-s24s09,Calibration_XPSP,0.0037,0.0016,0.0002
SPLUS-s24s09,Calibration_iDR5_3_Main,0.003,0.0033,0.002
SPLUS-s24s10,Calibration_XPSP_GAIA3,0.0047,0.004,0.0034
SPLUS-s24s10,Calibration_XPSP,0.0035,0.0014,0.0007
SPLUS-s24s10,Calibration_iDR5_3_Main,0.0047,0.004,0.0034
SPLUS-s24s11,Calibration_XPSP_GAIA3,0.0047,0.0055,0.0032
SPLUS-s24s11,Calibration_XPSP,0.0025,0.0007,-0.0008
SPLUS-s24s11,Calibration_iDR5_3_Main,0.0047,0.0055,0.0032
SPLUS-s24s12,Calibration_XPSP_GAIA3,0.0074,0.0074,0.0039
SPLUS-s24s12,Calibration_XPSP,0.0064,0.0037,0.0021
SPLUS-s24s12,Calibration_iDR5_3_Main,0.0074,0.0074,0.0039
SPLUS-s24s13,Calibration_XPSP_GAIA3,0.0047,0.0084,0.0047
SPLUS-s24s13,Calibration_XPSP,0.0032,0.0031,0.0034
SPLUS-s24s13,Calibration_iDR5_3_Main,0.0047,0.0084,0.0047
SPLUS-s24s14,Calibration_XPSP_GAIA3,0.0045,0.0057,0.0044
SPLUS-s24s14,Calibration_XPSP,0.0051,0.0026,0.0011
SPLUS-s24s14,Calibration_iDR5_3_Main,0.0045,0.0057,0.0044
SPLUS-s24s15,Calibration_XPSP_GAIA3,0.0073,0.0061,0.0024
SPLUS-s24s15,Calibration_XPSP,0.0059,0.0034,0.0024
SPLUS-s24s15,Calibration_iDR5_3_Main,0.0073,0.0061,0.0024
SPLUS-s24s16,Calibration_XPSP_GAIA3,0.0071,0.0065,0.0048
SPLUS-s24s16,Calibration_XPSP,0.0063,0.0029,0.0033
SPLUS-s24s16,Calibration_iDR5_3_Main,0.0071,0.0065,0.0048
SPLUS-s24s17,Calibration_XPSP_GAIA3,0.0044,0.0033,0.0019
SPLUS-s24s17,Calibration_XPSP,0.0034,0.0018,0.0008
SPLUS-s24s17,Calibration_iDR5_3_Main,0.0044,0.0033,0.0019
SPLUS-s24s18,Calibration_XPSP_GAIA3,0.0051,0.0053,0.0044
SPLUS-s24s18,Calibration_XPSP,0.0039,0.0018,0.0024
SPLUS-s24s18,Calibration_iDR5_3_Main,0.0051,0.0053,0.0044
SPLUS-s24s19,Calibration_XPSP_GAIA3,0.0057,0.0061,0.0046
SPLUS-s24s19,Calibration_XPSP,0.0045,0.0013,0.0028
SPLUS-s24s19,Calibration_iDR5_3_Main,0.0057,0.0061,0.0046
SPLUS-s24s20,Calibration_XPSP_GAIA3,0.005,0.0035,0.0023
SPLUS-s24s20,Calibration_XPSP,0.0046,0.0014,0.0014
SPLUS-s24s20,Calibration_iDR5_3_Main,0.005,0.0035,0.0023
SPLUS-s24s21,Calibration_XPSP_GAIA3,0.0065,0.0048,0.0028
SPLUS-s24s21,Calibration_XPSP,0.0049,0.002,0.0021
SPLUS-s24s21,Calibration_iDR5_3_Main,0.0065,0.0048,0.0028
SPLUS-s24s22,Calibration_iDR5_3_Main,0.0078,0.0053,0.0036
SPLUS-s24s23,Calibration_XPSP_GAIA3,0.0081,0.0057,0.0047
SPLUS-s24s23,Calibration_XPSP,0.0075,0.0025,0.0028
SPLUS-s24s23,Calibration_iDR5_3_Main,0.0081,0.0057,0.0047
SPLUS-s24s24,Calibration_XPSP_GAIA3,0.0077,0.0038,0.0037
SPLUS-s24s24,Calibration_XPSP,0.0054,0.0004,0.002
SPLUS-s24s24,Calibration_iDR5_3_Main,0.0077,0.0038,0.0037
SPLUS-s24s25,Calibration_XPSP_GAIA3,0.0051,0.0031,0.0057
SPLUS-s24s25,Calibration_XPSP,0.0049,0.0007,0.004
SPLUS-s24s25,Calibration_iDR5_3_Main,0.0051,0.0031,0.0057
SPLUS-s24s26,Calibration_XPSP_GAIA3,0.0075,0.0064,0.0048
SPLUS-s24s26,Calibration_XPSP,0.005,0.0017,0.0031
SPLUS-s24s26,Calibration_iDR5_3_Main,0.0075,0.0064,0.0048
SPLUS-s24s27,Calibration_XPSP_GAIA3,0.0085,0.0036,0.0036
SPLUS-s24s27,Calibration_XPSP,0.0057,0.0007,0.0029
SPLUS-s24s27,Calibration_iDR5_3_Main,0.0085,0.0036,0.0036
SPLUS-s24s28,Calibration_XPSP_GAIA3,0.0072,0.0038,0.0036
SPLUS-s24s28,Calibration_XPSP,0.0046,0.0003,0.0027
SPLUS-s24s28,Calibration_iDR5_3_Main,0.0072,0.0038,0.0036
SPLUS-s24s29,Calibration_XPSP_GAIA3,0.0061,0.0021,0.0034
SPLUS-s24s29,Calibration_XPSP,0.004,-0.0011,0.0019
SPLUS-s24s29,Calibration_iDR5_3_Main,0.0061,0.0021,0.0034
SPLUS-s24s31,Calibration_XPSP_GAIA3,0.0064,0.0016,0.0003
SPLUS-s24s31,Calibration_XPSP,0.0031,-0.0018,0.0005
SPLUS-s24s31,Calibration_iDR5_3_Main,0.0064,0.0016,0.0003
SPLUS-s24s32,Calibration_XPSP_GAIA3,0.0062,0.0038,0.0018
SPLUS-s24s32,Calibration_XPSP,0.0048,0.0005,0.0022
SPLUS-s24s32,Calibration_iDR5_3_Main,0.0062,0.0038,0.0018
SPLUS-s24s33,Calibration_iDR5_3_Main,0.0056,0.0059,0.0056
SPLUS-s24s34,Calibration_XPSP_GAIA3,0.0062,0.0046,0.0036
SPLUS-s24s34,Calibration_XPSP,0.0035,0.0011,0.0021
SPLUS-s24s34,Calibration_iDR5_3_Main,0.0062,0.0046,0.0036
SPLUS-s24s35,Calibration_iDR5_3_Main,0.008,0.0062,0.0024
SPLUS-s24s36,Calibration_iDR5_3_Main,0.0068,0.0048,0.0032
SPLUS-s24s37,Calibration_XPSP_GAIA3,0.0072,0.007,0.0035
SPLUS-s24s37,Calibration_XPSP,0.005,0.0028,0.0027
SPLUS-s24s37,Calibration_iDR5_3_Main,0.0072,0.007,0.0035
SPLUS-s24s38,Calibration_XPSP_GAIA3,0.0071,0.005,0.0026
SPLUS-s24s38,Calibration_XPSP,0.0046,0.0016,0.0034
SPLUS-s24s38,Calibration_iDR5_3_Main,0.0071,0.005,0.0026
SPLUS-s24s39,Calibration_XPSP_GAIA3,0.0066,0.0052,0.0037
SPLUS-s24s39,Calibration_XPSP,0.0055,0.0024,0.0019
SPLUS-s24s39,Calibration_iDR5_3_Main,0.0066,0.0052,0.0037
SPLUS-s24s40,Calibration_XPSP_GAIA3,0.0062,0.0051,0.0031
SPLUS-s24s40,Calibration_XPSP,0.0038,0.0019,0.0025
SPLUS-s24s40,Calibration_iDR5_3_Main,0.0062,0.0051,0.0031
SPLUS-s24s41,Calibration_XPSP_GAIA3,0.0089,0.0051,0.0013
SPLUS-s24s41,Calibration_XPSP,0.0067,0.0022,0.0011
SPLUS-s24s41,Calibration_iDR5_3_Main,0.0089,0.0051,0.0013
SPLUS-s24s42,Calibration_XPSP_GAIA3,0.0063,0.0038,0.0025
SPLUS-s24s42,Calibration_XPSP,0.0057,0.0027,0.0011
SPLUS-s24s42,Calibration_iDR5_3_Main,0.0063,0.0038,0.0025
SPLUS-s24s43,Calibration_XPSP_GAIA3,0.0044,0.0044,0.002
SPLUS-s24s43,Calibration_XPSP,0.001,-0.0004,0.0009
SPLUS-s24s43,Calibration_iDR5_3_Main,0.0044,0.0044,0.002
SPLUS-s24s44,Calibration_XPSP_GAIA3,0.0079,0.0063,0.002
SPLUS-s24s44,Calibration_XPSP,0.005,0.0019,0.001
SPLUS-s24s44,Calibration_iDR5_3_Main,0.0079,0.0063,0.002
SPLUS-s24s45,Calibration_XPSP_GAIA3,0.0052,0.0046,0.0024
SPLUS-s24s45,Calibration_XPSP,0.004,0.0024,0.001
SPLUS-s24s45,Calibration_iDR5_3_Main,0.0052,0.0046,0.0024
SPLUS-s24s46,Calibration_XPSP_GAIA3,0.0063,0.0056,0.0028
SPLUS-s24s46,Calibration_iDR5_3_Main,0.0063,0.0056,0.0028
SPLUS-s24s47,Calibration_XPSP_GAIA3,0.0046,0.0036,0.0029
SPLUS-s24s47,Calibration_XPSP,0.0035,0.0016,0.0017
SPLUS-s24s47,Calibration_iDR5_3_Main,0.0046,0.0036,0.0029
SPLUS-s24s48,Calibration_XPSP_GAIA3,0.0092,0.0056,0.0036
SPLUS-s24s48,Calibration_XPSP,0.0068,0.003,0.0009
SPLUS-s24s48,Calibration_iDR5_3_Main,0.0092,0.0056,0.0036
SPLUS-s24s49,Calibration_XPSP_GAIA3,0.0106,0.0058,0.003
SPLUS-s24s49,Calibration_XPSP,0.0105,0.0057,0.0014
SPLUS-s24s49,Calibration_iDR5_3_Main,0.0106,0.0058,0.003
SPLUS-s24s50,Calibration_XPSP_GAIA3,0.0086,0.0065,0.0043
SPLUS-s24s50,Calibration_XPSP,0.0116,0.0061,0.0002
SPLUS-s24s50,Calibration_iDR5_3_Main,0.0086,0.0065,0.0043
SPLUS-s24s51,Calibration_XPSP_GAIA3,0.0113,0.0073,0.0028
SPLUS-s24s51,Calibration_XPSP,0.0103,0.007,0.0004
SPLUS-s24s51,Calibration_iDR5_3_Main,0.0113,0.0073,0.0028
SPLUS-s24s52,Calibration_XPSP_GAIA3,0.0115,0.0072,0.0035
SPLUS-s24s52,Calibration_XPSP,0.0112,0.0071,0.0008
SPLUS-s24s52,Calibration_iDR5_3_Main,0.0115,0.0072,0.0035
SPLUS-s24s53,Calibration_XPSP_GAIA3,0.006,0.0057,0.0035
SPLUS-s24s53,Calibration_XPSP,0.0064,0.0039,0.0014
SPLUS-s24s53,Calibration_iDR5_3_Main,0.006,0.0057,0.0035
SPLUS-s24s54,Calibration_XPSP_GAIA3,0.0048,0.0043,0.003
SPLUS-s24s54,Calibration_XPSP,0.005,0.0029,0.002
SPLUS-s24s54,Calibration_iDR5_3_Main,0.0048,0.0043,0.003
SPLUS-s24s55,Calibration_XPSP_GAIA3,0.0054,0.0036,0.0021
SPLUS-s24s55,Calibration_XPSP,0.0056,0.0027,0.0013
SPLUS-s24s55,Calibration_iDR5_3_Main,0.0054,0.0036,0.0021
SPLUS-s24s56,Calibration_XPSP_GAIA3,0.0028,0.0022,0.0011
SPLUS-s24s56,Calibration_XPSP,0.0032,0.0007,0.0002
SPLUS-s24s56,Calibration_iDR5_3_Main,0.0028,0.0022,0.0011
SPLUS-s24s57,Calibration_XPSP_GAIA3,0.0031,0.0033,0.0014
SPLUS-s24s57,Calibration_XPSP,0.0041,0.0014,-0.0003
SPLUS-s24s57,Calibration_iDR5_3_Main,0.0031,0.0033,0.0014
SPLUS-s24s58,Calibration_XPSP_GAIA3,0.0035,0.003,0.0022
SPLUS-s24s58,Calibration_XPSP,0.0035,0.002,0.0013
SPLUS-s24s58,Calibration_iDR5_3_Main,0.0035,0.003,0.0022
SPLUS-s24s59,Calibration_XPSP_GAIA3,0.0043,0.0036,0.0024
SPLUS-s24s59,Calibration_XPSP,0.0025,0.0009,0.0013
SPLUS-s24s59,Calibration_iDR5_3_Main,0.0043,0.0036,0.0024
SPLUS-s24s60,Calibration_XPSP_GAIA3,0.0016,0.0023,0.0018
SPLUS-s24s60,Calibration_XPSP,0.0005,-0.0,0.0013
SPLUS-s24s60,Calibration_iDR5_3_Main,0.0016,0.0023,0.0018
SPLUS-s24s61,Calibration_XPSP_GAIA3,0.0001,0.0013,0.0022
SPLUS-s24s61,Calibration_XPSP,-0.0009,-0.0009,0.0012
SPLUS-s24s61,Calibration_iDR5_3_Main,0.0001,0.0013,0.0022
SPLUS-s24s62,Calibration_XPSP_GAIA3,0.0026,0.0021,0.0002
SPLUS-s24s62,Calibration_XPSP,0.0011,0.0004,0.0003
SPLUS-s24s62,Calibration_iDR5_3_Main,0.0026,0.0021,0.0002
SPLUS-s24s63,Calibration_iDR5_3_Main,0.0035,0.0034,0.0017
SPLUS-s24s64,Calibration_XPSP_GAIA3,0.0036,0.0029,0.0013
SPLUS-s24s64,Calibration_XPSP,0.0017,-0.0,-0.0004
SPLUS-s24s64,Calibration_iDR5_3_Main,0.0036,0.0029,0.0013
SPLUS-s24s65,Calibration_XPSP_GAIA3,0.0043,0.0043,0.0015
SPLUS-s24s65,Calibration_XPSP,0.002,0.0017,0.0001
SPLUS-s24s65,Calibration_iDR5_3_Main,0.0043,0.0043,0.0015
SPLUS-s24s66,Calibration_XPSP_GAIA3,0.0038,0.0049,0.0034
SPLUS-s24s66,Calibration_XPSP,0.003,0.0027,0.0016
SPLUS-s24s66,Calibration_iDR5_3_Main,0.0038,0.0049,0.0034
SPLUS-s24s67,Calibration_XPSP_GAIA3,0.0035,0.0037,0.0015
SPLUS-s24s67,Calibration_XPSP,0.0025,0.0019,0.0005
SPLUS-s24s67,Calibration_iDR5_3_Main,0.0035,0.0037,0.0015
SPLUS-s24s68,Calibration_XPSP_GAIA3,0.0061,0.006,0.0022
SPLUS-s24s68,Calibration_XPSP,0.0049,0.0031,0.0003
SPLUS-s24s68,Calibration_iDR5_3_Main,0.0061,0.006,0.0022
SPLUS-s24s69,Calibration_XPSP_GAIA3,0.0027,0.0027,0.0025
SPLUS-s24s69,Calibration_XPSP,0.0028,0.0009,0.0009
SPLUS-s24s69,Calibration_iDR5_3_Main,0.0027,0.0027,0.0025
SPLUS-s24s70,Calibration_XPSP_GAIA3,0.0035,0.0041,0.0029
SPLUS-s24s70,Calibration_XPSP,0.0027,0.0016,0.0019
SPLUS-s24s70,Calibration_iDR5_3_Main,0.0035,0.0041,0.0029
SPLUS-s24s71,Calibration_XPSP_GAIA3,0.0029,0.0045,0.003
SPLUS-s24s71,Calibration_XPSP,0.0037,0.0021,0.0015
SPLUS-s24s71,Calibration_iDR5_3_Main,0.0029,0.0045,0.003
SPLUS-s24s72,Calibration_XPSP_GAIA3,0.0031,0.0037,0.0027
SPLUS-s24s72,Calibration_XPSP,0.0029,0.0017,0.0018
SPLUS-s24s72,Calibration_iDR5_3_Main,0.0031,0.0037,0.0027
SPLUS-s24s73,Calibration_XPSP_GAIA3,0.0039,0.004,0.0023
SPLUS-s24s73,Calibration_XPSP,0.0025,0.0011,0.0009
SPLUS-s24s73,Calibration_iDR5_3_Main,0.0039,0.004,0.0023
SPLUS-s24s74,Calibration_XPSP_GAIA3,0.0026,0.0033,0.004
SPLUS-s24s74,Calibration_XPSP,0.0011,-0.0002,0.0016
SPLUS-s24s74,Calibration_iDR5_3_Main,0.0026,0.0033,0.004
SPLUS-s24s75,Calibration_XPSP_GAIA3,0.0123,0.0124,0.0101
SPLUS-s24s75,Calibration_XPSP,0.0111,0.0096,0.0082
SPLUS-s24s75,Calibration_iDR5_3_Main,0.0123,0.0124,0.0101
SPLUS-s24s76,Calibration_XPSP_GAIA3,0.0058,0.0062,0.0035
SPLUS-s24s76,Calibration_XPSP,0.0058,0.004,0.0024
SPLUS-s24s76,Calibration_iDR5_3_Main,0.0058,0.0062,0.0035
SPLUS-s25s01,Calibration_XPSP_GAIA3,0.0058,0.0049,0.0032
SPLUS-s25s01,Calibration_XPSP,0.0045,0.0024,0.0023
SPLUS-s25s01,Calibration_iDR5_3_Main,0.0058,0.0049,0.0032
SPLUS-s25s02,Calibration_XPSP_GAIA3,0.0079,0.0085,0.0063
SPLUS-s25s02,Calibration_iDR5_3_Main,0.0079,0.0085,0.0063
SPLUS-s25s03,Calibration_XPSP_GAIA3,0.0041,0.0036,0.0014
SPLUS-s25s03,Calibration_iDR5_3_Main,0.0041,0.0036,0.0014
SPLUS-s25s04,Calibration_XPSP_GAIA3,0.0005,0.0017,0.0009
SPLUS-s25s04,Calibration_iDR5_3_Main,0.0005,0.0017,0.0009
SPLUS-s25s05,Calibration_XPSP_GAIA3,0.0044,0.0054,0.0049
SPLUS-s25s05,Calibration_iDR5_3_Main,0.0044,0.0054,0.0049
SPLUS-s25s06,Calibration_XPSP_GAIA3,0.0003,0.0019,0.0017
SPLUS-s25s06,Calibration_iDR5_3_Main,0.0003,0.0019,0.0017
SPLUS-s25s07,Calibration_XPSP_GAIA3,0.0034,0.0041,0.0026
SPLUS-s25s07,Calibration_XPSP,0.0014,0.0008,0.0001
SPLUS-s25s07,Calibration_iDR5_3_Main,0.0034,0.0041,0.0026
SPLUS-s25s08,Calibration_XPSP_GAIA3,0.0032,0.0045,0.0036
SPLUS-s25s08,Calibration_XPSP,0.003,0.0018,0.0003
SPLUS-s25s08,Calibration_iDR5_3_Main,0.0032,0.0045,0.0036
SPLUS-s25s09,Calibration_XPSP_GAIA3,0.0046,0.0057,0.0028
SPLUS-s25s09,Calibration_XPSP,0.0063,0.0032,0.0019
SPLUS-s25s09,Calibration_iDR5_3_Main,0.0046,0.0057,0.0028
SPLUS-s25s10,Calibration_XPSP_GAIA3,0.0012,0.0029,0.0021
SPLUS-s25s10,Calibration_XPSP,0.0023,-0.0,-0.0005
SPLUS-s25s10,Calibration_iDR5_3_Main,0.0012,0.0029,0.0021
SPLUS-s25s11,Calibration_XPSP_GAIA3,0.0044,0.0068,0.0056
SPLUS-s25s11,Calibration_XPSP,0.0072,0.0051,0.0037
SPLUS-s25s11,Calibration_iDR5_3_Main,0.0044,0.0068,0.0056
SPLUS-s25s12,Calibration_XPSP_GAIA3,0.0053,0.0046,0.003
SPLUS-s25s12,Calibration_XPSP,0.005,0.0025,0.0011
SPLUS-s25s12,Calibration_iDR5_3_Main,0.0053,0.0046,0.003
SPLUS-s25s13,Calibration_XPSP_GAIA3,0.0046,0.0049,0.0028
SPLUS-s25s13,Calibration_XPSP,0.0061,0.0027,-0.0
SPLUS-s25s13,Calibration_iDR5_3_Main,0.0046,0.0049,0.0028
SPLUS-s25s14,Calibration_XPSP_GAIA3,0.0025,0.0051,0.0041
SPLUS-s25s14,Calibration_XPSP,0.0029,0.0025,0.0014
SPLUS-s25s14,Calibration_iDR5_3_Main,0.0025,0.0051,0.0041
SPLUS-s25s15,Calibration_XPSP_GAIA3,0.0042,0.0042,0.0032
SPLUS-s25s15,Calibration_XPSP,0.0046,0.0027,0.003
SPLUS-s25s15,Calibration_iDR5_3_Main,0.0042,0.0042,0.0032
SPLUS-s25s16,Calibration_XPSP_GAIA3,0.006,0.0065,0.0042
SPLUS-s25s16,Calibration_XPSP,0.0052,0.0033,0.002
SPLUS-s25s16,Calibration_iDR5_3_Main,0.006,0.0065,0.0042
SPLUS-s25s17,Calibration_XPSP_GAIA3,0.0083,0.0047,0.0006
SPLUS-s25s17,Calibration_XPSP,0.0056,0.0012,0.0005
SPLUS-s25s17,Calibration_iDR5_3_Main,0.0083,0.0047,0.0006
SPLUS-s25s18,Calibration_XPSP_GAIA3,0.0058,0.0057,0.0036
SPLUS-s25s18,Calibration_XPSP,0.0027,0.0009,0.0019
SPLUS-s25s18,Calibration_iDR5_3_Main,0.0058,0.0057,0.0036
SPLUS-s25s19,Calibration_XPSP_GAIA3,0.0064,0.0052,0.0023
SPLUS-s25s19,Calibration_XPSP,0.0055,0.002,0.0026
SPLUS-s25s19,Calibration_iDR5_3_Main,0.0064,0.0052,0.0023
SPLUS-s25s20,Calibration_XPSP_GAIA3,0.0086,0.0044,0.0027
SPLUS-s25s20,Calibration_XPSP,0.0058,0.001,0.0013
SPLUS-s25s20,Calibration_iDR5_3_Main,0.0086,0.0044,0.0027
SPLUS-s25s21,Calibration_XPSP_GAIA3,0.006,0.0039,0.0038
SPLUS-s25s21,Calibration_XPSP,0.0046,0.0017,0.0025
SPLUS-s25s21,Calibration_iDR5_3_Main,0.006,0.0039,0.0038
SPLUS-s25s22,Calibration_XPSP_GAIA3,0.0054,0.0044,0.0045
SPLUS-s25s22,Calibration_XPSP,0.0043,0.0011,0.0026
SPLUS-s25s22,Calibration_iDR5_3_Main,0.0054,0.0044,0.0045
SPLUS-s25s23,Calibration_XPSP_GAIA3,0.0062,0.0027,0.0048
SPLUS-s25s23,Calibration_XPSP,0.0047,0.0003,0.0033
SPLUS-s25s23,Calibration_iDR5_3_Main,0.0062,0.0027,0.0048
SPLUS-s25s24,Calibration_XPSP_GAIA3,0.0088,0.0034,0.0043
SPLUS-s25s24,Calibration_XPSP,0.0046,-0.0008,0.0027
SPLUS-s25s24,Calibration_iDR5_3_Main,0.0088,0.0034,0.0043
SPLUS-s25s26,Calibration_XPSP_GAIA3,0.0066,0.0029,0.0045
SPLUS-s25s26,Calibration_XPSP,0.0034,-0.0005,0.0023
SPLUS-s25s26,Calibration_iDR5_3_Main,0.0066,0.0029,0.0045
SPLUS-s25s27,Calibration_XPSP_GAIA3,0.0063,0.0031,0.0035
SPLUS-s25s27,Calibration_XPSP,0.0034,-0.0007,0.002
SPLUS-s25s27,Calibration_iDR5_3_Main,0.0063,0.0031,0.0035
SPLUS-s25s28,Calibration_XPSP_GAIA3,0.0074,0.0032,0.0039
SPLUS-s25s28,Calibration_XPSP,0.0049,0.0003,0.0022
SPLUS-s25s28,Calibration_iDR5_3_Main,0.0074,0.0032,0.0039
SPLUS-s25s29,Calibration_XPSP_GAIA3,0.0081,0.0051,0.0043
SPLUS-s25s29,Calibration_XPSP,0.0052,0.0015,0.0022
SPLUS-s25s29,Calibration_iDR5_3_Main,0.0081,0.0051,0.0043
SPLUS-s25s30,Calibration_XPSP_GAIA3,0.0055,0.0032,0.0037
SPLUS-s25s30,Calibration_XPSP,0.0024,-0.0004,0.0019
SPLUS-s25s30,Calibration_iDR5_3_Main,0.0055,0.0032,0.0037
SPLUS-s25s31,Calibration_XPSP_GAIA3,0.0059,0.0036,0.0024
SPLUS-s25s31,Calibration_XPSP,0.0037,0.0003,0.002
SPLUS-s25s31,Calibration_iDR5_3_Main,0.0059,0.0036,0.0024
SPLUS-s25s32,Calibration_XPSP_GAIA3,0.0068,0.0053,0.0032
SPLUS-s25s32,Calibration_XPSP,0.003,0.0003,0.0011
SPLUS-s25s32,Calibration_iDR5_3_Main,0.0068,0.0053,0.0032
SPLUS-s25s33,Calibration_XPSP_GAIA3,0.0065,0.0044,0.0032
SPLUS-s25s33,Calibration_XPSP,0.0043,0.0017,0.002
SPLUS-s25s33,Calibration_iDR5_3_Main,0.0065,0.0044,0.0032
SPLUS-s25s34,Calibration_XPSP_GAIA3,0.0094,0.0069,0.0045
SPLUS-s25s34,Calibration_XPSP,0.0063,0.0032,0.0043
SPLUS-s25s34,Calibration_iDR5_3_Main,0.0094,0.0069,0.0045
SPLUS-s25s35,Calibration_XPSP_GAIA3,0.0069,0.0046,0.0042
SPLUS-s25s35,Calibration_XPSP,0.0052,0.0015,0.0028
SPLUS-s25s35,Calibration_iDR5_3_Main,0.0069,0.0046,0.0042
SPLUS-s25s36,Calibration_XPSP_GAIA3,0.0064,0.0049,0.0041
SPLUS-s25s36,Calibration_XPSP,0.005,0.0028,0.0032
SPLUS-s25s36,Calibration_iDR5_3_Main,0.0064,0.0049,0.0041
SPLUS-s25s37,Calibration_XPSP_GAIA3,0.0076,0.0068,0.005
SPLUS-s25s37,Calibration_XPSP,0.0047,0.003,0.0041
SPLUS-s25s37,Calibration_iDR5_3_Main,0.0076,0.0068,0.005
SPLUS-s25s38,Calibration_XPSP_GAIA3,0.0057,0.0049,0.003
SPLUS-s25s38,Calibration_XPSP,0.0033,0.0023,0.0029
SPLUS-s25s38,Calibration_iDR5_3_Main,0.0057,0.0049,0.003
SPLUS-s25s39,Calibration_XPSP_GAIA3,0.0075,0.0055,0.003
SPLUS-s25s39,Calibration_XPSP,0.0045,0.0023,0.0025
SPLUS-s25s39,Calibration_iDR5_3_Main,0.0075,0.0055,0.003
SPLUS-s25s40,Calibration_XPSP_GAIA3,0.0069,0.0061,0.0012
SPLUS-s25s40,Calibration_XPSP,0.0049,0.0012,-0.001
SPLUS-s25s40,Calibration_iDR5_3_Main,0.0069,0.0061,0.0012
SPLUS-s25s41,Calibration_XPSP_GAIA3,0.0075,0.0056,0.0037
