iDR5_Field_Name,Field_1,NAME,FIELD_2,CALIB,ZP_GAIA3_BP,ZP_GAIA3_G,ZP_GAIA3_RP,ZP_GAIA3
SPLUS-s33s49,SPLUS-s33s49,SPLUS-s33s49,SPLUS-s33s49,Calibration_iDR5_3_Main,0.0059,0.005,0.0027,0.0045333332
SPLUS-s33s50,SPLUS-s33s50,SPLUS-s33s50,SPLUS-s33s50,Calibration_iDR5_3_Main,0.0049,0.0047,0.003,0.0042000003
SPLUS-s33s51,SPLUS-s33s51,SPLUS-s33s51,SPLUS-s33s51,Calibration_iDR5_3_Main,0.0038,0.0047,0.0041,0.0042000003
SPLUS-s33s59,SPLUS-s33s59,SPLUS-s33s59,SPLUS-s33s59,Calibration_iDR5_3_Main,0.0037,0.0044,0.003,0.0037
SPLUS-s34s04,SPLUS-s34s04,SPLUS-s34s04,SPLUS-s34s04,Calibration_iDR5_3_Main,0.0047,0.0042,0.0018,0.0035666665
SPLUS-s34s10,SPLUS-s34s10,SPLUS-s34s10,SPLUS-s34s10,Calibration_iDR5_3_Main,0.0056,0.0035,0.0021,0.0037333332
SPLUS-s34s11,SPLUS-s34s11,SPLUS-s34s11,SPLUS-s34s11,Calibration_iDR5_3_Main,0.0076,0.0064,0.0034,0.0058
SPLUS-s34s15,SPLUS-s34s15,SPLUS-s34s15,SPLUS-s34s15,Calibration_iDR5_3_Main,0.0082,0.005,0.003,0.0054
SPLUS-s34s21,SPLUS-s34s21,SPLUS-s34s21,SPLUS-s34s21,Calibration_iDR5_3_Main,0.0065,0.0053,0.0039,0.005233334
SPLUS-s34s22,SPLUS-s34s22,SPLUS-s34s22,SPLUS-s34s22,Calibration_iDR5_3_Main,0.0066,0.005,0.0021,0.0045666667
SPLUS-s34s23,SPLUS-s34s23,SPLUS-s34s23,SPLUS-s34s23,Calibration_iDR5_3_Main,0.0065,0.0045,0.0017,0.0042333333
SPLUS-s34s24,SPLUS-s34s24,SPLUS-s34s24,SPLUS-s34s24,Calibration_iDR5_3_Main,0.0061,0.0049,0.0031,0.0047
SPLUS-s34s25,SPLUS-s34s25,SPLUS-s34s25,SPLUS-s34s25,Calibration_iDR5_3_Main,0.0089,0.0056,0.0036,0.006033333
SPLUS-s34s26,SPLUS-s34s26,SPLUS-s34s26,SPLUS-s34s26,Calibration_iDR5_3_Main,0.0058,0.0041,0.0025,0.004133333
SPLUS-s34s27,SPLUS-s34s27,SPLUS-s34s27,SPLUS-s34s27,Calibration_iDR5_3_Main,0.0049,0.0039,0.0031,0.0039666668
SPLUS-s34s28,SPLUS-s34s28,SPLUS-s34s28,SPLUS-s34s28,Calibration_iDR5_3_Main,0.0057,0.0045,0.0032,0.0044666664
SPLUS-s34s29,SPLUS-s34s29,SPLUS-s34s29,SPLUS-s34s29,Calibration_iDR5_3_Main,0.0045,0.004,0.0026,0.0037000002
SPLUS-s34s30,SPLUS-s34s30,SPLUS-s34s30,SPLUS-s34s30,Calibration_iDR5_3_Main,0.0061,0.0051,0.003,0.0047333334
SPLUS-s34s31,SPLUS-s34s31,SPLUS-s34s31,SPLUS-s34s31,Calibration_iDR5_3_Main,0.0049,0.0034,0.0029,0.0037333332
SPLUS-s34s32,SPLUS-s34s32,SPLUS-s34s32,SPLUS-s34s32,Calibration_iDR5_3_Main,0.0038,0.0034,0.0025,0.0032333334
SPLUS-s34s33,SPLUS-s34s33,SPLUS-s34s33,SPLUS-s34s33,Calibration_iDR5_3_Main,0.0061,0.0057,0.0027,0.0048333337
SPLUS-s34s34,SPLUS-s34s34,SPLUS-s34s34,SPLUS-s34s34,Calibration_iDR5_3_Main,0.0059,0.0057,0.0028,0.0048
SPLUS-s34s35,SPLUS-s34s35,SPLUS-s34s35,SPLUS-s34s35,Calibration_iDR5_3_Main,0.0054,0.0043,0.0022,0.0039666668
SPLUS-s34s36,SPLUS-s34s36,SPLUS-s34s36,SPLUS-s34s36,Calibration_iDR5_3_Main,0.0051,0.0057,0.0035,0.004766667
SPLUS-s34s37,SPLUS-s34s37,SPLUS-s34s37,SPLUS-s34s37,Calibration_iDR5_3_Main,0.0059,0.0046,0.0023,0.0042666667
SPLUS-s34s38,SPLUS-s34s38,SPLUS-s34s38,SPLUS-s34s38,Calibration_iDR5_3_Main,0.0066,0.0066,0.0036,0.0056
SPLUS-s34s39,SPLUS-s34s39,SPLUS-s34s39,SPLUS-s34s39,Calibration_iDR5_3_Main,0.0054,0.0053,0.0024,0.0043666665
SPLUS-s34s40,SPLUS-s34s40,SPLUS-s34s40,SPLUS-s34s40,Calibration_iDR5_3_Main,0.0045,0.0048,0.0026,0.0039666668
SPLUS-s34s41,SPLUS-s34s41,SPLUS-s34s41,SPLUS-s34s41,Calibration_iDR5_3_Main,0.0044,0.004,0.0025,0.0036333334
SPLUS-s34s42,SPLUS-s34s42,SPLUS-s34s42,SPLUS-s34s42,Calibration_iDR5_3_Main,0.0057,0.0044,0.0019,0.004
SPLUS-s34s43,SPLUS-s34s43,SPLUS-s34s43,SPLUS-s34s43,Calibration_iDR5_3_Main,0.0048,0.0045,0.0018,0.0037
SPLUS-s34s44,SPLUS-s34s44,SPLUS-s34s44,SPLUS-s34s44,Calibration_iDR5_3_Main,0.0045,0.0029,0.0014,0.0029333334
SPLUS-s34s45,SPLUS-s34s45,SPLUS-s34s45,SPLUS-s34s45,Calibration_iDR5_3_Main,0.0066,0.004,0.0025,0.0043666665
SPLUS-s34s47,SPLUS-s34s47,SPLUS-s34s47,SPLUS-s34s47,Calibration_iDR5_3_Main,0.005,0.0036,5.0E-4,0.0030333335
SPLUS-s34s48,SPLUS-s34s48,SPLUS-s34s48,SPLUS-s34s48,Calibration_iDR5_3_Main,0.0047,0.0044,0.0027,0.0039333333
SPLUS-s34s49,SPLUS-s34s49,SPLUS-s34s49,SPLUS-s34s49,Calibration_iDR5_3_Main,0.0059,0.0056,0.0024,0.0046333335
SPLUS-s34s50,SPLUS-s34s50,SPLUS-s34s50,SPLUS-s34s50,Calibration_iDR5_3_Main,0.0051,0.0043,0.0026,0.004
SPLUS-s34s52,SPLUS-s34s52,SPLUS-s34s52,SPLUS-s34s52,Calibration_iDR5_3_Main,0.0046,0.0043,0.0028,0.0039
SPLUS-s35s02,SPLUS-s35s02,SPLUS-s35s02,SPLUS-s35s02,Calibration_iDR5_3_Main,0.0049,0.0026,0.0023,0.0032666668
SPLUS-s35s09,SPLUS-s35s09,SPLUS-s35s09,SPLUS-s35s09,Calibration_iDR5_3_Main,0.0061,0.0048,0.0039,0.0049333335
SPLUS-s35s10,SPLUS-s35s10,SPLUS-s35s10,SPLUS-s35s10,Calibration_iDR5_3_Main,0.0065,0.0055,0.004,0.0053333337
SPLUS-s35s11,SPLUS-s35s11,SPLUS-s35s11,SPLUS-s35s11,Calibration_iDR5_3_Main,0.0059,0.0056,0.0035,0.0050000004
SPLUS-s35s24,SPLUS-s35s24,SPLUS-s35s24,SPLUS-s35s24,Calibration_iDR5_3_Main,0.007,0.0057,0.003,0.005233334
SPLUS-s35s25,SPLUS-s35s25,SPLUS-s35s25,SPLUS-s35s25,Calibration_iDR5_3_Main,0.0036,0.0028,0.0023,0.0029
SPLUS-s35s26,SPLUS-s35s26,SPLUS-s35s26,SPLUS-s35s26,Calibration_iDR5_3_Main,0.0053,0.0037,0.0029,0.0039666663
SPLUS-s35s27,SPLUS-s35s27,SPLUS-s35s27,SPLUS-s35s27,Calibration_iDR5_3_Main,0.0062,0.0054,0.0029,0.0048333337
SPLUS-s35s28,SPLUS-s35s28,SPLUS-s35s28,SPLUS-s35s28,Calibration_iDR5_3_Main,0.0051,0.0049,0.0021,0.004033333
SPLUS-s35s29,SPLUS-s35s29,SPLUS-s35s29,SPLUS-s35s29,Calibration_iDR5_3_Main,0.0057,0.0044,0.0024,0.0041666664
SPLUS-s35s30,SPLUS-s35s30,SPLUS-s35s30,SPLUS-s35s30,Calibration_iDR5_3_Main,0.005,0.0045,0.003,0.0041666664
SPLUS-s35s31,SPLUS-s35s31,SPLUS-s35s31,SPLUS-s35s31,Calibration_iDR5_3_Main,0.0048,0.0038,0.0025,0.0037
SPLUS-s35s32,SPLUS-s35s32,SPLUS-s35s32,SPLUS-s35s32,Calibration_iDR5_3_Main,0.0061,0.0046,0.0023,0.0043333336
SPLUS-s35s33,SPLUS-s35s33,SPLUS-s35s33,SPLUS-s35s33,Calibration_iDR5_3_Main,0.0064,0.0055,0.0022,0.0047
SPLUS-s35s34,SPLUS-s35s34,SPLUS-s35s34,SPLUS-s35s34,Calibration_iDR5_3_Main,0.0045,0.0041,0.0025,0.0037
SPLUS-s35s35,SPLUS-s35s35,SPLUS-s35s35,SPLUS-s35s35,Calibration_iDR5_3_Main,0.0056,0.0053,0.0027,0.0045333332
SPLUS-s35s36,SPLUS-s35s36,SPLUS-s35s36,SPLUS-s35s36,Calibration_iDR5_3_Main,0.0057,0.005,0.0029,0.0045333332
SPLUS-s35s37,SPLUS-s35s37,SPLUS-s35s37,SPLUS-s35s37,Calibration_iDR5_3_Main,0.0064,0.0054,0.0025,0.004766667
SPLUS-s35s38,SPLUS-s35s38,SPLUS-s35s38,SPLUS-s35s38,Calibration_iDR5_3_Main,0.0055,0.0058,0.0032,0.004833333
SPLUS-s35s39,SPLUS-s35s39,SPLUS-s35s39,SPLUS-s35s39,Calibration_iDR5_3_Main,0.0032,0.0044,0.0011,0.0029
SPLUS-s35s40,SPLUS-s35s40,SPLUS-s35s40,SPLUS-s35s40,Calibration_iDR5_3_Main,0.0052,0.0055,0.0029,0.0045333332
SPLUS-s35s41,SPLUS-s35s41,SPLUS-s35s41,SPLUS-s35s41,Calibration_iDR5_3_Main,0.0054,0.0044,0.0026,0.0041333335
SPLUS-s35s42,SPLUS-s35s42,SPLUS-s35s42,SPLUS-s35s42,Calibration_iDR5_3_Main,0.0054,0.0026,2.0E-4,0.0027333333
SPLUS-s35s43,SPLUS-s35s43,SPLUS-s35s43,SPLUS-s35s43,Calibration_iDR5_3_Main,0.0043,0.0027,0.0012,0.0027333333
SPLUS-s35s45,SPLUS-s35s45,SPLUS-s35s45,SPLUS-s35s45,Calibration_iDR5_3_Main,0.0042,0.0037,0.0037,0.0038666667
SPLUS-s35s46,SPLUS-s35s46,SPLUS-s35s46,SPLUS-s35s46,Calibration_iDR5_3_Main,0.0043,0.0032,0.0019,0.0031333335
SPLUS-s35s47,SPLUS-s35s47,SPLUS-s35s47,SPLUS-s35s47,Calibration_iDR5_3_Main,0.0044,0.0026,0.0014,0.0028000001
SPLUS-s35s48,SPLUS-s35s48,SPLUS-s35s48,SPLUS-s35s48,Calibration_iDR5_3_Main,0.0047,0.0046,0.0019,0.0037333332
SPLUS-s35s49,SPLUS-s35s49,SPLUS-s35s49,SPLUS-s35s49,Calibration_iDR5_3_Main,0.0052,0.0052,0.0033,0.0045666667
SPLUS-s35s50,SPLUS-s35s50,SPLUS-s35s50,SPLUS-s35s50,Calibration_iDR5_3_Main,0.0073,0.0057,0.0025,0.0051666666
SPLUS-s35s51,SPLUS-s35s51,SPLUS-s35s51,SPLUS-s35s51,Calibration_iDR5_3_Main,0.0052,0.0046,0.0028,0.0042
SPLUS-s36s09,SPLUS-s36s09,SPLUS-s36s09,SPLUS-s36s09,Calibration_iDR5_3_Main,0.0056,0.0046,0.0024,0.0042
SPLUS-s36s10,SPLUS-s36s10,SPLUS-s36s10,SPLUS-s36s10,Calibration_iDR5_3_Main,0.0062,0.0049,0.0048,0.0053000003
SPLUS-s36s11,SPLUS-s36s11,SPLUS-s36s11,SPLUS-s36s11,Calibration_iDR5_3_Main,0.0051,0.0046,0.0036,0.0044333334
SPLUS-s36s17,SPLUS-s36s17,SPLUS-s36s17,SPLUS-s36s17,Calibration_iDR5_3_Main,0.0063,0.0051,0.0024,0.0046
SPLUS-s36s23,SPLUS-s36s23,SPLUS-s36s23,SPLUS-s36s23,Calibration_iDR5_3_Main,0.0051,0.005,0.0027,0.0042666667
SPLUS-s36s24,SPLUS-s36s24,SPLUS-s36s24,SPLUS-s36s24,Calibration_iDR5_3_Main,0.0061,0.0047,0.0017,0.004166667
SPLUS-s36s25,SPLUS-s36s25,SPLUS-s36s25,SPLUS-s36s25,Calibration_iDR5_3_Main,0.0059,0.0041,0.0027,0.0042333333
SPLUS-s36s26,SPLUS-s36s26,SPLUS-s36s26,SPLUS-s36s26,Calibration_iDR5_3_Main,0.0077,0.0057,0.0029,0.0054333336
SPLUS-s36s27,SPLUS-s36s27,SPLUS-s36s27,SPLUS-s36s27,Calibration_iDR5_3_Main,0.0064,0.0051,0.0024,0.0046333335
SPLUS-s36s28,SPLUS-s36s28,SPLUS-s36s28,SPLUS-s36s28,Calibration_iDR5_3_Main,0.0051,0.0055,0.0029,0.0045000003
SPLUS-s36s29,SPLUS-s36s29,SPLUS-s36s29,SPLUS-s36s29,Calibration_iDR5_3_Main,0.005,0.0049,0.0031,0.0043333336
SPLUS-s36s30,SPLUS-s36s30,SPLUS-s36s30,SPLUS-s36s30,Calibration_iDR5_3_Main,0.0051,0.0044,0.0029,0.0041333335
SPLUS-s36s31,SPLUS-s36s31,SPLUS-s36s31,SPLUS-s36s31,Calibration_iDR5_3_Main,0.0061,0.0059,0.0036,0.0052
SPLUS-s36s32,SPLUS-s36s32,SPLUS-s36s32,SPLUS-s36s32,Calibration_iDR5_3_Main,0.0061,0.006,0.0026,0.0049
SPLUS-s36s33,SPLUS-s36s33,SPLUS-s36s33,SPLUS-s36s33,Calibration_iDR5_3_Main,0.0053,0.0051,0.0025,0.0043
SPLUS-s36s34,SPLUS-s36s34,SPLUS-s36s34,SPLUS-s36s34,Calibration_iDR5_3_Main,0.006,0.0061,0.0029,0.005
SPLUS-s36s35,SPLUS-s36s35,SPLUS-s36s35,SPLUS-s36s35,Calibration_iDR5_3_Main,0.0058,0.005,0.0023,0.0043666665
SPLUS-s36s36,SPLUS-s36s36,SPLUS-s36s36,SPLUS-s36s36,Calibration_iDR5_3_Main,0.0045,0.0051,0.0023,0.0039666668
SPLUS-s36s37,SPLUS-s36s37,SPLUS-s36s37,SPLUS-s36s37,Calibration_iDR5_3_Main,0.0056,0.0055,0.0023,0.0044666664
SPLUS-s36s38,SPLUS-s36s38,SPLUS-s36s38,SPLUS-s36s38,Calibration_iDR5_3_Main,0.0059,0.0056,0.0032,0.0049
SPLUS-s36s39,SPLUS-s36s39,SPLUS-s36s39,SPLUS-s36s39,Calibration_iDR5_3_Main,0.0063,0.005,0.0018,0.0043666665
SPLUS-s36s40,SPLUS-s36s40,SPLUS-s36s40,SPLUS-s36s40,Calibration_iDR5_3_Main,0.0047,0.0041,0.0023,0.0037
SPLUS-s36s41,SPLUS-s36s41,SPLUS-s36s41,SPLUS-s36s41,Calibration_iDR5_3_Main,0.0046,0.0038,0.0017,0.0033666668
SPLUS-s36s42,SPLUS-s36s42,SPLUS-s36s42,SPLUS-s36s42,Calibration_iDR5_3_Main,0.0044,0.0025,0.0012,0.0027
SPLUS-s36s48,SPLUS-s36s48,SPLUS-s36s48,SPLUS-s36s48,Calibration_iDR5_3_Main,0.0046,0.0054,0.0029,0.0042999997
SPLUS-s36s50,SPLUS-s36s50,SPLUS-s36s50,SPLUS-s36s50,Calibration_iDR5_3_Main,0.0041,0.0052,0.0036,0.0043
SPLUS-s37s09,SPLUS-s37s09,SPLUS-s37s09,SPLUS-s37s09,Calibration_iDR5_3_Main,0.0034,0.0028,0.0023,0.002833333
SPLUS-s37s10,SPLUS-s37s10,SPLUS-s37s10,SPLUS-s37s10,Calibration_iDR5_3_Main,0.0049,0.0046,0.0043,0.0046
SPLUS-s37s20,SPLUS-s37s20,SPLUS-s37s20,SPLUS-s37s20,Calibration_iDR5_3_Main,0.0053,0.0048,0.0031,0.0044
SPLUS-s37s23,SPLUS-s37s23,SPLUS-s37s23,SPLUS-s37s23,Calibration_iDR5_3_Main,0.0067,0.0047,0.0017,0.0043666665
SPLUS-s37s24,SPLUS-s37s24,SPLUS-s37s24,SPLUS-s37s24,Calibration_iDR5_3_Main,0.0061,0.0054,0.0028,0.004766667
SPLUS-s37s25,SPLUS-s37s25,SPLUS-s37s25,SPLUS-s37s25,Calibration_iDR5_3_Main,0.0052,0.0026,0.0018,0.0032
SPLUS-s37s26,SPLUS-s37s26,SPLUS-s37s26,SPLUS-s37s26,Calibration_iDR5_3_Main,0.0043,0.0038,0.0013,0.0031333333
SPLUS-s37s27,SPLUS-s37s27,SPLUS-s37s27,SPLUS-s37s27,Calibration_iDR5_3_Main,0.0058,0.0048,0.0018,0.0041333335
SPLUS-s37s28,SPLUS-s37s28,SPLUS-s37s28,SPLUS-s37s28,Calibration_iDR5_3_Main,0.0057,0.0037,0.0023,0.0039
SPLUS-s37s29,SPLUS-s37s29,SPLUS-s37s29,SPLUS-s37s29,Calibration_iDR5_3_Main,0.0048,0.0044,0.0027,0.0039666668
SPLUS-s37s30,SPLUS-s37s30,SPLUS-s37s30,SPLUS-s37s30,Calibration_iDR5_3_Main,0.0045,0.0048,0.0029,0.0040666666
SPLUS-s37s31,SPLUS-s37s31,SPLUS-s37s31,SPLUS-s37s31,Calibration_iDR5_3_Main,0.0073,0.0064,0.0027,0.0054666665
SPLUS-s37s32,SPLUS-s37s32,SPLUS-s37s32,SPLUS-s37s32,Calibration_iDR5_3_Main,0.0056,0.0043,0.0028,0.0042333333
SPLUS-s37s33,SPLUS-s37s33,SPLUS-s37s33,SPLUS-s37s33,Calibration_iDR5_3_Main,0.0042,0.0038,0.0021,0.0033666666
SPLUS-s37s34,SPLUS-s37s34,SPLUS-s37s34,SPLUS-s37s34,Calibration_iDR5_3_Main,0.0048,0.0049,0.0021,0.0039333333
SPLUS-s37s35,SPLUS-s37s35,SPLUS-s37s35,SPLUS-s37s35,Calibration_iDR5_3_Main,0.0055,0.0052,0.0027,0.004466667
SPLUS-s37s36,SPLUS-s37s36,SPLUS-s37s36,SPLUS-s37s36,Calibration_iDR5_3_Main,0.0058,0.0059,0.0016,0.0044333334
SPLUS-s37s37,SPLUS-s37s37,SPLUS-s37s37,SPLUS-s37s37,Calibration_iDR5_3_Main,0.0044,0.0052,0.0027,0.0041
SPLUS-s37s38,SPLUS-s37s38,SPLUS-s37s38,SPLUS-s37s38,Calibration_iDR5_3_Main,0.0039,0.0052,0.0029,0.0039999997
SPLUS-s37s39,SPLUS-s37s39,SPLUS-s37s39,SPLUS-s37s39,Calibration_iDR5_3_Main,0.0049,0.0034,0.0017,0.0033333332
SPLUS-s37s40,SPLUS-s37s40,SPLUS-s37s40,SPLUS-s37s40,Calibration_iDR5_3_Main,0.0049,0.0029,8.0E-4,0.0028666665
SPLUS-s37s41,SPLUS-s37s41,SPLUS-s37s41,SPLUS-s37s41,Calibration_iDR5_3_Main,0.0061,0.0042,0.0017,0.0039999997
SPLUS-s37s44,SPLUS-s37s44,SPLUS-s37s44,SPLUS-s37s44,Calibration_iDR5_3_Main,0.0046,0.0039,0.0019,0.003466667
SPLUS-s38s05,SPLUS-s38s05,SPLUS-s38s05,SPLUS-s38s05,Calibration_iDR5_3_Main,0.0057,0.0046,0.0031,0.004466667
SPLUS-s38s23,SPLUS-s38s23,SPLUS-s38s23,SPLUS-s38s23,Calibration_iDR5_3_Main,0.0043,0.0046,0.0029,0.0039333333
SPLUS-s38s24,SPLUS-s38s24,SPLUS-s38s24,SPLUS-s38s24,Calibration_iDR5_3_Main,0.0064,0.0052,0.0022,0.0046
SPLUS-s38s25,SPLUS-s38s25,SPLUS-s38s25,SPLUS-s38s25,Calibration_iDR5_3_Main,0.0078,0.0059,0.0029,0.0055333334
SPLUS-s38s26,SPLUS-s38s26,SPLUS-s38s26,SPLUS-s38s26,Calibration_iDR5_3_Main,0.0042,0.0032,0.0016,0.0029999998
SPLUS-s38s27,SPLUS-s38s27,SPLUS-s38s27,SPLUS-s38s27,Calibration_iDR5_3_Main,0.0051,0.0046,0.003,0.0042333337
SPLUS-s38s28,SPLUS-s38s28,SPLUS-s38s28,SPLUS-s38s28,Calibration_iDR5_3_Main,0.0047,0.005,0.0031,0.0042666667
SPLUS-s38s29,SPLUS-s38s29,SPLUS-s38s29,SPLUS-s38s29,Calibration_iDR5_3_Main,0.0047,0.0046,0.0024,0.0039000001
SPLUS-s38s30,SPLUS-s38s30,SPLUS-s38s30,SPLUS-s38s30,Calibration_iDR5_3_Main,0.0063,0.006,0.0037,0.005333333
SPLUS-s38s31,SPLUS-s38s31,SPLUS-s38s31,SPLUS-s38s31,Calibration_iDR5_3_Main,0.0053,0.0056,0.0033,0.0047333334
SPLUS-s38s32,SPLUS-s38s32,SPLUS-s38s32,SPLUS-s38s32,Calibration_iDR5_3_Main,0.0053,0.0048,0.0032,0.0044333334
SPLUS-s38s33,SPLUS-s38s33,SPLUS-s38s33,SPLUS-s38s33,Calibration_iDR5_3_Main,0.0054,0.0042,0.0015,0.0037000002
SPLUS-s38s34,SPLUS-s38s34,SPLUS-s38s34,SPLUS-s38s34,Calibration_iDR5_3_Main,0.0062,0.0059,0.0021,0.0047333334
SPLUS-s38s35,SPLUS-s38s35,SPLUS-s38s35,SPLUS-s38s35,Calibration_iDR5_3_Main,0.0044,0.0055,0.0029,0.0042666667
SPLUS-s38s36,SPLUS-s38s36,SPLUS-s38s36,SPLUS-s38s36,Calibration_iDR5_3_Main,0.0048,0.0049,0.002,0.0039000001
SPLUS-s38s37,SPLUS-s38s37,SPLUS-s38s37,SPLUS-s38s37,Calibration_iDR5_3_Main,0.0046,0.0041,0.0027,0.0038
SPLUS-s38s38,SPLUS-s38s38,SPLUS-s38s38,SPLUS-s38s38,Calibration_iDR5_3_Main,0.0055,0.0046,0.0024,0.0041666664
SPLUS-s38s39,SPLUS-s38s39,SPLUS-s38s39,SPLUS-s38s39,Calibration_iDR5_3_Main,0.0049,0.0036,0.001,0.003166667
SPLUS-s38s40,SPLUS-s38s40,SPLUS-s38s40,SPLUS-s38s40,Calibration_iDR5_3_Main,0.0045,0.0034,0.0018,0.0032333331
SPLUS-s38s47,SPLUS-s38s47,SPLUS-s38s47,SPLUS-s38s47,Calibration_iDR5_3_Main,0.0075,0.0055,8.0E-4,0.0046
SPLUS-s39s20,SPLUS-s39s20,SPLUS-s39s20,SPLUS-s39s20,Calibration_iDR5_3_Main,0.006,0.0044,0.0022,0.0042
SPLUS-s39s21,SPLUS-s39s21,SPLUS-s39s21,SPLUS-s39s21,Calibration_iDR5_3_Main,0.005,0.004,0.002,0.0036666666
SPLUS-s39s22,SPLUS-s39s22,SPLUS-s39s22,SPLUS-s39s22,Calibration_iDR5_3_Main,0.0064,0.0049,0.0019,0.0044
SPLUS-s39s23,SPLUS-s39s23,SPLUS-s39s23,SPLUS-s39s23,Calibration_iDR5_3_Main,0.0066,0.0055,0.0014,0.0045
SPLUS-s39s24,SPLUS-s39s24,SPLUS-s39s24,SPLUS-s39s24,Calibration_iDR5_3_Main,0.0032,0.0039,0.0013,0.0028
SPLUS-s39s25,SPLUS-s39s25,SPLUS-s39s25,SPLUS-s39s25,Calibration_iDR5_3_Main,0.0045,0.0044,2.0E-4,0.0030333332
SPLUS-s39s26,SPLUS-s39s26,SPLUS-s39s26,SPLUS-s39s26,Calibration_iDR5_3_Main,0.0059,0.0058,0.0032,0.004966667
SPLUS-s39s27,SPLUS-s39s27,SPLUS-s39s27,SPLUS-s39s27,Calibration_iDR5_3_Main,0.0049,0.0045,0.0021,0.0038333333
SPLUS-s39s28,SPLUS-s39s28,SPLUS-s39s28,SPLUS-s39s28,Calibration_iDR5_3_Main,0.0062,0.0044,0.0024,0.0043333336
SPLUS-s39s29,SPLUS-s39s29,SPLUS-s39s29,SPLUS-s39s29,Calibration_iDR5_3_Main,0.0052,0.0048,0.0021,0.004033333
SPLUS-s39s30,SPLUS-s39s30,SPLUS-s39s30,SPLUS-s39s30,Calibration_iDR5_3_Main,0.0046,0.0052,0.0034,0.0044
SPLUS-s39s31,SPLUS-s39s31,SPLUS-s39s31,SPLUS-s39s31,Calibration_iDR5_3_Main,0.0056,0.0051,0.0036,0.004766667
SPLUS-s39s32,SPLUS-s39s32,SPLUS-s39s32,SPLUS-s39s32,Calibration_iDR5_3_Main,0.0049,0.0052,0.0022,0.0041
SPLUS-s39s33,SPLUS-s39s33,SPLUS-s39s33,SPLUS-s39s33,Calibration_iDR5_3_Main,0.0061,0.005,0.0023,0.0044666664
SPLUS-s39s34,SPLUS-s39s34,SPLUS-s39s34,SPLUS-s39s34,Calibration_iDR5_3_Main,0.0056,0.0058,0.0022,0.0045333332
SPLUS-s39s35,SPLUS-s39s35,SPLUS-s39s35,SPLUS-s39s35,Calibration_iDR5_3_Main,0.0047,0.0049,0.0032,0.0042666667
SPLUS-s39s36,SPLUS-s39s36,SPLUS-s39s36,SPLUS-s39s36,Calibration_iDR5_3_Main,0.0048,0.0054,0.0026,0.0042666667
SPLUS-s39s37,SPLUS-s39s37,SPLUS-s39s37,SPLUS-s39s37,Calibration_iDR5_3_Main,0.0044,0.0025,0.001,0.0026333332
SPLUS-s39s38,SPLUS-s39s38,SPLUS-s39s38,SPLUS-s39s38,Calibration_iDR5_3_Main,0.004,0.0037,0.0023,0.0033333332
SPLUS-s39s44,SPLUS-s39s44,SPLUS-s39s44,SPLUS-s39s44,Calibration_iDR5_3_Main,0.0049,0.0041,0.0029,0.0039666663
SPLUS-s40s17,SPLUS-s40s17,SPLUS-s40s17,SPLUS-s40s17,Calibration_iDR5_3_Main,0.0072,0.0061,0.0019,0.0050666668
SPLUS-s40s21,SPLUS-s40s21,SPLUS-s40s21,SPLUS-s40s21,Calibration_iDR5_3_Main,0.0071,0.0063,0.0026,0.005333333
SPLUS-s40s22,SPLUS-s40s22,SPLUS-s40s22,SPLUS-s40s22,Calibration_iDR5_3_Main,0.006,0.0056,0.0019,0.0045
SPLUS-s40s23,SPLUS-s40s23,SPLUS-s40s23,SPLUS-s40s23,Calibration_iDR5_3_Main,0.0064,0.0049,0.0016,0.0042999997
SPLUS-s40s24,SPLUS-s40s24,SPLUS-s40s24,SPLUS-s40s24,Calibration_iDR5_3_Main,0.0058,0.004,0.0018,0.0038666667
SPLUS-s40s25,SPLUS-s40s25,SPLUS-s40s25,SPLUS-s40s25,Calibration_iDR5_3_Main,0.0041,0.0044,0.0018,0.0034333335
SPLUS-s40s26,SPLUS-s40s26,SPLUS-s40s26,SPLUS-s40s26,Calibration_iDR5_3_Main,0.0064,0.0045,0.002,0.0043
SPLUS-s40s27,SPLUS-s40s27,SPLUS-s40s27,SPLUS-s40s27,Calibration_iDR5_3_Main,0.0055,0.0039,0.0024,0.0039333333
SPLUS-s40s28,SPLUS-s40s28,SPLUS-s40s28,SPLUS-s40s28,Calibration_iDR5_3_Main,0.0061,0.0051,0.0025,0.004566666
SPLUS-s40s29,SPLUS-s40s29,SPLUS-s40s29,SPLUS-s40s29,Calibration_iDR5_3_Main,0.005,0.0048,0.0026,0.0041333335
SPLUS-s40s30,SPLUS-s40s30,SPLUS-s40s30,SPLUS-s40s30,Calibration_iDR5_3_Main,0.0071,0.0064,0.003,0.0055
SPLUS-s40s31,SPLUS-s40s31,SPLUS-s40s31,SPLUS-s40s31,Calibration_iDR5_3_Main,0.0056,0.0057,0.0023,0.0045333332
SPLUS-s40s32,SPLUS-s40s32,SPLUS-s40s32,SPLUS-s40s32,Calibration_iDR5_3_Main,0.0054,0.0051,0.0029,0.004466667
SPLUS-s40s33,SPLUS-s40s33,SPLUS-s40s33,SPLUS-s40s33,Calibration_iDR5_3_Main,0.0052,0.0051,0.002,0.0041
SPLUS-s40s34,SPLUS-s40s34,SPLUS-s40s34,SPLUS-s40s34,Calibration_iDR5_3_Main,0.0053,0.0053,0.0022,0.0042666667
