PID,NAME,RA_d,DEC_d,EPOC
STRIPE82,STRIPE82-0079,55.275,-0.7,2000
STRIPE82,STRIPE82-0080,55.275,0.7,2000
STRIPE82,STRIPE82-0081,56.6916666667,-0.7,2000
STRIPE82,STRIPE82-0082,56.6916666667,0.7,2000
STRIPE82,STRIPE82-0083,58.1083333333,-0.7,2000
STRIPE82,STRIPE82-0084,58.1083333333,0.7,2000
STRIPE82,STRIPE82-0085,59.5291666667,-0.7,2000
STRIPE82,STRIPE82-0086,59.5291666667,0.7,2000
STRIPE82,STRIPE82-0087,300.470833333,-0.7,2000
STRIPE82,STRIPE82-0088,300.470833333,0.7,2000
STRIPE82,STRIPE82-0089,301.891666667,-0.7,2000
STRIPE82,STRIPE82-0090,301.891666667,0.7,2000
STRIPE82,STRIPE82-0091,303.308333333,-0.7,2000
STRIPE82,STRIPE82-0092,303.308333333,0.7,2000
STRIPE82,STRIPE82-0093,304.725,-0.7,2000
STRIPE82,STRIPE82-0094,304.725,0.7,2000
STRIPE82,STRIPE82-0095,306.141666667,-0.7,2000
STRIPE82,STRIPE82-0096,306.141666667,0.7,2000
STRIPE82,STRIPE82-0097,307.558333333,-0.7,2000
STRIPE82,STRIPE82-0098,307.558333333,0.7,2000
STRIPE82,STRIPE82-0099,308.975,-0.7,2000
STRIPE82,STRIPE82-0100,308.975,0.7,2000
STRIPE82,STRIPE82-0101,310.391666667,-0.7,2000
STRIPE82,STRIPE82-0102,310.391666667,0.7,2000
STRIPE82,STRIPE82-0103,311.8125,-0.7,2000
STRIPE82,STRIPE82-0104,311.8125,0.7,2000
STRIPE82,STRIPE82-0105,313.229166667,-0.7,2000
STRIPE82,STRIPE82-0106,313.229166667,0.7,2000
STRIPE82,STRIPE82-0107,314.645833333,-0.7,2000
STRIPE82,STRIPE82-0108,314.645833333,0.7,2000
STRIPE82,STRIPE82-0109,316.0625,-0.7,2000
STRIPE82,STRIPE82-0110,316.0625,0.7,2000
STRIPE82,STRIPE82-0111,317.479166667,-0.7,2000
STRIPE82,STRIPE82-0112,317.479166667,0.7,2000
STRIPE82,STRIPE82-0113,318.895833333,-0.7,2000
STRIPE82,STRIPE82-0114,318.895833333,0.7,2000
STRIPE82,STRIPE82-0115,320.316666667,-0.7,2000
STRIPE82,STRIPE82-0116,320.316666667,0.7,2000
STRIPE82,STRIPE82-0117,321.733333333,-0.7,2000
STRIPE82,STRIPE82-0118,321.733333333,0.7,2000
STRIPE82,STRIPE82-0119,323.15,-0.7,2000
STRIPE82,STRIPE82-0120,323.15,0.7,2000
STRIPE82,STRIPE82-0121,324.566666667,-0.7,2000
STRIPE82,STRIPE82-0122,324.566666667,0.7,2000
STRIPE82,STRIPE82-0123,325.983333333,-0.7,2000
STRIPE82,STRIPE82-0124,325.983333333,0.7,2000
STRIPE82,STRIPE82-0125,327.4,-0.7,2000
STRIPE82,STRIPE82-0126,327.4,0.7,2000
STRIPE82,STRIPE82-0127,328.820833333,-0.7,2000
STRIPE82,STRIPE82-0128,328.820833333,0.7,2000
STRIPE82,STRIPE82-0129,330.2375,-0.7,2000
STRIPE82,STRIPE82-0130,330.2375,0.7,2000
STRIPE82,STRIPE82-0131,331.654166667,-0.7,2000
STRIPE82,STRIPE82-0132,331.654166667,0.7,2000
STRIPE82,STRIPE82-0133,333.070833333,-0.7,2000
STRIPE82,STRIPE82-0134,333.070833333,0.7,2000
STRIPE82,STRIPE82-0135,334.4875,-0.7,2000
STRIPE82,STRIPE82-0136,334.4875,0.7,2000
STRIPE82,STRIPE82-0137,335.904166667,-0.7,2000
STRIPE82,STRIPE82-0138,335.904166667,0.7,2000
STRIPE82,STRIPE82-0139,337.320833333,-0.7,2000
STRIPE82,STRIPE82-0140,337.320833333,0.7,2000
STRIPE82,STRIPE82-0141,338.741666667,-0.7,2000
STRIPE82,STRIPE82-0142,338.741666667,0.7,2000
STRIPE82,STRIPE82-0143,340.158333333,-0.7,2000
STRIPE82,STRIPE82-0144,340.158333333,0.7,2000
STRIPE82,STRIPE82-0145,341.575,-0.7,2000
STRIPE82,STRIPE82-0146,341.575,0.7,2000
STRIPE82,STRIPE82-0147,342.991666667,-0.7,2000
STRIPE82,STRIPE82-0148,342.991666667,0.7,2000
STRIPE82,STRIPE82-0149,344.40833333300003,-0.7,2000
STRIPE82,STRIPE82-0150,344.40833333300003,0.7,2000
STRIPE82,STRIPE82-0151,345.825,-0.7,2000
STRIPE82,STRIPE82-0152,345.825,0.7,2000
STRIPE82,STRIPE82-0153,347.245833333,-0.7,2000
STRIPE82,STRIPE82-0154,347.245833333,0.7,2000
STRIPE82,STRIPE82-0155,348.6625,-0.7,2000
STRIPE82,STRIPE82-0156,348.6625,0.7,2000
STRIPE82,STRIPE82-0157,350.079166667,-0.7,2000
STRIPE82,STRIPE82-0158,350.079166667,0.7,2000
STRIPE82,STRIPE82-0159,351.495833333,-0.7,2000
STRIPE82,STRIPE82-0160,351.495833333,0.7,2000
STRIPE82,STRIPE82-0161,352.9125,-0.7,2000
STRIPE82,STRIPE82-0162,352.9125,0.7,2000
STRIPE82,STRIPE82-0163,354.329166667,-0.7,2000
STRIPE82,STRIPE82-0164,354.329166667,0.7,2000
STRIPE82,STRIPE82-0165,355.75,-0.7,2000
STRIPE82,STRIPE82-0166,355.75,0.7,2000
STRIPE82,STRIPE82-0167,357.16666666699996,-0.7,2000
STRIPE82,STRIPE82-0168,357.16666666699996,0.7,2000
STRIPE82,STRIPE82-0169,358.58333333300004,-0.7,2000
STRIPE82,STRIPE82-0170,358.58333333300004,0.7,2000
