iDR5_Field_Name,Field,NAME,CALIB,ZP_U,ZP_F378,ZP_F395,ZP_F410,ZP_F430,ZP_G,ZP_F515,ZP_R,ZP_F660,ZP_I,ZP_F861,ZP_Z
SPLUS-n12s08,SPLUS-n12s08,SPLUS-n12s08,Calibration_iDR5_3_Main,20.6281,20.0125,20.0537,20.9429,21.0741,23.4173,21.3701,23.5167,21.0143,23.2851,21.5704,22.6875
SPLUS-n12s09,SPLUS-n12s09,SPLUS-n12s09,Calibration_iDR5_3_Main,20.6712,20.0393,19.9869,20.9278,21.02,23.3887,21.3351,23.4839,20.9869,23.2678,21.5643,22.6913
SPLUS-n12s10,SPLUS-n12s10,SPLUS-n12s10,Calibration_iDR5_3_Main,20.6284,20.0048,20.0186,20.9018,21.005,23.3437,21.3013,23.473,20.9669,23.2671,21.5692,22.6931
SPLUS-n12s11,SPLUS-n12s11,SPLUS-n12s11,Calibration_iDR5_3_Main,20.6315,20.0144,20.0569,20.9339,21.0566,23.4027,21.3551,23.5088,21.0072,23.2903,21.5845,22.7213
SPLUS-n12s12,SPLUS-n12s12,SPLUS-n12s12,Calibration_iDR5_3_Main,20.7286,20.0747,20.1035,20.9717,21.0921,23.4187,21.3749,23.5115,20.9971,23.2858,21.5689,22.7327
SPLUS-n12s13,SPLUS-n12s13,SPLUS-n12s13,Calibration_iDR5_3_Main,19.6579,19.0734,19.1037,19.9613,20.0549,22.433,20.3909,22.6113,20.1248,22.4224,20.7322,21.8352
SPLUS-n12s14,SPLUS-n12s14,SPLUS-n12s14,Calibration_iDR5_3_Main,19.8426,19.2229,19.1864,20.0537,20.1488,22.5006,20.4603,22.6582,20.1593,22.4589,20.7404,21.8876
SPLUS-n12s15,SPLUS-n12s15,SPLUS-n12s15,Calibration_iDR5_3_Main,19.7108,19.1251,19.0927,19.9484,20.028,22.3864,20.3432,22.5879,20.0947,22.4022,20.7137,21.8038
SPLUS-n12s16,SPLUS-n12s16,SPLUS-n12s16,Calibration_iDR5_3_Main,19.7043,19.1096,19.077,19.9269,20.0,22.3532,20.3175,22.586,20.1058,22.4194,20.7247,21.8472
SPLUS-n12s17,SPLUS-n12s17,SPLUS-n12s17,Calibration_iDR5_3_Main,19.8241,19.2058,19.184,20.0404,20.1358,22.4864,20.4417,22.6509,20.1495,22.4542,20.7399,21.8898
SPLUS-n12s18,SPLUS-n12s18,SPLUS-n12s18,Calibration_iDR5_3_Main,20.6382,20.0226,19.9857,20.8452,20.9349,23.2909,21.2459,23.4523,20.9542,23.2562,21.5403,22.6928
SPLUS-n12s19,SPLUS-n12s19,SPLUS-n12s19,Calibration_iDR5_3_Main,19.681,19.0153,18.9896,19.8877,20.0063,22.4187,20.345,22.5485,20.0623,22.3417,20.5946,21.7753
SPLUS-n12s20,SPLUS-n12s20,SPLUS-n12s20,Calibration_iDR5_3_Main,20.6912,20.0507,20.0174,20.8618,20.9458,23.2987,21.257,23.4603,20.9618,23.2606,21.5399,22.6888
SPLUS-n12s21,SPLUS-n12s21,SPLUS-n12s21,Calibration_iDR5_3_Main,20.6646,20.0329,19.9955,20.8365,20.9189,23.271,21.2246,23.4437,20.9425,23.248,21.5283,22.6783
SPLUS-n12s22,SPLUS-n12s22,SPLUS-n12s22,Calibration_iDR5_3_Main,20.5939,19.9778,19.9786,20.836,20.9438,23.2933,21.251,23.4463,20.9312,23.2435,21.5141,22.6663
SPLUS-n12s23,SPLUS-n12s23,SPLUS-n12s23,Calibration_iDR5_3_Main,20.8428,20.2084,20.1979,21.0964,21.2152,23.529,21.4771,23.5946,21.0704,23.3437,21.6262,22.7575
SPLUS-n12s24,SPLUS-n12s24,SPLUS-n12s24,Calibration_iDR5_3_Main,20.7955,20.1524,20.1542,21.0565,21.1829,23.5023,21.4557,23.5798,21.0547,23.3347,21.6176,22.7548
SPLUS-n12s25,SPLUS-n12s25,SPLUS-n12s25,Calibration_iDR5_3_Main,20.8608,20.1892,20.0925,21.1025,21.2375,23.5476,21.4948,23.6123,21.0873,23.3668,21.6441,22.8012
SPLUS-n12s26,SPLUS-n12s26,SPLUS-n12s26,Calibration_iDR5_3_Main,20.8668,20.2109,20.2436,21.1162,21.2465,23.5598,21.5076,23.6188,21.0941,23.3747,21.6483,22.8078
SPLUS-n12s27,SPLUS-n12s27,SPLUS-n12s27,Calibration_iDR5_3_Main,20.7546,20.1087,20.1444,21.0363,21.1819,23.4798,21.4333,23.5516,21.0339,23.3203,21.6014,22.7438
SPLUS-n12s28,SPLUS-n12s28,SPLUS-n12s28,Calibration_iDR5_3_Main,20.5939,19.973,20.0035,20.9133,21.0652,23.3998,21.3751,23.5006,21.0507,23.2699,21.6049,22.6613
SPLUS-n12s29,SPLUS-n12s29,SPLUS-n12s29,Calibration_iDR5_3_Main,20.8171,20.1685,20.2024,21.0984,21.2222,23.5223,21.459,23.576,21.0574,23.3308,21.613,22.7488
SPLUS-n12s30,SPLUS-n12s30,SPLUS-n12s30,Calibration_iDR5_3_Main,20.7938,20.1451,20.1638,21.0682,21.1975,23.5061,21.4534,23.5623,21.039,23.3087,21.5992,22.7042
SPLUS-n12s31,SPLUS-n12s31,SPLUS-n12s31,Calibration_iDR5_3_Main,20.9351,20.3006,20.341,21.2499,21.3982,23.6616,21.5911,23.6318,21.1037,23.3626,21.624,22.7947
SPLUS-n12s32,SPLUS-n12s32,SPLUS-n12s32,Calibration_iDR5_3_Main,20.9166,20.29,20.3117,21.2087,21.3346,23.6182,21.5582,23.6067,21.0875,23.3413,21.6259,22.7631
SPLUS-n12s33,SPLUS-n12s33,SPLUS-n12s33,Calibration_iDR5_3_Main,20.9575,20.3305,20.3378,21.2435,21.3977,23.6634,21.5937,23.6301,21.1064,23.3624,21.633,22.7881
SPLUS-n12s34,SPLUS-n12s34,SPLUS-n12s34,Calibration_iDR5_3_Main,20.7936,20.1635,20.203,21.113,21.269,23.5556,21.4969,23.5649,21.0281,23.294,21.5897,22.6825
SPLUS-n12s35,SPLUS-n12s35,SPLUS-n12s35,Calibration_iDR5_3_Main,20.7972,20.1044,20.0813,21.028,20.9838,23.5227,21.4143,23.562,20.9002,23.1498,21.5172,22.5809
SPLUS-n12s36,SPLUS-n12s36,SPLUS-n12s36,Calibration_iDR5_3_Main,20.9098,20.2682,20.2954,21.2081,21.3608,23.6334,21.5691,23.6024,20.9897,23.3419,21.4235,22.7033
SPLUS-n12s37,SPLUS-n12s37,SPLUS-n12s37,Calibration_iDR5_3_Main,20.8774,20.2467,20.2495,21.1387,21.2698,23.5683,21.5089,23.6093,21.084,23.3605,21.6346,22.7784
SPLUS-n12s38,SPLUS-n12s38,SPLUS-n12s38,Calibration_iDR5_3_Main,20.8667,20.2354,20.2343,21.1272,21.2489,23.553,21.4913,23.5993,21.0787,23.3593,21.6323,22.7832
SPLUS-n12s39,SPLUS-n12s39,SPLUS-n12s39,Calibration_iDR5_3_Main,20.7547,20.1292,20.1455,21.0544,21.1959,23.5079,21.4601,23.5667,21.0443,23.3187,21.6049,22.7354
SPLUS-n12s40,SPLUS-n12s40,SPLUS-n12s40,Calibration_iDR5_3_Main,20.8971,20.2642,20.3201,21.2158,21.3512,23.621,21.5518,23.607,21.0756,23.3427,21.6124,22.7562
SPLUS-n12s41,SPLUS-n12s41,SPLUS-n12s41,Calibration_iDR5_3_Main,20.9105,20.2772,20.3036,21.2021,21.3585,23.6355,21.5653,23.6134,21.0856,23.3482,21.6195,22.7719
SPLUS-n12s42,SPLUS-n12s42,SPLUS-n12s42,Calibration_iDR5_3_Main,20.8763,20.2562,20.2929,21.2075,21.348,23.6185,21.5535,23.5971,21.0756,23.3221,21.6122,22.7205
SPLUS-n12s46,SPLUS-n12s46,SPLUS-n12s46,Calibration_iDR5_3_Main,20.8007,20.2115,20.3559,21.3259,21.505,23.6872,21.6005,23.5747,21.0279,23.2841,21.5646,22.7325
SPLUS-n12s49,SPLUS-n12s49,SPLUS-n12s49,Calibration_iDR5_3_Main,20.696,20.1938,20.3197,21.2953,21.4813,23.6785,21.5794,23.5662,21.0209,23.2874,21.5658,22.7253
SPLUS-n12s50,SPLUS-n12s50,SPLUS-n12s50,Calibration_iDR5_3_Main,20.7954,20.2206,20.3593,21.3269,21.5032,23.6943,21.5951,23.5778,21.0318,23.2879,21.5684,22.7168
SPLUS-n12s51,SPLUS-n12s51,SPLUS-n12s51,Calibration_iDR5_3_Main,20.7369,20.2025,20.3207,21.3065,21.4851,23.6848,21.5847,23.5657,21.0254,23.2742,21.5646,22.6954
SPLUS-n12s52,SPLUS-n12s52,SPLUS-n12s52,Calibration_iDR5_3_Main,20.6619,20.0888,20.1714,21.1328,21.3045,23.5379,21.4421,23.4588,20.9375,23.1946,21.4901,22.6063
SPLUS-n12s53,SPLUS-n12s53,SPLUS-n12s53,Calibration_iDR5_3_Main,20.7771,20.1628,20.1387,21.1951,21.4006,23.6478,21.5121,23.5221,20.9011,23.2806,21.438,22.6427
SPLUS-n13s01,SPLUS-n13s01,SPLUS-n13s01,Calibration_iDR5_3_Main,20.6892,19.9216,20.1089,21.0043,21.1064,23.4663,21.3931,23.5514,20.9486,23.2967,21.5899,22.4929
SPLUS-n13s02,SPLUS-n13s02,SPLUS-n13s02,Calibration_iDR5_3_Main,20.5941,19.9959,20.0185,20.8931,20.997,23.3318,21.2883,23.4739,20.9801,23.26,21.5699,22.6588
SPLUS-n13s03,SPLUS-n13s03,SPLUS-n13s03,Calibration_iDR5_3_Main,20.6591,20.0609,20.0952,20.9712,21.0938,23.4223,21.371,23.5277,21.0179,23.3046,21.5858,22.7271
SPLUS-n13s04,SPLUS-n13s04,SPLUS-n13s04,Calibration_iDR5_3_Main,20.6178,20.0314,20.0536,20.9295,21.0388,23.3786,21.3271,23.5082,21.004,23.3042,21.595,22.7391
SPLUS-n13s05,SPLUS-n13s05,SPLUS-n13s05,Calibration_iDR5_3_Main,20.4737,19.885,19.9072,20.7862,20.9021,23.2717,21.2244,23.4146,20.9288,23.2058,21.5372,22.6003
SPLUS-n13s06,SPLUS-n13s06,SPLUS-n13s06,Calibration_iDR5_3_Main,20.3663,19.7831,19.7909,20.6422,20.7185,23.0792,21.0392,23.3167,20.8369,23.169,21.5007,22.583
SPLUS-n13s07,SPLUS-n13s07,SPLUS-n13s07,Calibration_iDR5_3_Main,20.4838,19.9028,19.9294,20.7974,20.9057,23.2642,21.2225,23.4265,20.9364,23.2278,21.5373,22.6303
SPLUS-n13s08,SPLUS-n13s08,SPLUS-n13s08,Calibration_iDR5_3_Main,20.5232,20.0582,20.057,20.9438,21.0741,23.4056,21.3628,23.5104,20.9973,23.2914,21.5705,22.7158
SPLUS-n13s09,SPLUS-n13s09,SPLUS-n13s09,Calibration_iDR5_3_Main,20.6315,20.0207,20.0614,20.9387,21.0653,23.3993,21.3536,23.5008,20.9983,23.2738,21.5644,22.6766
SPLUS-n13s10,SPLUS-n13s10,SPLUS-n13s10,Calibration_iDR5_3_Main,20.6121,20.0154,20.031,20.9293,21.0632,23.4072,21.3551,23.487,20.9698,23.1691,21.5641,22.6916
SPLUS-n13s11,SPLUS-n13s11,SPLUS-n13s11,Calibration_iDR5_3_Main,20.6617,20.0425,20.0588,20.9334,21.0669,23.3868,21.3447,23.4896,20.983,23.2656,21.565,22.6686
SPLUS-n13s12,SPLUS-n13s12,SPLUS-n13s12,Calibration_iDR5_3_Main,20.6902,20.0445,20.0494,20.9368,21.0595,23.3972,21.3475,23.4957,20.9864,23.2713,21.5652,22.691
SPLUS-n13s13,SPLUS-n13s13,SPLUS-n13s13,Calibration_iDR5_3_Main,20.7071,20.0771,20.0733,20.9742,21.1026,23.4361,21.3839,23.5209,21.0096,23.297,21.5811,22.7341
SPLUS-n13s14,SPLUS-n13s14,SPLUS-n13s14,Calibration_iDR5_3_Main,20.7128,20.0746,20.0817,20.9672,21.0739,23.4117,21.358,23.4994,20.9898,23.2654,21.5664,22.6617
SPLUS-n13s15,SPLUS-n13s15,SPLUS-n13s15,Calibration_iDR5_3_Main,20.71,20.0805,20.0658,20.9422,21.0625,23.3906,21.3449,23.499,20.9903,23.285,21.5752,22.7121
SPLUS-n13s16,SPLUS-n13s16,SPLUS-n13s16,Calibration_iDR5_3_Main,19.8135,19.1988,19.1697,20.0223,20.1166,22.4631,20.4181,22.6324,20.1324,22.446,20.7336,21.8885
SPLUS-n13s17,SPLUS-n13s17,SPLUS-n13s17,Calibration_iDR5_3_Main,19.7478,19.161,19.1466,19.9935,20.0769,22.4355,20.3923,22.6223,20.1315,22.4315,20.7298,21.8458
SPLUS-n13s18,SPLUS-n13s18,SPLUS-n13s18,Calibration_iDR5_3_Main,19.7436,19.1341,19.1058,19.9622,20.0433,22.411,20.3681,22.6069,20.1118,22.4229,20.7222,21.8487
SPLUS-n13s19,SPLUS-n13s19,SPLUS-n13s19,Calibration_iDR5_3_Main,20.7221,20.0769,20.0815,20.9726,21.0937,23.4217,21.3808,23.5137,21.0051,23.2925,21.5763,22.7363
SPLUS-n13s20,SPLUS-n13s20,SPLUS-n13s20,Calibration_iDR5_3_Main,20.6451,20.0172,19.9987,20.8623,20.9714,23.318,21.2827,23.4647,20.9636,23.2583,21.5345,22.6879
SPLUS-n13s21,SPLUS-n13s21,SPLUS-n13s21,Calibration_iDR5_3_Main,20.7131,20.0802,20.0741,20.9548,21.0752,23.4003,21.3528,23.4977,20.9921,23.2802,21.569,22.7042
SPLUS-n13s22,SPLUS-n13s22,SPLUS-n13s22,Calibration_iDR5_3_Main,20.6768,20.049,20.0463,20.9207,21.0392,23.3717,21.3284,23.48,20.9737,23.2591,21.559,22.6627
SPLUS-n13s23,SPLUS-n13s23,SPLUS-n13s23,Calibration_iDR5_3_Main,20.6998,20.0536,20.0691,20.9402,21.0583,23.3932,21.3443,23.4932,20.9807,23.2767,21.5662,22.6954
SPLUS-n13s24,SPLUS-n13s24,SPLUS-n13s24,Calibration_iDR5_3_Main,20.7104,20.0686,20.0728,20.9544,21.0616,23.3961,21.3431,23.4961,20.9851,23.2834,21.5653,22.724
SPLUS-n13s25,SPLUS-n13s25,SPLUS-n13s25,Calibration_iDR5_3_Main,20.7436,20.0919,20.0859,20.969,21.0962,23.4211,21.3815,23.5066,21.0005,23.2774,21.5545,22.7005
SPLUS-n13s26,SPLUS-n13s26,SPLUS-n13s26,Calibration_iDR5_3_Main,19.8597,19.2174,19.2102,20.0389,20.1445,22.4917,20.4566,22.6536,20.1538,22.4649,20.742,21.911
SPLUS-n13s27,SPLUS-n13s27,SPLUS-n13s27,Calibration_iDR5_3_Main,19.7759,19.1523,19.1457,19.9834,20.0682,22.4205,20.3776,22.6098,20.1107,22.4271,20.7033,21.8654
SPLUS-n13s28,SPLUS-n13s28,SPLUS-n13s28,Calibration_iDR5_3_Main,20.7203,20.0783,20.0979,20.9634,21.083,23.4053,21.3639,23.512,21.0004,23.2924,21.5782,22.7201
SPLUS-n13s29,SPLUS-n13s29,SPLUS-n13s29,Calibration_iDR5_3_Main,20.6846,20.0339,20.0544,20.9326,21.0482,23.3754,21.3354,23.4941,20.9855,23.2806,21.5749,22.71
SPLUS-n13s30,SPLUS-n13s30,SPLUS-n13s30,Calibration_iDR5_3_Main,20.6663,20.0275,20.0499,20.9206,21.0307,23.3615,21.3191,23.4735,20.9685,23.2573,21.5614,22.6653
SPLUS-n13s31,SPLUS-n13s31,SPLUS-n13s31,Calibration_iDR5_3_Main,20.6283,20.0227,20.0526,20.9305,21.0624,23.3958,21.3559,23.5033,21.0021,23.2847,21.5825,22.6974
SPLUS-n13s32,SPLUS-n13s32,SPLUS-n13s32,Calibration_iDR5_3_Main,20.7011,20.0805,20.086,20.9524,21.0761,23.4057,21.3629,23.5095,21.003,23.2894,21.5792,22.7023
SPLUS-n13s33,SPLUS-n13s33,SPLUS-n13s33,Calibration_iDR5_3_Main,20.7268,20.0883,20.1135,20.9779,21.1042,23.4313,21.3937,23.522,21.0116,23.2916,21.5801,22.705
SPLUS-n13s34,SPLUS-n13s34,SPLUS-n13s34,Calibration_iDR5_3_Main,19.8188,19.18,19.1644,20.0246,20.1315,22.4976,20.4536,22.6597,20.1619,22.465,20.7567,21.8844
SPLUS-n13s35,SPLUS-n13s35,SPLUS-n13s35,Calibration_iDR5_3_Main,20.5529,19.9093,19.919,20.8489,20.9827,23.3338,21.3042,23.4196,20.9504,23.2715,21.5537,22.719
SPLUS-n13s36,SPLUS-n13s36,SPLUS-n13s36,Calibration_iDR5_3_Main,20.707,20.062,20.0809,20.9374,21.0593,23.3864,21.3446,23.4822,20.9709,23.2495,21.5474,22.6507
SPLUS-n13s37,SPLUS-n13s37,SPLUS-n13s37,Calibration_iDR5_3_Main,20.7238,20.0897,20.0855,20.972,21.1,23.4309,21.3821,23.5181,20.9991,23.2928,21.5708,22.7263
SPLUS-n13s38,SPLUS-n13s38,SPLUS-n13s38,Calibration_iDR5_3_Main,19.714,19.0864,19.0523,19.9087,20.0197,22.4121,20.3815,22.6114,20.1117,22.4301,20.7222,21.8593
SPLUS-n13s39,SPLUS-n13s39,SPLUS-n13s39,Calibration_iDR5_3_Main,20.7034,20.0671,20.0715,20.9583,21.0851,23.4114,21.3641,23.507,20.9939,23.2764,21.5643,22.6979
SPLUS-n13s40,SPLUS-n13s40,SPLUS-n13s40,Calibration_iDR5_3_Main,20.7096,20.0721,20.0693,20.9571,21.0699,23.4033,21.3514,23.4943,20.9859,23.2816,21.5667,22.6895
SPLUS-n13s41,SPLUS-n13s41,SPLUS-n13s41,Calibration_iDR5_3_Main,20.7019,20.0582,20.061,20.9369,21.0499,23.3842,21.3329,23.4882,20.9805,23.2734,21.5674,22.6888
SPLUS-n13s42,SPLUS-n13s42,SPLUS-n13s42,Calibration_iDR5_3_Main,20.7188,20.08,20.0882,20.9592,21.0776,23.4124,21.3619,23.5086,20.9941,23.2924,21.5777,22.7345
SPLUS-n13s43,SPLUS-n13s43,SPLUS-n13s43,Calibration_iDR5_3_Main,20.522,19.8888,19.861,20.7057,20.7998,23.1721,21.1374,23.3776,20.8839,23.2099,21.504,22.6415
SPLUS-n13s45,SPLUS-n13s45,SPLUS-n13s45,Calibration_iDR5_3_Main,20.4203,19.8059,19.8063,20.6744,20.777,23.1672,21.1311,23.3567,20.8653,23.1805,21.4888,22.6193
SPLUS-n13s46,SPLUS-n13s46,SPLUS-n13s46,Calibration_iDR5_3_Main,20.5236,19.891,19.8923,20.7313,20.8307,23.194,21.1516,23.3707,20.8712,23.1985,21.496,22.6589
SPLUS-n13s47,SPLUS-n13s47,SPLUS-n13s47,Calibration_iDR5_3_Main,20.5357,19.891,19.8758,20.7377,20.8462,23.2131,21.1677,23.3709,20.8742,23.1895,21.485,22.6346
SPLUS-n13s48,SPLUS-n13s48,SPLUS-n13s48,Calibration_iDR5_3_Main,20.5428,19.9209,19.9023,20.7632,20.8633,23.2282,21.1882,23.3966,20.8958,23.2098,21.498,22.6547
SPLUS-n13s49,SPLUS-n13s49,SPLUS-n13s49,Calibration_iDR5_3_Main,20.524,19.8976,19.8875,20.7445,20.8392,23.2072,21.1689,23.383,20.8825,23.2017,21.497,22.6529
SPLUS-n13s50,SPLUS-n13s50,SPLUS-n13s50,Calibration_iDR5_3_Main,20.5265,19.8941,19.8904,20.7569,20.8532,23.2278,21.1857,23.3879,20.85,23.2057,21.4934,22.6573
SPLUS-n13s51,SPLUS-n13s51,SPLUS-n13s51,Calibration_iDR5_3_Main,20.4759,19.8552,19.8631,20.733,20.8358,23.2119,21.1678,23.3578,20.8771,23.1931,21.4885,22.6421
SPLUS-n13s52,SPLUS-n13s52,SPLUS-n13s52,Calibration_iDR5_3_Main,20.5268,19.746,19.8255,20.61,20.6886,23.1258,21.0636,23.3704,20.8686,23.1451,21.487,22.6112
SPLUS-n13s53,SPLUS-n13s53,SPLUS-n13s53,Calibration_iDR5_3_Main,20.5602,19.915,19.8984,20.7661,20.8567,23.2049,21.1788,23.3853,20.7891,23.2038,21.4056,22.6577
SPLUS-n13s54,SPLUS-n13s54,SPLUS-n13s54,Calibration_iDR5_3_Main,19.7177,19.0843,19.0862,19.9449,20.0728,22.4549,20.4294,22.6348,20.1249,22.4299,20.7421,21.8167
SPLUS-n13s55,SPLUS-n13s55,SPLUS-n13s55,Calibration_iDR5_3_Main,19.6831,19.0696,19.0497,19.9024,20.0086,22.3893,20.3596,22.5911,20.0924,22.4211,20.7015,21.8765
SPLUS-n14s01,SPLUS-n14s01,SPLUS-n14s01,Calibration_iDR5_3_Main,20.7043,20.1173,20.1343,21.0526,21.1841,23.5023,21.4482,23.5636,21.0498,23.3147,21.6076,22.7209
SPLUS-n14s02,SPLUS-n14s02,SPLUS-n14s02,Calibration_iDR5_3_Main,20.8191,20.2105,20.2294,21.1315,21.2627,23.5559,21.5069,23.5956,21.0741,23.335,21.6151,22.7495
SPLUS-n14s03,SPLUS-n14s03,SPLUS-n14s03,Calibration_iDR5_3_Main,20.7645,20.1773,20.1345,21.0395,21.1754,23.5407,21.4856,23.58,21.0671,23.3461,21.6301,22.7696
SPLUS-n14s04,SPLUS-n14s04,SPLUS-n14s04,Calibration_iDR5_3_Main,20.6831,20.0919,20.0995,20.9718,21.0928,23.4252,21.3744,23.5281,21.0214,23.2993,21.5855,22.716
SPLUS-n14s05,SPLUS-n14s05,SPLUS-n14s05,Calibration_iDR5_3_Main,20.6379,20.0285,20.0568,20.9338,21.0542,23.3874,21.3414,23.5043,20.995,23.2815,21.5801,22.6812
SPLUS-n14s06,SPLUS-n14s06,SPLUS-n14s06,Calibration_iDR5_3_Main,20.6703,20.0786,20.0993,20.9852,21.1085,23.4465,21.396,23.5434,21.0368,23.314,21.5996,22.7274
SPLUS-n14s07,SPLUS-n14s07,SPLUS-n14s07,Calibration_iDR5_3_Main,20.7005,20.0903,20.1059,20.9909,21.1097,23.441,21.3873,23.5433,21.0406,23.3119,21.6007,22.7243
SPLUS-n14s08,SPLUS-n14s08,SPLUS-n14s08,Calibration_iDR5_3_Main,20.4767,19.8336,19.8131,20.6518,20.7219,23.0426,21.0162,23.2938,20.8099,23.1645,21.4876,22.5989
SPLUS-n14s09,SPLUS-n14s09,SPLUS-n14s09,Calibration_iDR5_3_Main,20.6315,20.0089,20.0193,20.8854,20.9869,23.3115,21.2731,23.4572,20.9593,23.2604,21.5523,22.6814
SPLUS-n14s10,SPLUS-n14s10,SPLUS-n14s10,Calibration_iDR5_3_Main,20.5376,19.9362,19.9815,20.855,20.9706,23.3263,21.2851,23.4514,20.9613,23.2274,21.546,22.5959
SPLUS-n14s11,SPLUS-n14s11,SPLUS-n14s11,Calibration_iDR5_3_Main,19.6054,19.0111,19.0321,19.8771,19.9734,22.334,20.2951,22.5409,20.0778,22.3452,20.693,21.7286
SPLUS-n14s12,SPLUS-n14s12,SPLUS-n14s12,Calibration_iDR5_3_Main,20.6006,19.9656,19.9753,20.834,20.9342,23.2809,21.2364,23.4286,20.9339,23.2267,21.5372,22.6376
SPLUS-n14s13,SPLUS-n14s13,SPLUS-n14s13,Calibration_iDR5_3_Main,20.6935,20.0593,20.0484,20.9316,21.051,23.3815,21.3382,23.4894,20.9804,23.2683,21.5649,22.6746
SPLUS-n14s14,SPLUS-n14s14,SPLUS-n14s14,Calibration_iDR5_3_Main,20.7231,20.1017,20.0932,20.9725,21.0922,23.4301,21.38,23.533,21.0244,23.3052,21.5964,22.7157
SPLUS-n14s15,SPLUS-n14s15,SPLUS-n14s15,Calibration_iDR5_3_Main,20.7036,20.0775,20.0658,20.9375,21.0485,23.3802,21.3364,23.4973,20.9988,23.282,21.5853,22.7
SPLUS-n14s16,SPLUS-n14s16,SPLUS-n14s16,Calibration_iDR5_3_Main,20.6576,20.0273,20.0191,20.8878,21.002,23.3344,21.2939,23.4546,20.9519,23.2414,21.5504,22.6527
SPLUS-n14s17,SPLUS-n14s17,SPLUS-n14s17,Calibration_iDR5_3_Main,20.6442,20.0121,20.0118,20.8778,20.9888,23.3346,21.2957,23.4715,20.9634,23.2679,21.5631,22.6914
SPLUS-n14s18,SPLUS-n14s18,SPLUS-n14s18,Calibration_iDR5_3_Main,20.6521,20.0152,20.0122,20.8903,20.9961,23.3357,21.2951,23.4593,20.9545,23.2519,21.5607,22.6652
SPLUS-n14s19,SPLUS-n14s19,SPLUS-n14s19,Calibration_iDR5_3_Main,20.7973,20.1697,20.1903,21.0803,21.2083,23.5082,21.4473,23.5557,21.0358,23.2926,21.5794,22.6865
SPLUS-n14s20,SPLUS-n14s20,SPLUS-n14s20,Calibration_iDR5_3_Main,20.7033,20.0522,20.0605,20.9381,21.0545,23.3843,21.3399,23.494,20.9869,23.2714,21.5679,22.6892
SPLUS-n14s21,SPLUS-n14s21,SPLUS-n14s21,Calibration_iDR5_3_Main,20.71,20.065,20.0773,20.9591,21.0849,23.4137,21.3683,23.5067,20.9926,23.2774,21.57,22.6922
SPLUS-n14s22,SPLUS-n14s22,SPLUS-n14s22,Calibration_iDR5_3_Main,20.8465,20.212,20.2204,21.1134,21.2466,23.548,21.4974,23.6027,21.073,23.3601,21.6275,22.8069
SPLUS-n14s23,SPLUS-n14s23,SPLUS-n14s23,Calibration_iDR5_3_Main,20.6211,20.0034,19.9884,20.8512,20.9552,23.3057,21.2611,23.4495,20.9447,23.2477,21.5281,22.6732
SPLUS-n14s24,SPLUS-n14s24,SPLUS-n14s24,Calibration_iDR5_3_Main,20.6688,20.0353,20.003,20.8576,20.9497,23.3019,21.2572,23.4569,20.9575,23.2583,21.5346,22.6958
SPLUS-n14s25,SPLUS-n14s25,SPLUS-n14s25,Calibration_iDR5_3_Main,20.6593,20.012,20.0096,20.8642,20.9685,23.3124,21.2792,23.4592,20.954,23.2522,21.5313,22.6841
SPLUS-n14s26,SPLUS-n14s26,SPLUS-n14s26,Calibration_iDR5_3_Main,20.6472,20.0059,20.0,20.8559,20.957,23.3076,21.2665,23.4579,20.9578,23.2538,21.5154,22.6873
SPLUS-n14s27,SPLUS-n14s27,SPLUS-n14s27,Calibration_iDR5_3_Main,20.6534,20.0211,20.0221,20.8726,20.9676,23.3146,21.2745,23.4536,20.9507,23.2504,21.5321,22.6878
SPLUS-n14s28,SPLUS-n14s28,SPLUS-n14s28,Calibration_iDR5_3_Main,20.6395,20.0019,20.0013,20.858,20.9579,23.3019,21.2624,23.4536,20.9504,23.2508,21.5189,22.6853
SPLUS-n14s29,SPLUS-n14s29,SPLUS-n14s29,Calibration_iDR5_3_Main,19.7885,19.1568,19.1398,19.9884,20.0751,22.4337,20.3922,22.6215,20.1179,22.4368,20.7132,21.8815
SPLUS-n14s30,SPLUS-n14s30,SPLUS-n14s30,Calibration_iDR5_3_Main,19.6156,19.0124,19.0288,19.8852,19.9913,22.3679,20.3274,22.5663,20.0761,22.3984,20.6971,21.8392
SPLUS-n14s31,SPLUS-n14s31,SPLUS-n14s31,Calibration_iDR5_3_Main,20.5935,20.0013,20.0171,20.9001,21.029,23.3764,21.3295,23.4872,20.989,23.2643,21.5661,22.6694
SPLUS-n14s32,SPLUS-n14s32,SPLUS-n14s32,Calibration_iDR5_3_Main,20.6727,20.0611,20.0884,20.9592,21.0903,23.432,21.3855,23.5114,21.0148,23.2852,21.5835,22.7047
SPLUS-n14s33,SPLUS-n14s33,SPLUS-n14s33,Calibration_iDR5_3_Main,20.1653,19.5909,19.6586,20.5675,20.7274,23.1231,21.0449,23.2413,20.8635,23.0494,21.4941,22.512
SPLUS-n14s34,SPLUS-n14s34,SPLUS-n14s34,Calibration_iDR5_3_Main,19.729,19.0952,19.0886,19.952,20.0914,22.4677,20.4385,22.6365,20.1354,22.4613,20.744,21.9225
SPLUS-n14s35,SPLUS-n14s35,SPLUS-n14s35,Calibration_iDR5_3_Main,19.8176,19.1873,19.1683,20.0064,20.1133,22.4753,20.4313,22.6374,20.1466,22.4531,20.7386,21.859
