iDR5_Field_Name,Field,NAME,CALIB,ZP_U,ZP_F378,ZP_F395,ZP_F410,ZP_F430,ZP_G,ZP_F515,ZP_R,ZP_F660,ZP_I,ZP_F861,ZP_Z
SPLUS-n14s36,SPLUS-n14s36,SPLUS-n14s36,Calibration_iDR5_3_Main,19.7699,19.1496,19.1164,19.9777,20.093,22.4725,20.4429,22.6505,20.1501,22.4607,20.7453,21.8903
SPLUS-n14s37,SPLUS-n14s37,SPLUS-n14s37,Calibration_iDR5_3_Main,19.8373,19.1981,19.1714,20.0295,20.1356,22.5039,20.4576,22.6655,20.1591,22.4738,20.7545,21.9155
SPLUS-n14s38,SPLUS-n14s38,SPLUS-n14s38,Calibration_iDR5_3_Main,19.85,19.2222,19.1812,20.0308,20.1254,22.4888,20.4461,22.6505,20.1486,22.4578,20.7414,21.8976
SPLUS-n14s39,SPLUS-n14s39,SPLUS-n14s39,Calibration_iDR5_3_Main,19.6508,19.0354,19.0234,19.8913,19.9969,22.3799,20.3529,22.5709,20.0711,22.3786,20.694,21.7666
SPLUS-n14s40,SPLUS-n14s40,SPLUS-n14s40,Calibration_iDR5_3_Main,19.7858,19.1481,19.1342,19.9843,20.099,22.4627,20.4238,22.633,20.132,22.4452,20.7354,21.8834
SPLUS-n14s41,SPLUS-n14s41,SPLUS-n14s41,Calibration_iDR5_3_Main,19.7338,19.1007,19.0777,19.9229,20.0274,22.4024,20.367,22.5956,20.1002,22.4264,20.7023,21.8768
SPLUS-n14s42,SPLUS-n14s42,SPLUS-n14s42,Calibration_iDR5_3_Main,19.8364,19.2007,19.1611,20.0159,20.1127,22.4627,20.4395,22.5914,20.1236,22.3275,20.742,21.7911
SPLUS-n14s43,SPLUS-n14s43,SPLUS-n14s43,Calibration_iDR5_3_Main,19.6882,19.0738,19.0698,19.9201,20.0232,22.3946,20.3644,22.59,20.0867,22.4065,20.6955,21.8284
SPLUS-n14s44,SPLUS-n14s44,SPLUS-n14s44,Calibration_iDR5_3_Main,20.5123,19.8838,19.8699,20.7129,20.8064,23.1704,21.1326,23.3559,20.8642,23.1808,21.4865,22.6106
SPLUS-n14s45,SPLUS-n14s45,SPLUS-n14s45,Calibration_iDR5_3_Main,20.4373,19.7979,19.7763,20.6225,20.7121,23.0926,21.0611,23.306,20.8085,23.1508,21.4562,22.5901
SPLUS-n14s46,SPLUS-n14s46,SPLUS-n14s46,Calibration_iDR5_3_Main,20.5465,19.911,19.8939,20.7263,20.8073,23.1698,21.1333,23.3566,20.8613,23.1834,21.4844,22.6149
SPLUS-n14s47,SPLUS-n14s47,SPLUS-n14s47,Calibration_iDR5_3_Main,20.4299,19.8008,19.7833,20.6442,20.7477,23.1265,21.0981,23.319,20.8142,23.1486,21.4433,22.5905
SPLUS-n14s48,SPLUS-n14s48,SPLUS-n14s48,Calibration_iDR5_3_Main,20.5026,19.8821,19.8294,20.6737,20.765,23.1508,21.1133,23.3483,20.8505,23.1771,21.4788,22.598
SPLUS-n14s49,SPLUS-n14s49,SPLUS-n14s49,Calibration_iDR5_3_Main,20.3836,19.7661,19.7444,20.5855,20.6856,23.076,21.0554,23.2962,20.8042,23.1384,21.454,22.5581
SPLUS-n14s50,SPLUS-n14s50,SPLUS-n14s50,Calibration_iDR5_3_Main,20.5196,19.8827,19.8453,20.6905,20.7784,23.1469,21.112,23.3428,20.8452,23.1708,21.4758,22.5961
SPLUS-n14s51,SPLUS-n14s51,SPLUS-n14s51,Calibration_iDR5_3_Main,20.522,19.8648,19.8526,20.7109,20.8099,23.178,21.1351,23.3492,20.8497,23.1686,21.4657,22.6154
SPLUS-n14s52,SPLUS-n14s52,SPLUS-n14s52,Calibration_iDR5_3_Main,20.4948,19.8534,19.8441,20.6997,20.8034,23.1788,21.1419,23.3502,20.8504,23.1664,21.4644,22.6025
SPLUS-n14s53,SPLUS-n14s53,SPLUS-n14s53,Calibration_iDR5_3_Main,19.632,19.0188,19.0114,19.875,19.9907,22.3772,20.3486,22.5712,20.0677,22.3811,20.6897,21.7729
SPLUS-n15s01,SPLUS-n15s01,SPLUS-n15s01,Calibration_iDR5_3_Main,20.7941,20.1849,20.1906,21.1093,21.2403,23.5382,21.4808,23.5712,21.047,23.3166,21.5902,22.7446
SPLUS-n15s02,SPLUS-n15s02,SPLUS-n15s02,Calibration_iDR5_3_Main,20.7796,20.164,20.1955,21.1,21.2319,23.5329,21.4805,23.5776,21.0613,23.3248,21.613,22.7322
SPLUS-n15s03,SPLUS-n15s03,SPLUS-n15s03,Calibration_iDR5_3_Main,20.6746,20.0822,20.1056,20.977,21.093,23.4241,21.3737,23.5288,21.0248,23.3128,21.5895,22.7482
SPLUS-n15s04,SPLUS-n15s04,SPLUS-n15s04,Calibration_iDR5_3_Main,20.8717,20.2194,20.2273,21.1298,21.2651,23.5655,21.5117,23.572,21.0846,23.3376,21.6293,22.7724
SPLUS-n15s05,SPLUS-n15s05,SPLUS-n15s05,Calibration_iDR5_3_Main,20.8621,20.2133,20.2367,21.1259,21.2542,23.5581,21.4886,23.6012,21.0761,23.3551,21.6252,22.7802
SPLUS-n15s06,SPLUS-n15s06,SPLUS-n15s06,Calibration_iDR5_3_Main,20.8638,20.2051,20.2286,21.1155,21.2461,23.5479,21.4999,23.6021,21.0757,23.3465,21.6286,22.7744
SPLUS-n15s07,SPLUS-n15s07,SPLUS-n15s07,Calibration_iDR5_3_Main,20.858,20.2088,20.2169,21.1119,21.2354,23.5482,21.492,23.606,21.0789,23.3592,21.6279,22.8066
SPLUS-n15s08,SPLUS-n15s08,SPLUS-n15s08,Calibration_iDR5_3_Main,20.7445,20.1075,20.1161,21.0125,21.1052,23.5016,21.4608,23.5728,21.0589,23.3306,21.6216,22.7498
SPLUS-n15s09,SPLUS-n15s09,SPLUS-n15s09,Calibration_iDR5_3_Main,20.7946,20.1491,20.1617,21.0437,21.1772,23.5013,21.4551,23.5865,21.0694,23.354,21.6313,22.7817
SPLUS-n15s10,SPLUS-n15s10,SPLUS-n15s10,Calibration_iDR5_3_Main,20.7763,20.1318,20.1298,20.9916,21.146,23.4167,21.4162,23.458,21.0061,23.3221,21.5684,22.8054
SPLUS-n15s11,SPLUS-n15s11,SPLUS-n15s11,Calibration_iDR5_3_Main,20.7803,20.1089,20.1025,21.0042,21.135,23.4513,21.4101,23.4906,20.9697,23.2664,21.471,22.7385
SPLUS-n15s12,SPLUS-n15s12,SPLUS-n15s12,Calibration_iDR5_3_Main,20.8798,20.2438,20.222,21.1193,21.2545,23.5578,21.5138,23.6098,21.0879,23.3558,21.6453,22.8058
SPLUS-n15s13,SPLUS-n15s13,SPLUS-n15s13,Calibration_iDR5_3_Main,20.813,20.1797,20.167,21.0627,21.1894,23.5117,21.4598,23.5806,21.0519,23.3382,21.6178,22.7562
SPLUS-n15s14,SPLUS-n15s14,SPLUS-n15s14,Calibration_iDR5_3_Main,20.7882,20.1493,20.1538,21.0551,21.1948,23.53,21.4845,23.5934,21.0725,23.3209,21.6245,22.7158
SPLUS-n15s15,SPLUS-n15s15,SPLUS-n15s15,Calibration_iDR5_3_Main,20.8473,20.211,20.205,21.1018,21.2344,23.5481,21.5006,23.6173,21.09,23.379,21.6446,22.8352
SPLUS-n15s16,SPLUS-n15s16,SPLUS-n15s16,Calibration_iDR5_3_Main,20.815,20.1719,20.1638,21.0523,21.1722,23.491,21.4403,23.5852,21.0676,23.3615,21.6317,22.8176
SPLUS-n15s17,SPLUS-n15s17,SPLUS-n15s17,Calibration_iDR5_3_Main,20.8735,20.2211,20.2275,21.1152,21.2405,23.5509,21.4985,23.6004,21.077,23.3473,21.6312,22.7743
SPLUS-n15s18,SPLUS-n15s18,SPLUS-n15s18,Calibration_iDR5_3_Main,20.8656,20.219,20.2339,21.1179,21.2451,23.5251,21.4795,23.5752,20.9832,23.3227,21.4288,22.7484
SPLUS-n15s19,SPLUS-n15s19,SPLUS-n15s19,Calibration_iDR5_3_Main,20.8695,20.214,20.2319,21.126,21.2613,23.5672,21.5126,23.6075,21.0843,23.3518,21.6308,22.7812
SPLUS-n15s20,SPLUS-n15s20,SPLUS-n15s20,Calibration_iDR5_3_Main,20.8552,20.1836,20.2219,21.1197,21.2564,23.5425,21.4989,23.6029,21.053,23.3493,21.5873,22.686
SPLUS-n15s21,SPLUS-n15s21,SPLUS-n15s21,Calibration_iDR5_3_Main,20.856,20.1993,20.2049,21.1041,21.2342,23.5481,21.4897,23.6014,21.0763,23.3489,21.628,22.7807
SPLUS-n15s22,SPLUS-n15s22,SPLUS-n15s22,Calibration_iDR5_3_Main,20.8381,20.1702,20.2175,21.1089,21.24,23.5313,21.4738,23.5768,21.0522,23.3263,21.6052,22.7357
SPLUS-n15s23,SPLUS-n15s23,SPLUS-n15s23,Calibration_iDR5_3_Main,19.5528,18.9126,18.9054,19.7444,19.8225,22.2041,20.1637,22.463,19.9989,22.3213,20.6478,21.7737
SPLUS-n15s24,SPLUS-n15s24,SPLUS-n15s24,Calibration_iDR5_3_Main,19.6054,18.9903,19.008,19.875,19.9829,22.3583,20.3167,22.5494,20.0537,22.3766,20.6665,21.8246
SPLUS-n15s25,SPLUS-n15s25,SPLUS-n15s25,Calibration_iDR5_3_Main,19.5951,18.9793,19.0088,19.8572,19.967,22.3452,20.3059,22.5367,20.0427,22.3631,20.6563,21.8215
SPLUS-n15s26,SPLUS-n15s26,SPLUS-n15s26,Calibration_iDR5_3_Main,19.5684,18.9677,18.9772,19.8121,19.8983,22.258,20.2257,22.509,20.0187,22.3581,20.6742,21.8066
SPLUS-n15s27,SPLUS-n15s27,SPLUS-n15s27,Calibration_iDR5_3_Main,19.6933,19.042,19.0389,19.8858,19.9851,22.3551,20.3203,22.544,20.0428,22.3684,20.6635,21.8187
SPLUS-n15s28,SPLUS-n15s28,SPLUS-n15s28,Calibration_iDR5_3_Main,19.6815,19.0424,19.0344,19.8914,19.9903,22.3642,20.3225,22.5557,20.0541,22.381,20.6696,21.8403
SPLUS-n15s29,SPLUS-n15s29,SPLUS-n15s29,Calibration_iDR5_3_Main,19.695,19.0558,19.0543,19.8999,19.9986,22.3648,20.3296,22.5504,20.0504,22.374,20.6636,21.825
SPLUS-n15s30,SPLUS-n15s30,SPLUS-n15s30,Calibration_iDR5_3_Main,19.6875,19.0347,19.0328,19.8856,19.9948,22.3643,20.33,22.5538,20.0527,22.3798,20.6596,21.8283
SPLUS-n15s31,SPLUS-n15s31,SPLUS-n15s31,Calibration_iDR5_3_Main,20.6041,20.0132,20.0379,20.927,21.0531,23.3948,21.357,23.4996,20.9959,23.273,21.5711,22.6838
SPLUS-n15s32,SPLUS-n15s32,SPLUS-n15s32,Calibration_iDR5_3_Main,20.6411,20.0383,20.0619,20.955,21.0821,23.421,21.3804,23.5088,21.0153,23.2895,21.5887,22.718
SPLUS-n15s33,SPLUS-n15s33,SPLUS-n15s33,Calibration_iDR5_3_Main,20.7141,20.0796,20.0953,20.9594,21.0792,23.4087,21.3678,23.5097,20.9972,23.2786,21.5717,22.6829
SPLUS-n15s34,SPLUS-n15s34,SPLUS-n15s34,Calibration_iDR5_3_Main,19.5426,18.9592,18.9796,19.8408,19.9481,22.3301,20.2862,22.5227,20.0317,22.3472,20.6601,21.7799
SPLUS-n15s35,SPLUS-n15s35,SPLUS-n15s35,Calibration_iDR5_3_Main,19.5647,18.9352,18.9405,19.7709,19.85,22.2183,20.18,22.4492,19.9595,22.2867,20.6002,21.7164
SPLUS-n15s36,SPLUS-n15s36,SPLUS-n15s36,Calibration_iDR5_3_Main,19.64,19.0365,19.0316,20.6361,20.7527,22.3752,21.1035,22.5559,20.0582,22.3764,20.6684,21.8264
SPLUS-n15s37,SPLUS-n15s37,SPLUS-n15s37,Calibration_iDR5_3_Main,20.4305,19.835,19.8374,20.7106,20.828,23.1942,21.1582,23.3624,20.8668,23.1822,21.4783,22.636
SPLUS-n15s38,SPLUS-n15s38,SPLUS-n15s38,Calibration_iDR5_3_Main,19.6869,19.0536,19.0171,19.8689,19.9525,22.3254,20.2849,22.5339,20.0417,22.3661,20.6697,21.8035
SPLUS-n15s39,SPLUS-n15s39,SPLUS-n15s39,Calibration_iDR5_3_Main,19.6938,19.0607,19.0598,19.9132,20.0166,22.3864,20.3421,22.5563,20.0576,22.3767,20.6695,21.8236
SPLUS-n15s40,SPLUS-n15s40,SPLUS-n15s40,Calibration_iDR5_3_Main,19.6362,19.0048,19.005,19.8597,19.9622,22.34,20.2978,22.5298,20.0346,22.3501,20.6613,21.7755
SPLUS-n15s41,SPLUS-n15s41,SPLUS-n15s41,Calibration_iDR5_3_Main,20.3939,19.7999,19.8079,20.6843,20.806,23.1894,21.1453,23.356,20.8592,23.1724,21.4707,22.6167
SPLUS-n15s42,SPLUS-n15s42,SPLUS-n15s42,Calibration_iDR5_3_Main,20.4711,19.8409,19.8244,20.6912,20.7987,23.1656,21.1262,23.3383,20.8364,23.1598,21.4517,22.6008
SPLUS-n15s43,SPLUS-n15s43,SPLUS-n15s43,Calibration_iDR5_3_Main,20.5074,19.876,19.8742,20.7218,20.8371,23.199,21.1523,23.3587,20.8644,23.179,21.4756,22.6326
SPLUS-n15s44,SPLUS-n15s44,SPLUS-n15s44,Calibration_iDR5_3_Main,20.4511,19.8423,19.8464,20.7094,20.7763,23.1627,21.1217,23.3403,20.8391,23.163,21.4571,22.6131
SPLUS-n15s45,SPLUS-n15s45,SPLUS-n15s45,Calibration_iDR5_3_Main,20.4645,19.8499,19.8416,20.7066,20.8174,23.1773,21.1396,23.3463,20.8428,23.1666,21.4553,22.615
SPLUS-n15s46,SPLUS-n15s46,SPLUS-n15s46,Calibration_iDR5_3_Main,20.4766,19.8572,19.8564,20.712,20.8219,23.1856,21.1446,23.3538,20.8504,23.1713,21.4564,22.6221
SPLUS-n15s47,SPLUS-n15s47,SPLUS-n15s47,Calibration_iDR5_3_Main,20.5013,19.866,19.8605,20.7168,20.8249,23.192,21.1551,23.3612,20.8626,23.1726,21.4608,22.6145
SPLUS-n15s48,SPLUS-n15s48,SPLUS-n15s48,Calibration_iDR5_3_Main,20.4527,19.8413,19.8438,20.7053,20.8198,23.185,21.1474,23.3532,20.8527,23.1716,21.4631,22.6201
SPLUS-n15s49,SPLUS-n15s49,SPLUS-n15s49,Calibration_iDR5_3_Main,20.4972,19.8695,19.8733,20.7197,20.8299,23.1956,21.1504,23.3645,20.8622,23.1835,21.4691,22.6363
SPLUS-n15s50,SPLUS-n15s50,SPLUS-n15s50,Calibration_iDR5_3_Main,20.4953,19.8597,19.8694,20.7177,20.8257,23.1935,21.1521,23.3575,20.8564,23.1735,21.462,22.6245
SPLUS-n15s51,SPLUS-n15s51,SPLUS-n15s51,Calibration_iDR5_3_Main,20.4933,19.8475,19.8364,20.6946,20.8097,23.1785,21.1386,23.3518,20.8476,23.1694,21.4615,22.6219
SPLUS-n15s52,SPLUS-n15s52,SPLUS-n15s52,Calibration_iDR5_3_Main,19.7713,19.1467,19.1234,19.972,20.0799,22.4504,20.4165,22.6257,20.1258,22.4387,20.7305,21.8761
SPLUS-n15s53,SPLUS-n15s53,SPLUS-n15s53,Calibration_iDR5_3_Main,19.8299,19.196,19.1787,20.0276,20.1395,22.4976,20.461,22.6643,20.1559,22.4757,20.7522,21.9197
SPLUS-n16s01,SPLUS-n16s01,SPLUS-n16s01,Calibration_iDR5_3_Main,20.8493,20.2061,20.1981,21.1095,21.241,23.5523,21.5007,23.5973,21.0716,23.3502,21.6207,22.7815
SPLUS-n16s02,SPLUS-n16s02,SPLUS-n16s02,Calibration_iDR5_3_Main,20.7762,20.1686,20.2148,21.1035,21.2447,23.5547,21.4868,23.5981,21.0755,23.3488,21.626,22.765
SPLUS-n16s03,SPLUS-n16s03,SPLUS-n16s03,Calibration_iDR5_3_Main,20.859,20.2229,20.2372,21.1289,21.2521,23.5519,21.4936,23.5952,21.0786,23.348,21.6345,22.7782
SPLUS-n16s04,SPLUS-n16s04,SPLUS-n16s04,Calibration_iDR5_3_Main,20.846,20.2239,20.2297,21.131,21.2529,23.5523,21.5033,23.6174,21.0934,23.3774,21.6451,22.8232
SPLUS-n16s05,SPLUS-n16s05,SPLUS-n16s05,Calibration_iDR5_3_Main,20.8392,20.2068,20.2226,21.1304,21.2646,23.5497,21.4923,23.5823,21.0647,23.3295,21.6113,22.7406
SPLUS-n16s06,SPLUS-n16s06,SPLUS-n16s06,Calibration_iDR5_3_Main,20.8235,20.1897,20.2128,21.1118,21.2454,23.5445,21.4938,23.5896,21.0659,23.3315,21.6087,22.7521
SPLUS-n16s07,SPLUS-n16s07,SPLUS-n16s07,Calibration_iDR5_3_Main,20.8413,20.218,20.2323,21.1326,21.2628,23.5636,21.5129,23.6203,21.0988,23.3725,21.6441,22.7992
SPLUS-n16s08,SPLUS-n16s08,SPLUS-n16s08,Calibration_iDR5_3_Main,20.7657,20.1405,20.1257,21.0222,21.1335,23.4427,21.3891,23.5508,21.0454,23.3215,21.6073,22.7276
SPLUS-n16s09,SPLUS-n16s09,SPLUS-n16s09,Calibration_iDR5_3_Main,20.8328,20.2261,20.2111,21.109,21.2381,23.5548,21.5009,23.6144,21.0946,23.3677,21.6409,22.7865
SPLUS-n16s10,SPLUS-n16s10,SPLUS-n16s10,Calibration_iDR5_3_Main,20.8674,20.2359,20.2239,21.1198,21.249,23.556,21.5035,23.6157,21.0981,23.369,21.6468,22.7969
SPLUS-n16s11,SPLUS-n16s11,SPLUS-n16s11,Calibration_iDR5_3_Main,20.8874,20.2402,20.2385,21.1313,21.2614,23.5647,21.5112,23.6177,21.0967,23.3761,21.6485,22.8175
SPLUS-n16s12,SPLUS-n16s12,SPLUS-n16s12,Calibration_iDR5_3_Main,20.8287,20.2068,20.2094,21.1076,21.2212,23.5373,21.4793,23.5988,21.0774,23.3491,21.629,22.7658
SPLUS-n16s13,SPLUS-n16s13,SPLUS-n16s13,Calibration_iDR5_3_Main,20.867,20.2272,20.2275,21.1316,21.2673,23.5703,21.5183,23.6241,21.0987,23.3728,21.649,22.8087
SPLUS-n16s14,SPLUS-n16s14,SPLUS-n16s14,Calibration_iDR5_3_Main,20.7879,20.1757,20.1888,21.0926,21.2225,23.5434,21.4881,23.6129,21.0935,23.3619,21.6445,22.7919
SPLUS-n16s15,SPLUS-n16s15,SPLUS-n16s15,Calibration_iDR5_3_Main,20.8242,20.1975,20.2128,21.1153,21.2486,23.5632,21.5038,23.609,21.0831,23.3555,21.6298,22.7862
SPLUS-n16s16,SPLUS-n16s16,SPLUS-n16s16,Calibration_iDR5_3_Main,20.7653,20.1264,20.1304,21.0284,21.1662,23.4962,21.453,23.5714,21.0507,23.3281,21.616,22.7419
SPLUS-n16s17,SPLUS-n16s17,SPLUS-n16s17,Calibration_iDR5_3_Main,20.8617,20.2253,20.2439,21.1176,21.2414,23.5434,21.4875,23.6121,21.0908,23.3697,21.6383,22.8047
SPLUS-n16s18,SPLUS-n16s18,SPLUS-n16s18,Calibration_iDR5_3_Main,20.8725,20.2095,20.232,21.1141,21.2382,23.5526,21.4973,23.6156,21.0932,23.3676,21.6439,22.8027
SPLUS-n16s19,SPLUS-n16s19,SPLUS-n16s19,Calibration_iDR5_3_Main,20.782,20.1503,20.1473,21.0272,21.1363,23.4454,21.3928,23.5507,21.039,23.3149,21.6115,22.7299
SPLUS-n16s20,SPLUS-n16s20,SPLUS-n16s20,Calibration_iDR5_3_Main,20.8599,20.2215,20.2222,21.1216,21.246,23.5593,21.5047,23.6079,21.0802,23.3554,21.6288,22.7876
SPLUS-n16s21,SPLUS-n16s21,SPLUS-n16s21,Calibration_iDR5_3_Main,20.8287,20.2051,20.2672,21.2144,21.3642,23.6048,21.5699,23.6088,21.1146,23.3491,21.6594,22.7979
SPLUS-n16s22,SPLUS-n16s22,SPLUS-n16s22,Calibration_iDR5_3_Main,19.6346,18.999,18.9994,19.864,19.9615,22.3334,20.2893,22.5149,20.0173,22.3407,20.6357,21.7952
SPLUS-n16s23,SPLUS-n16s23,SPLUS-n16s23,Calibration_iDR5_3_Main,19.5237,18.9106,18.9281,19.7825,19.8903,22.2683,20.2254,22.4739,19.9882,22.2907,20.6162,21.7132
SPLUS-n16s24,SPLUS-n16s24,SPLUS-n16s24,Calibration_iDR5_3_Main,19.454,18.8561,18.8743,19.7251,19.8186,22.1959,20.1572,22.4302,19.9418,22.2536,20.581,21.6611
SPLUS-n16s25,SPLUS-n16s25,SPLUS-n16s25,Calibration_iDR5_3_Main,19.6779,19.0272,19.0246,19.8819,19.9765,22.3346,20.2932,22.509,20.0082,22.3323,20.6248,21.7807
SPLUS-n16s26,SPLUS-n16s26,SPLUS-n16s26,Calibration_iDR5_3_Main,19.4918,18.8791,18.9009,19.7465,19.8391,22.2114,20.1716,22.4443,19.9563,22.2726,20.598,21.6821
SPLUS-n16s27,SPLUS-n16s27,SPLUS-n16s27,Calibration_iDR5_3_Main,19.6725,19.0199,19.0214,19.8674,19.9614,22.3222,20.2853,22.5076,20.0098,22.3363,20.6303,21.7878
SPLUS-n16s28,SPLUS-n16s28,SPLUS-n16s28,Calibration_iDR5_3_Main,19.6421,19.0086,19.007,19.86,19.9574,22.3237,20.2817,22.509,20.0058,22.3223,20.6232,21.7463
SPLUS-n16s29,SPLUS-n16s29,SPLUS-n16s29,Calibration_iDR5_3_Main,19.4846,18.8838,18.8994,19.7506,19.8373,22.2124,20.177,22.451,19.9661,22.2866,20.6082,21.7109
SPLUS-n16s30,SPLUS-n16s30,SPLUS-n16s30,Calibration_iDR5_3_Main,19.6916,19.0565,19.0395,19.8818,19.9792,22.3475,20.3069,22.53,20.0302,22.3567,20.654,21.8185
SPLUS-n16s31,SPLUS-n16s31,SPLUS-n16s31,Calibration_iDR5_3_Main,19.5852,18.9846,18.961,19.8072,19.8959,22.2618,20.2191,22.469,19.9858,22.295,20.6194,21.7184
SPLUS-n16s32,SPLUS-n16s32,SPLUS-n16s32,Calibration_iDR5_3_Main,19.5535,18.9761,18.9822,19.8373,19.9358,22.3185,20.2743,22.5249,20.0369,22.3624,20.6692,21.8044
SPLUS-n16s33,SPLUS-n16s33,SPLUS-n16s33,Calibration_iDR5_3_Main,19.6005,18.9988,19.0064,19.8583,19.9666,22.3475,20.3069,22.539,20.042,22.3677,20.6689,21.8142
SPLUS-n16s34,SPLUS-n16s34,SPLUS-n16s34,Calibration_iDR5_3_Main,19.5174,18.9041,18.9086,19.7443,19.8274,22.2034,20.1568,22.4382,19.9541,22.2721,20.5922,21.6774
SPLUS-n16s35,SPLUS-n16s35,SPLUS-n16s35,Calibration_iDR5_3_Main,19.6843,19.0371,19.0193,19.8853,19.9766,22.346,20.302,22.5202,20.0204,22.3344,20.6326,21.7682
SPLUS-n16s36,SPLUS-n16s36,SPLUS-n16s36,Calibration_iDR5_3_Main,19.6477,19.0331,19.0124,19.8575,19.9464,22.3218,20.2768,22.5278,20.037,22.3638,20.6687,21.8079
SPLUS-n16s37,SPLUS-n16s37,SPLUS-n16s37,Calibration_iDR5_3_Main,19.6645,19.0476,19.0381,19.8866,19.9913,22.3552,20.3126,22.5425,20.0444,22.3677,20.6676,21.8112
SPLUS-n16s38,SPLUS-n16s38,SPLUS-n16s38,Calibration_iDR5_3_Main,19.6513,19.0207,19.0263,19.8578,19.9383,22.3062,20.2665,22.5128,20.0204,22.3454,20.6575,21.7847
SPLUS-n16s39,SPLUS-n16s39,SPLUS-n16s39,Calibration_iDR5_3_Main,19.6507,19.0279,19.0362,19.8873,19.9885,22.3583,20.3135,22.538,20.043,22.3585,20.6668,21.7948
SPLUS-n16s40,SPLUS-n16s40,SPLUS-n16s40,Calibration_iDR5_3_Main,19.6767,19.0485,19.0266,19.8744,19.9649,22.3321,20.2907,22.5397,20.0392,22.3675,20.6689,21.8121
SPLUS-n16s41,SPLUS-n16s41,SPLUS-n16s41,Calibration_iDR5_3_Main,19.9258,19.2908,19.8217,20.6976,20.8117,23.1959,21.1486,23.3604,20.8606,23.1821,21.4628,22.6475
SPLUS-n16s42,SPLUS-n16s42,SPLUS-n16s42,Calibration_iDR5_3_Main,20.5059,19.8833,19.8711,20.731,20.8389,23.2018,21.1615,23.3648,20.8647,23.18,21.4704,22.6266
SPLUS-n16s43,SPLUS-n16s43,SPLUS-n16s43,Calibration_iDR5_3_Main,19.6703,19.0353,19.0204,19.872,19.9704,22.3371,20.3,22.5305,20.0329,22.3494,20.66,21.7727
SPLUS-n16s44,SPLUS-n16s44,SPLUS-n16s44,Calibration_iDR5_3_Main,20.4658,19.8631,19.8353,20.7076,20.8103,23.1836,21.1477,23.3572,20.8587,23.1664,21.4636,22.6
SPLUS-n16s45,SPLUS-n16s45,SPLUS-n16s45,Calibration_iDR5_3_Main,20.4922,19.8663,19.8685,20.7169,20.818,23.1902,21.1467,23.3449,20.8462,23.1682,21.4579,22.6247
SPLUS-n16s46,SPLUS-n16s46,SPLUS-n16s46,Calibration_iDR5_3_Main,20.5277,19.8897,19.8973,20.7423,20.8514,23.2061,21.1668,23.3651,20.8624,23.1834,21.4719,22.6328
SPLUS-n16s47,SPLUS-n16s47,SPLUS-n16s47,Calibration_iDR5_3_Main,20.5161,19.8844,19.8809,20.7315,20.8383,23.2017,21.1589,23.3647,20.8592,23.1803,21.4734,22.6253
SPLUS-n16s48,SPLUS-n16s48,SPLUS-n16s48,Calibration_iDR5_3_Main,20.5065,19.8784,19.8757,20.716,20.8378,23.1964,21.1574,23.3541,20.8595,23.1688,21.4668,22.605
SPLUS-n16s49,SPLUS-n16s49,SPLUS-n16s49,Calibration_iDR5_3_Main,20.4835,19.8523,19.8453,20.7015,20.8094,23.1795,21.1399,23.3478,20.8428,23.1682,21.4566,22.6189
SPLUS-n16s50,SPLUS-n16s50,SPLUS-n16s50,Calibration_iDR5_3_Main,19.7654,19.1345,19.115,19.9788,20.0865,22.4692,20.4382,22.6415,20.1444,22.462,20.7446,21.9077
SPLUS-n16s51,SPLUS-n16s51,SPLUS-n16s51,Calibration_iDR5_3_Main,20.547,19.9266,19.9136,20.7748,20.8874,23.2534,21.2241,23.4187,20.9162,23.2273,21.5174,22.6543
SPLUS-n16s52,SPLUS-n16s52,SPLUS-n16s52,Calibration_iDR5_3_Main,19.815,19.1787,19.1774,20.0305,20.1414,22.5066,20.4638,22.6614,20.1585,22.4708,20.7571,21.9092
SPLUS-n17s01,SPLUS-n17s01,SPLUS-n17s01,Calibration_iDR5_3_Main,20.6626,20.0678,20.1129,21.0272,21.1668,23.4792,21.4311,23.5404,21.0324,23.2793,21.5932,22.6486
SPLUS-n17s02,SPLUS-n17s02,SPLUS-n17s02,Calibration_iDR5_3_Main,20.5807,19.9676,19.9797,20.8695,20.9739,23.2851,21.2192,23.4395,20.9423,23.2335,21.5557,22.6257
SPLUS-n17s03,SPLUS-n17s03,SPLUS-n17s03,Calibration_iDR5_3_Main,20.4293,19.82,19.8436,20.7705,20.8422,23.1503,21.0985,23.3263,20.8336,23.1634,21.4918,22.5853
SPLUS-n17s04,SPLUS-n17s04,SPLUS-n17s04,Calibration_iDR5_3_Main,20.8126,20.1909,20.1894,21.0807,21.1935,23.4825,21.432,23.5738,21.0556,23.3176,21.6195,22.7444
SPLUS-n17s05,SPLUS-n17s05,SPLUS-n17s05,Calibration_iDR5_3_Main,20.7968,20.1914,20.2033,21.1123,21.2442,23.5485,21.4936,23.5913,21.0696,23.3235,21.6096,22.7272
SPLUS-n17s06,SPLUS-n17s06,SPLUS-n17s06,Calibration_iDR5_3_Main,20.7737,20.1908,20.1897,21.0901,21.2106,23.504,21.4449,23.5594,21.0453,23.3077,21.5951,22.7082
SPLUS-n17s07,SPLUS-n17s07,SPLUS-n17s07,Calibration_iDR5_3_Main,20.7713,20.1809,20.1862,21.0946,21.2316,23.538,21.4785,23.5712,21.0572,23.3074,21.5944,22.6969
